NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
USA,"Wilbur D. ""Willie"" Davenport",M,25.0,186.0,84.0,Summer,1968,Athletics,Athletics Men's 110 metres Hurdles,Gold
GBR,"John Gerald ""Gerry"" Davey",M,21.0,178.0,72.0,Winter,1936,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
FRA,Franck Olivier Christian Franois David,M,22.0,174.0,68.0,Summer,1992,Sailing,Sailing Men's Windsurfer,Gold
USA,Bruce Oram Davidson,M,26.0,180.0,66.0,Summer,1976,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
USA,Bruce Oram Davidson,M,34.0,180.0,66.0,Summer,1984,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
GBR,Christopher Davies,M,26.0,187.0,81.0,Summer,1972,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
USA,"Richard Allen ""Dick"" Davies",M,28.0,186.0,80.0,Summer,1964,Basketball,Basketball Men's Basketball,Gold
GBR,Lynn Davies,M,22.0,185.0,77.0,Summer,1964,Athletics,Athletics Men's Long Jump,Gold
USA,"Anthony Marshon Davis, Jr.",M,19.0,208.0,100.0,Summer,2012,Basketball,Basketball Men's Basketball,Gold
USA,"Walter Francis ""Buddy"" Davis",M,21.0,203.0,90.0,Summer,1952,Athletics,Athletics Men's High Jump,Gold
USA,Glenn Ashby Davis,M,22.0,183.0,73.0,Summer,1956,Athletics,Athletics Men's 400 metres Hurdles,Gold
USA,Glenn Ashby Davis,M,25.0,183.0,73.0,Summer,1960,Athletics,Athletics Men's 400 metres Hurdles,Gold
USA,Glenn Ashby Davis,M,25.0,183.0,73.0,Summer,1960,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
USA,"Joshua Clark ""Josh"" Davis",M,23.0,188.0,84.0,Summer,1996,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
USA,"Joshua Clark ""Josh"" Davis",M,23.0,188.0,84.0,Summer,1996,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
USA,"Joshua Clark ""Josh"" Davis",M,23.0,188.0,84.0,Summer,1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
USA,Otis Crandall Davis,M,28.0,185.0,74.0,Summer,1960,Athletics,Athletics Men's 400 metres,Gold
USA,Otis Crandall Davis,M,28.0,185.0,74.0,Summer,1960,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
USA,"Roderick Hopkins ""Rod"" Davis",M,28.0,182.0,87.0,Summer,1984,Sailing,Sailing Mixed Three Person Keelboat,Gold
USA,Shani Earl Davis,M,23.0,188.0,86.0,Winter,2006,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
USA,Shani Earl Davis,M,27.0,188.0,86.0,Winter,2010,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
CAN,Victor Davis,M,20.0,188.0,87.0,Summer,1984,Swimming,Swimming Men's 200 metres Breaststroke,Gold
USA,Walter Paul Davis,M,21.0,195.0,86.0,Summer,1976,Basketball,Basketball Men's Basketball,Gold
USA,"Howard Edward Davis, Jr.",M,20.0,178.0,60.0,Summer,1976,Boxing,Boxing Men's Lightweight,Gold
URS,Vitaly Semyonovich Davydov,M,24.0,182.0,69.0,Winter,1964,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
URS,Vitaly Semyonovich Davydov,M,28.0,182.0,69.0,Winter,1968,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
URS,Vitaly Semyonovich Davydov,M,32.0,182.0,69.0,Winter,1972,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
EUN,Yevgeny Vitalyevich Davydov,M,24.0,183.0,83.0,Winter,1992,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
USA,Travis Sentell Dawkins,M,21.0,182.0,81.0,Summer,2000,Baseball,Baseball Men's Baseball,Gold
AUS,Peter Douglas Dawson,M,22.0,182.0,74.0,Summer,2004,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
CAN,"James E. ""Jim"" Day",M,22.0,180.0,77.0,Summer,1968,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
NZL,"Gregory John ""Greg"" Dayman",M,29.0,188.0,74.0,Summer,1976,Hockey,Hockey Men's Hockey,Gold
BEL,Jean De Bie,M,27.0,184.0,80.0,Summer,1920,Football,Football Men's Football,Gold
NED,Bob Johannes Carolus de Jong,M,29.0,181.0,82.0,Winter,2006,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
USA,Oscar De La Hoya,M,19.0,180.0,60.0,Summer,1992,Boxing,Boxing Men's Lightweight,Gold
NED,Teun Floris de Nooijer,M,20.0,184.0,79.0,Summer,1996,Hockey,Hockey Men's Hockey,Gold
NED,Teun Floris de Nooijer,M,24.0,184.0,79.0,Summer,2000,Hockey,Hockey Men's Hockey,Gold
ITA,Luciano De Paolis,M,26.0,176.0,82.0,Winter,1968,Bobsleigh,Bobsleigh Men's Two,Gold
ITA,Luciano De Paolis,M,26.0,176.0,82.0,Winter,1968,Bobsleigh,Bobsleigh Men's Four,Gold
ITA,"Francesco ""Franco"" De Piccoli",M,22.0,186.0,96.0,Summer,1960,Boxing,Boxing Men's Heavyweight,Gold
GBR,George Frederick William de Relwyskow,M,20.0,174.0,65.0,Summer,1908,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
AUS,Liam Andrew De Young,M,22.0,179.0,75.0,Summer,2004,Hockey,Hockey Men's Hockey,Gold
ITA,Maurilio De Zolt Lisabetta,M,43.0,170.0,66.0,Winter,1994,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
GBR,"Joseph Edmund ""Joe"" Deakin",M,29.0,170.0,59.0,Summer,1908,Athletics,"Athletics Men's 3 mile, Team",Gold
USA,Matt Deakin,M,24.0,193.0,90.0,Summer,2004,Rowing,Rowing Men's Coxed Eights,Gold
GBR,Christopher Colin Dean,M,25.0,180.0,73.0,Winter,1984,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
SLO,Rajmond Debevec,M,37.0,182.0,72.0,Summer,2000,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
BEL,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,23.0,176.0,61.0,Summer,1996,Swimming,Swimming Men's 100 metres Breaststroke,Gold
GDR,Andreas Decker,M,23.0,195.0,96.0,Summer,1976,Rowing,Rowing Men's Coxless Fours,Gold
GDR,Andreas Decker,M,27.0,195.0,96.0,Summer,1980,Rowing,Rowing Men's Coxless Fours,Gold
FRA,Edmond Albert Dcottignies,M,30.0,171.0,66.0,Summer,1924,Weightlifting,Weightlifting Men's Lightweight,Gold
USA,"Donald Francis ""Don"" Dee",M,25.0,201.0,93.0,Summer,1968,Basketball,Basketball Men's Basketball,Gold
GER,Oskar Deecke,M,26.0,183.0,78.0,Summer,2012,Hockey,Hockey Men's Hockey,Gold
SUI,Didier Dfago,M,32.0,184.0,89.0,Winter,2010,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
ESP,Gervasio Deferr ngel,M,19.0,166.0,69.0,Summer,2000,Gymnastics,Gymnastics Men's Horse Vault,Gold
ESP,Gervasio Deferr ngel,M,23.0,166.0,69.0,Summer,2004,Gymnastics,Gymnastics Men's Horse Vault,Gold
FRA,Vincent Franois Marie Defrasne,M,28.0,174.0,63.0,Winter,2006,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
GBR,James Frederick DeGale,M,22.0,183.0,76.0,Summer,2008,Boxing,Boxing Men's Middleweight,Gold
URS,Aleksandr Vladimirovich Degtyaryov,M,21.0,185.0,83.0,Summer,1976,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
IRL,"Ronald Michael ""Ronnie"" Delany",M,21.0,184.0,75.0,Summer,1956,Athletics,"Athletics Men's 1,500 metres",Gold
BUL,Stoyan Delchev,M,21.0,162.0,56.0,Summer,1980,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
ARG,Carlos Francisco Delfino,M,21.0,196.0,95.0,Summer,2004,Basketball,Basketball Men's Basketball,Gold
ITA,Giuseppe Delfino,M,30.0,185.0,83.0,Summer,1952,Fencing,"Fencing Men's epee, Team",Gold
ITA,Giuseppe Delfino,M,35.0,185.0,83.0,Summer,1956,Fencing,"Fencing Men's epee, Team",Gold
ITA,Giuseppe Delfino,M,38.0,185.0,83.0,Summer,1960,Fencing,"Fencing Men's epee, Individual",Gold
ITA,Giuseppe Delfino,M,38.0,185.0,83.0,Summer,1960,Fencing,"Fencing Men's epee, Team",Gold
ARG,Csar Fabin Delgado Godoy,M,22.0,174.0,69.0,Summer,2004,Football,Football Men's Football,Gold
CUB,Jos Ral Delgado Diez,M,31.0,182.0,85.0,Summer,1992,Baseball,Baseball Men's Baseball,Gold
MEX,Ricardo Delgado Nogales,M,21.0,161.0,51.0,Summer,1968,Boxing,Boxing Men's Flyweight,Gold
YUG,Mirza Delibai,M,26.0,197.0,86.0,Summer,1980,Basketball,Basketball Men's Basketball,Gold
NED,"Marcus Johannes Elizabeth Leopold ""Marc"" Delissen",M,31.0,174.0,80.0,Summer,1996,Hockey,Hockey Men's Hockey,Gold
NED,Jeroen Petrus Maria Delme,M,23.0,173.0,76.0,Summer,1996,Hockey,Hockey Men's Hockey,Gold
NED,Jeroen Petrus Maria Delme,M,27.0,173.0,76.0,Summer,2000,Hockey,Hockey Men's Hockey,Gold
HUN,Gbor Lzsl Delneky,M,28.0,183.0,80.0,Summer,1960,Fencing,"Fencing Men's Sabre, Team",Gold
USA,"Joseph Nathaniel ""Joe"" DeLoach, Jr.",M,21.0,182.0,76.0,Summer,1988,Athletics,Athletics Men's 200 metres,Gold
FRA,Frdric Delpla,M,23.0,197.0,81.0,Summer,1988,Fencing,"Fencing Men's epee, Team",Gold
RUS,Yevgeny Aleksandrovich Dementyev,M,23.0,182.0,77.0,Winter,2006,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Gold
TUR,Mahmut Demir,M,26.0,184.0,120.0,Summer,1996,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
USA,"William ""Bill"" Demong",M,29.0,178.0,66.0,Winter,2010,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Gold
NED,Fedor Iwan den Hertog,M,22.0,183.0,76.0,Summer,1968,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
FRA,Antoine Dnriaz,M,29.0,189.0,97.0,Winter,2006,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
GBR,Simon John Dennis,M,24.0,200.0,95.0,Summer,2000,Rowing,Rowing Men's Coxed Eights,Gold
USA,"Joseph Nicholas ""Joe"" DePietro",M,34.0,140.0,56.0,Summer,1948,Weightlifting,Weightlifting Men's Bantamweight,Gold
USA,DeMar Darnell DeRozan,M,26.0,201.0,99.0,Summer,2016,Basketball,Basketball Men's Basketball,Gold
USA,Hans F. Dersch,M,24.0,188.0,74.0,Summer,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
CAN,Joseph-tienne Desmarteau (Birtz-),M,31.0,185.0,94.0,Summer,1904,Athletics,Athletics Men's 56-pound Weight Throw,Gold
USA,"Michael Aloysius ""Mike"" Devaney",M,28.0,178.0,68.0,Summer,1920,Athletics,"Athletics Men's 3,000 metres, Team",Gold
AUS,John Thomas Devitt,M,19.0,185.0,85.0,Summer,1956,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
AUS,John Thomas Devitt,M,23.0,185.0,85.0,Summer,1960,Swimming,Swimming Men's 100 metres Freestyle,Gold
GBR,Marlon Ronald Devonish,M,28.0,183.0,76.0,Summer,2004,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
URS,Mikhail Talgatovich Devyatyarov,M,28.0,185.0,74.0,Winter,1988,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
POL,Kazimierz Deyna,M,24.0,179.0,72.0,Summer,1972,Football,Football Men's Football,Gold
CAN,Walter Ignace D'Hondt,M,20.0,193.0,88.0,Summer,1956,Rowing,Rowing Men's Coxless Fours,Gold
ITA,Raimondo D'Inzeo,M,35.0,176.0,72.0,Summer,1960,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
ITA,Giuseppe Di Capua,M,26.0,155.0,53.0,Summer,1984,Rowing,Rowing Men's Coxed Pairs,Gold
ITA,Giuseppe Di Capua,M,30.0,155.0,53.0,Summer,1988,Rowing,Rowing Men's Coxed Pairs,Gold
ITA,Giorgio Di Centa,M,33.0,174.0,67.0,Winter,2006,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
ITA,Giorgio Di Centa,M,33.0,174.0,67.0,Winter,2006,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
ITA,Roberto Di Donna,M,27.0,177.0,75.0,Summer,1996,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold
ARG,ngel Fabin Di Mara Hernndez,M,20.0,167.0,55.0,Summer,2008,Football,Football Men's Football,Gold
AUS,Michael Constantine Diamond (Diamondopoulous-),M,24.0,174.0,75.0,Summer,1996,Shooting,Shooting Men's Trap,Gold
AUS,Michael Constantine Diamond (Diamondopoulous-),M,28.0,174.0,75.0,Summer,2000,Shooting,Shooting Men's Trap,Gold
DOM,Flix Manuel Daz Guzmn,M,24.0,165.0,66.0,Summer,2008,Boxing,Boxing Men's Light-Welterweight,Gold
CUB,Giorge Daz Loren,M,21.0,186.0,77.0,Summer,1992,Baseball,Baseball Men's Baseball,Gold
ROU,Vasile Dba,M,21.0,182.0,86.0,Summer,1976,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold
ITA,Klaus Dibiasi,M,21.0,180.0,74.0,Summer,1968,Diving,Diving Men's Platform,Gold
ITA,Klaus Dibiasi,M,24.0,180.0,74.0,Summer,1972,Diving,Diving Men's Platform,Gold
ITA,Klaus Dibiasi,M,28.0,180.0,74.0,Summer,1976,Diving,Diving Men's Platform,Gold
GER,Andreas Dibowski,M,42.0,181.0,73.0,Summer,2008,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
USA,George Thomas DiCarlo,M,21.0,180.0,74.0,Summer,1984,Swimming,Swimming Men's 400 metres Freestyle,Gold
NZL,Simon Charles Dickie,M,17.0,172.0,54.0,Summer,1968,Rowing,Rowing Men's Coxed Fours,Gold
NZL,Simon Charles Dickie,M,21.0,172.0,54.0,Summer,1972,Rowing,Rowing Men's Coxed Eights,Gold
URS,Valery Antonovich Didenko,M,26.0,192.0,94.0,Summer,1972,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
USA,Nelson W. Diebel,M,21.0,183.0,84.0,Summer,1992,Swimming,Swimming Men's 100 metres Breaststroke,Gold
USA,Nelson W. Diebel,M,21.0,183.0,84.0,Summer,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
FRG,Eckart Diesch,M,22.0,187.0,76.0,Summer,1976,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
FRG,Jrg Diesch,M,24.0,186.0,71.0,Summer,1976,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
GDR,Ullrich Diener,M,25.0,189.0,83.0,Summer,1980,Rowing,Rowing Men's Coxed Fours,Gold
GDR,Walter Diener,M,25.0,188.0,84.0,Summer,1980,Rowing,Rowing Men's Coxed Fours,Gold
GER,Wilfried Dietrich,M,26.0,184.0,118.0,Summer,1960,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
SUI,Robert Dill-Bundi,M,21.0,179.0,78.0,Summer,1980,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
USA,William Harrison Dillard,M,25.0,178.0,69.0,Summer,1948,Athletics,Athletics Men's 100 metres,Gold
USA,William Harrison Dillard,M,25.0,178.0,69.0,Summer,1948,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
USA,William Harrison Dillard,M,29.0,178.0,69.0,Summer,1952,Athletics,Athletics Men's 110 metres Hurdles,Gold
USA,William Harrison Dillard,M,29.0,178.0,69.0,Summer,1952,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
GRE,Pyrros Dimas,M,20.0,173.0,83.0,Summer,1992,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
GRE,Pyrros Dimas,M,24.0,173.0,83.0,Summer,1996,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
GRE,Pyrros Dimas,M,28.0,173.0,83.0,Summer,2000,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
USA,Trent Dimas,M,21.0,172.0,68.0,Summer,1992,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
FRA,Jacques Dimont,M,23.0,184.0,80.0,Summer,1968,Fencing,"Fencing Men's Foil, Team",Gold
FRA,Didier Dominique Dinart,M,31.0,197.0,104.0,Summer,2008,Handball,Handball Men's Handball,Gold
FRA,Didier Dominique Dinart,M,35.0,197.0,104.0,Summer,2012,Handball,Handball Men's Handball,Gold
USA,"Terence Gilbert ""Terry"" Dischinger",M,19.0,198.0,86.0,Summer,1960,Basketball,Basketball Men's Basketball,Gold
GER,Bernd Dittert,M,31.0,186.0,86.0,Summer,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
GER,Andreas Dittmer,M,24.0,183.0,83.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
GER,Andreas Dittmer,M,28.0,183.0,83.0,Summer,2000,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
GER,Andreas Dittmer,M,32.0,183.0,83.0,Summer,2004,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
URS,Aleksandr Nikolayevich Dityatin,M,22.0,178.0,70.0,Summer,1980,Gymnastics,Gymnastics Men's Individual All-Around,Gold
URS,Aleksandr Nikolayevich Dityatin,M,22.0,178.0,70.0,Summer,1980,Gymnastics,Gymnastics Men's Team All-Around,Gold
URS,Aleksandr Nikolayevich Dityatin,M,22.0,178.0,70.0,Summer,1980,Gymnastics,Gymnastics Men's Rings,Gold
GBR,Thomas Robin Valerian Dixon,M,28.0,178.0,83.0,Winter,1964,Bobsleigh,Bobsleigh Men's Two,Gold
EUN,Artur Valeryevich Dmitriyev,M,24.0,183.0,82.0,Winter,1992,Figure Skating,Figure Skating Mixed Pairs,Gold
RUS,Artur Valeryevich Dmitriyev,M,30.0,183.0,82.0,Winter,1998,Figure Skating,Figure Skating Mixed Pairs,Gold
URS,Roman Mikhaylovich Dmitriyev,M,23.0,154.0,48.0,Summer,1972,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold
FRA,Christian Marie Auguste d'Oriola,M,19.0,178.0,75.0,Summer,1948,Fencing,"Fencing Men's Foil, Team",Gold
FRA,Christian Marie Auguste d'Oriola,M,23.0,178.0,75.0,Summer,1952,Fencing,"Fencing Men's Foil, Individual",Gold
FRA,Christian Marie Auguste d'Oriola,M,23.0,178.0,75.0,Summer,1952,Fencing,"Fencing Men's Foil, Team",Gold
FRA,Christian Marie Auguste d'Oriola,M,28.0,178.0,75.0,Summer,1956,Fencing,"Fencing Men's Foil, Individual",Gold
GDR,Jens Doberschtz,M,22.0,190.0,81.0,Summer,1980,Rowing,Rowing Men's Coxed Eights,Gold
URS,Igor Ivanovich Doborovolsky,M,21.0,181.0,70.0,Summer,1988,Football,Football Men's Football,Gold
BUL,Dimitar Dimitrov Dobrev,M,29.0,175.0,79.0,Summer,1960,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
BUL,Milen Atanasov Dobrev,M,24.0,177.0,94.0,Summer,2004,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
CRO,Nika Dobud,M,26.0,199.0,118.0,Summer,2012,Water Polo,Water Polo Men's Water Polo,Gold
GBR,Richard David Allan Dodds,M,29.0,181.0,72.0,Summer,1988,Hockey,Hockey Men's Hockey,Gold
GDR,Lothar Doering,M,29.0,187.0,88.0,Summer,1980,Handball,Handball Men's Handball,Gold
GDR,Gottfried Dhn,M,25.0,196.0,96.0,Summer,1976,Rowing,Rowing Men's Coxed Eights,Gold
GDR,Gottfried Dhn,M,29.0,196.0,96.0,Summer,1980,Rowing,Rowing Men's Coxed Fours,Gold
CZE,Martin Doktor,M,22.0,178.0,78.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
CZE,Martin Doktor,M,22.0,178.0,78.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
UZB,Aleksandr Dokturishvili,M,24.0,169.0,74.0,Summer,2004,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
USA,"Thomas Fitzgerald ""Tom"" Dolan",M,20.0,201.0,86.0,Summer,1996,Swimming,Swimming Men's 400 metres Individual Medley,Gold
USA,"Thomas Fitzgerald ""Tom"" Dolan",M,24.0,201.0,86.0,Summer,2000,Swimming,Swimming Men's 400 metres Individual Medley,Gold
USA,George Stuart Dole,M,23.0,161.0,60.0,Summer,1908,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
URS,Aleksandr Ivanovich Dolgushin,M,26.0,187.0,99.0,Summer,1972,Water Polo,Water Polo Men's Water Polo,Gold
NED,"Evert Gerardus ""Eef"" Dolman",M,18.0,178.0,71.0,Summer,1964,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
HUN,Rudolf Dombi,M,25.0,180.0,79.0,Summer,2012,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
GDR,Lutz Dombrowski,M,21.0,187.0,87.0,Summer,1980,Athletics,Athletics Men's Long Jump,Gold
FRG,Thomas Domian,M,24.0,198.0,91.0,Summer,1988,Rowing,Rowing Men's Coxed Eights,Gold
CRO,Davor Dominikovi,M,26.0,203.0,100.0,Summer,2004,Handball,Handball Men's Handball,Gold
FIJ,Apisai Raviyawa Domolailai,M,27.0,192.0,98.0,Summer,2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
HUN,Zoltn Dmtr,M,29.0,186.0,84.0,Summer,1964,Water Polo,Water Polo Men's Water Polo,Gold
ITA,Stefano Donagrandi,M,29.0,184.0,74.0,Winter,2006,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
CHN,Dong Dong,M,23.0,168.0,57.0,Summer,2012,Trampolining,Trampolining Men's Individual,Gold
USA,Peter Dwight Donlon,M,21.0,185.0,79.0,Summer,1928,Rowing,Rowing Men's Coxed Eights,Gold
CZE,Ji Dopita,M,29.0,192.0,98.0,Winter,1998,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
ITA,"Giuseppe ""Pino"" Dordoni",M,26.0,183.0,74.0,Summer,1952,Athletics,Athletics Men's 50 kilometres Walk,Gold
ESP,Jos Luis Doreste Blanco,M,31.0,189.0,90.0,Summer,1988,Sailing,Sailing Mixed One Person Dinghy,Gold
ESP,Luis Doreste Blanco,M,23.0,175.0,72.0,Summer,1984,Sailing,Sailing Mixed Two Person Dinghy,Gold
ESP,Luis Doreste Blanco,M,31.0,175.0,72.0,Summer,1992,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
FRA,Xavier Elle Dorfman,M,27.0,182.0,71.0,Summer,2000,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
GDR,Hans-Jrgen Drner,M,25.0,175.0,73.0,Summer,1976,Football,Football Men's Football,Gold
URS,Vladimir Vyacheslavovich Dorokhov,M,26.0,194.0,94.0,Summer,1980,Volleyball,Volleyball Men's Volleyball,Gold
GER,"Wilhelm ""Willy"" Drr",M,24.0,182.0,81.0,Summer,1906,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
MEX,Giovani dos Santos Ramrez,M,23.0,172.0,70.0,Summer,2012,Football,Football Men's Football,Gold
AUS,Ralph Douglas Doubell,M,23.0,180.0,65.0,Summer,1968,Athletics,Athletics Men's 800 metres,Gold
CAN,Drew Doughty,M,20.0,185.0,92.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
CAN,Drew Doughty,M,24.0,185.0,92.0,Winter,2014,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
BRA,Douglas Chiarotti,M,21.0,200.0,93.0,Summer,1992,Volleyball,Volleyball Men's Volleyball,Gold
GBR,Rowley Douglas,M,23.0,165.0,58.0,Summer,2000,Rowing,Rowing Men's Coxed Eights,Gold
BRA,Douglas dos Santos Justino de Melo,M,22.0,173.0,69.0,Summer,2016,Football,Football Men's Football,Gold
FRA,David Douillet,M,27.0,196.0,125.0,Summer,1996,Judo,Judo Men's Heavyweight,Gold
FRA,David Douillet,M,31.0,196.0,125.0,Summer,2000,Judo,Judo Men's Heavyweight,Gold
GBR,Owain Daniel John Doull,M,23.0,181.0,73.0,Summer,2016,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
EUN,Dmitry Aleksandrovich Dovgalyonok,M,20.0,195.0,93.0,Summer,1992,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
ROU,Ion Draica,M,26.0,178.0,86.0,Summer,1984,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
USA,Foy Draper,M,22.0,165.0,54.0,Summer,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
USA,Otis Paul Drayton,M,25.0,183.0,73.0,Summer,1964,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
GDR,Gnter Dreibrodt,M,28.0,196.0,92.0,Summer,1980,Handball,Handball Men's Handball,Gold
GDR,Joachim Dreifke,M,27.0,192.0,95.0,Summer,1980,Rowing,Rowing Men's Double Sculls,Gold
USA,Caeleb Remel Dressel,M,19.0,191.0,86.0,Summer,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
USA,Caeleb Remel Dressel,M,19.0,191.0,86.0,Summer,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
USA,Ivan Chandler Dresser,M,23.0,180.0,68.0,Summer,1920,Athletics,"Athletics Men's 3,000 metres, Team",Gold
URS,Aleksandr Konstantinovich Dreval,M,28.0,190.0,89.0,Summer,1972,Water Polo,Water Polo Men's Water Polo,Gold
USA,Clyde Austin Drexler,M,30.0,200.0,101.0,Summer,1992,Basketball,Basketball Men's Basketball,Gold
ROU,"Ionel Alexandru ""Ion"" Drmb",M,26.0,172.0,59.0,Summer,1968,Fencing,"Fencing Men's Foil, Individual",Gold
CAN,Franois Louis Drolet,M,25.0,172.0,70.0,Winter,1998,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
FRG,Horst Drse,M,22.0,176.0,75.0,Summer,1972,Hockey,Hockey Men's Hockey,Gold
CAN,Derek Drouin,M,26.0,196.0,83.0,Summer,2016,Athletics,Athletics Men's High Jump,Gold
URS,Nikolay Vladimirovich Drozdetsky,M,26.0,185.0,85.0,Winter,1984,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
USA,"Jonathan A. ""Jon"" Drummond",M,32.0,175.0,75.0,Summer,2000,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
FRA,Guy Drut,M,25.0,188.0,74.0,Summer,1976,Athletics,Athletics Men's 110 metres Hurdles,Gold
USA,"Matthew Alexander ""Matt"" Dryke",M,25.0,183.0,75.0,Summer,1984,Shooting,Shooting Mixed Skeet,Gold
NZL,Alexander Mah Owens Drysdale,M,33.0,200.0,102.0,Summer,2012,Rowing,Rowing Men's Single Sculls,Gold
NZL,Alexander Mah Owens Drysdale,M,37.0,200.0,102.0,Summer,2016,Rowing,Rowing Men's Single Sculls,Gold
NED,Jeroen Dubbeldam,M,27.0,185.0,85.0,Summer,2000,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
URS,Boris Yakovlevich Dubrovsky,M,25.0,181.0,74.0,Summer,1964,Rowing,Rowing Men's Double Sculls,Gold
