NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
BEL,Daniel Goens,M,20.0,185.0,78.0,Summer,1968,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
USA,"Nicholas ""Nick"" Goepper",M,19.0,183.0,73.0,Winter,2014,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,Bronze
GEO,Giorgi Gogshelidze,M,28.0,185.0,96.0,Summer,2008,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
GEO,Giorgi Gogshelidze,M,32.0,185.0,96.0,Summer,2012,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
AUS,"Matthew ""Matt"" Gohdes",M,22.0,180.0,80.0,Summer,2012,Hockey,Hockey Men's Hockey,Bronze
MDA,Vaeceslav Gojan,M,25.0,162.0,56.0,Summer,2008,Boxing,Boxing Men's Bantamweight,Bronze
CRO,Jakov Gojun,M,26.0,203.0,112.0,Summer,2012,Handball,Handball Men's Handball,Bronze
AUT,"Andreas ""Andi"" Goldberger",M,21.0,172.0,54.0,Winter,1994,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
AUT,"Andreas ""Andi"" Goldberger",M,21.0,172.0,54.0,Winter,1994,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
HUN,Bla Goldovnyi,M,26.0,176.0,78.0,Summer,1952,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
GER,Bjrn Goldschmidt,M,28.0,184.0,90.0,Summer,2008,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
TCH,Bohumil Golian,M,37.0,175.0,72.0,Summer,1968,Volleyball,Volleyball Men's Volleyball,Bronze
TCH,Jozef Golonka,M,26.0,174.0,75.0,Winter,1964,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
RUS,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Summer,2008,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
RUS,Anton Sergeyevich Golotsutskov,M,23.0,165.0,63.0,Summer,2008,Gymnastics,Gymnastics Men's Horse Vault,Bronze
FRG,Rolf Glz,M,21.0,176.0,67.0,Summer,1984,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
MEX,Jess Gmez Portugal Montenegro,M,39.0,158.0,57.0,Summer,1980,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
USA,"Thomas Eugen ""Tom"" Gompf",M,25.0,180.0,75.0,Summer,1964,Diving,Diving Men's Platform,Bronze
RUS,Sergey Viktorovich Gonchar,M,27.0,188.0,93.0,Winter,2002,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
URS,Aleksandr Sergeyevich Goncharov,M,21.0,178.0,78.0,Summer,1980,Hockey,Hockey Men's Hockey,Bronze
SVK,Jozef Gnci,M,22.0,186.0,81.0,Summer,1996,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
SVK,Jozef Gnci,M,30.0,186.0,81.0,Summer,2004,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
FRA,Charles Anthoine Gonnet,M,26.0,172.0,76.0,Summer,1924,Art Competitions,Art Competitions Mixed Literature,Bronze
POL,Bogdan Kazimierz Gonsior,M,31.0,196.0,82.0,Summer,1968,Fencing,"Fencing Men's epee, Team",Bronze
PUR,Arstides Gonzlez Ortiz,M,23.0,186.0,75.0,Summer,1984,Boxing,Boxing Men's Middleweight,Bronze
CHI,Fernando Francisco Gonzlez Ciuffardi,M,24.0,182.0,82.0,Summer,2004,Tennis,Tennis Men's Singles,Bronze
ESP,Joel Gonzlez Bonilla,M,26.0,185.0,68.0,Summer,2016,Taekwondo,Taekwondo Men's Featherweight,Bronze
MEX,"Mariano ""Mario"" Gonzlez Lugo",M,19.0,165.0,51.0,Summer,1988,Boxing,Boxing Men's Flyweight,Bronze
ARG,Romn Javier Gonzlez,M,30.0,210.0,140.0,Summer,2008,Basketball,Basketball Men's Basketball,Bronze
CHI,Sebastin Ignacio Gonzlez Valds,M,21.0,173.0,67.0,Summer,2000,Football,Football Men's Football,Bronze
GBR,"Nicholas John ""Nicky"" Gooch",M,21.0,178.0,75.0,Winter,1994,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
GBR,Daniel Goodfellow,M,19.0,167.0,58.0,Summer,2016,Diving,Diving Men's Synchronized Platform,Bronze
GBR,Duncan Alexander Goodhew,M,23.0,183.0,80.0,Summer,1980,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
AUS,Scott Linton Goodman,M,22.0,184.0,77.0,Summer,1996,Swimming,Swimming Men's 200 metres Butterfly,Bronze
RUS,Aleksandr Valeryevich Gorbatikov,M,22.0,187.0,86.0,Summer,2004,Handball,Handball Men's Handball,Bronze
USA,Fortune Everett Gordien,M,25.0,184.0,104.0,Summer,1948,Athletics,Athletics Men's Discus Throw,Bronze
TTO,Lalonde Keida Gordon,M,23.0,179.0,83.0,Summer,2012,Athletics,Athletics Men's 400 metres,Bronze
TTO,Lalonde Keida Gordon,M,23.0,179.0,83.0,Summer,2012,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
ITA,Giorgio Gorla,M,35.0,178.0,76.0,Summer,1980,Sailing,Sailing Mixed Two Person Keelboat,Bronze
ITA,Giorgio Gorla,M,39.0,178.0,76.0,Summer,1984,Sailing,Sailing Mixed Two Person Keelboat,Bronze
RUS,Oleg Vladimirovich Goroby,M,25.0,198.0,95.0,Summer,1996,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
HUN,Jnos Grcs,M,21.0,174.0,65.0,Summer,1960,Football,Football Men's Football,Bronze
RUS,Vyacheslav Nikolayevich Gorpishin,M,34.0,200.0,100.0,Summer,2004,Handball,Handball Men's Handball,Bronze
EUN,Dmitry Georgiyevich Gorshkov,M,25.0,180.0,94.0,Summer,1992,Water Polo,Water Polo Men's Water Polo,Bronze
RUS,Dmitry Georgiyevich Gorshkov,M,37.0,180.0,94.0,Summer,2004,Water Polo,Water Polo Men's Water Polo,Bronze
POL,Janusz Kazimierz Gortat,M,24.0,186.0,81.0,Summer,1972,Boxing,Boxing Men's Light-Heavyweight,Bronze
POL,Janusz Kazimierz Gortat,M,28.0,186.0,81.0,Summer,1976,Boxing,Boxing Men's Light-Heavyweight,Bronze
FRG,Armin Grtz,M,29.0,179.0,75.0,Summer,1988,Football,Football Men's Football,Bronze
FRG,"Ludwig ""Lutz"" Gssing",M,34.0,176.0,73.0,Summer,1972,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
AUT,Felix Gottwald,M,26.0,179.0,68.0,Winter,2002,Nordic Combined,Nordic Combined Men's Team,Bronze
AUT,Felix Gottwald,M,26.0,179.0,68.0,Winter,2002,Nordic Combined,Nordic Combined Men's Individual,Bronze
AUT,Felix Gottwald,M,26.0,179.0,68.0,Winter,2002,Nordic Combined,Nordic Combined Men's Sprint,Bronze
NZL,Westley Gough,M,20.0,185.0,78.0,Summer,2008,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
NZL,Westley Gough,M,24.0,185.0,78.0,Summer,2012,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
USA,"Kenneth ""Kenny"" Gould",M,21.0,167.0,67.0,Summer,1988,Boxing,Boxing Men's Welterweight,Bronze
AUS,Kieran Govers,M,24.0,179.0,76.0,Summer,2012,Hockey,Hockey Men's Hockey,Bronze
URS,Boris Abramovich Goykhman,M,37.0,182.0,83.0,Summer,1956,Water Polo,Water Polo Men's Water Polo,Bronze
POL,Marek Gob,M,28.0,178.0,90.0,Summer,1968,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
POL,Andrzej Jan Goota,M,20.0,193.0,91.0,Summer,1988,Boxing,Boxing Men's Heavyweight,Bronze
GBR,"Robert Karl ""Robbie"" Grabarz",M,24.0,191.0,81.0,Summer,2012,Athletics,Athletics Men's High Jump,Bronze
AUT,"Siegfried Josef ""Sigi"" Grabner",M,31.0,180.0,80.0,Winter,2006,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Bronze
URS,Igor Vladimirovich Grabovsky,M,23.0,190.0,88.0,Summer,1964,Water Polo,Water Polo Men's Water Polo,Bronze
FRG,Guido Grabow,M,28.0,195.0,80.0,Summer,1988,Rowing,Rowing Men's Coxless Fours,Bronze
FRG,Volker Grabow,M,31.0,197.0,95.0,Summer,1988,Rowing,Rowing Men's Coxless Fours,Bronze
YUG,Nenad Graan,M,22.0,184.0,78.0,Summer,1984,Football,Football Men's Football,Bronze
URS,Rafael Davidovich Grach,M,27.0,173.0,73.0,Winter,1960,Speed Skating,Speed Skating Men's 500 metres,Bronze
SWE,Peter Olof Gradin,M,25.0,178.0,74.0,Winter,1984,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
BRA,Lars Schmidt Grael,M,24.0,185.0,80.0,Summer,1988,Sailing,Sailing Mixed Multihull,Bronze
BRA,Lars Schmidt Grael,M,32.0,185.0,80.0,Summer,1996,Sailing,Sailing Mixed Multihull,Bronze
BRA,Torben Schmidt Grael,M,28.0,185.0,88.0,Summer,1988,Sailing,Sailing Mixed Two Person Keelboat,Bronze
BRA,Torben Schmidt Grael,M,40.0,185.0,88.0,Summer,2000,Sailing,Sailing Mixed Two Person Keelboat,Bronze
SUI,Walter Andreas Graf,M,30.0,182.0,84.0,Winter,1968,Bobsleigh,Bobsleigh Men's Four,Bronze
AUS,Kelvin John Graham,M,24.0,179.0,84.0,Summer,1988,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
AUS,Kelvin John Graham,M,28.0,179.0,84.0,Summer,1992,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
FRG,Roland Grahammer,M,24.0,178.0,73.0,Summer,1988,Football,Football Men's Football,Bronze
GER,Mats Grambusch,M,23.0,177.0,74.0,Summer,2016,Hockey,Hockey Men's Hockey,Bronze
GER,Tom Grambusch,M,20.0,185.0,85.0,Summer,2016,Hockey,Hockey Men's Hockey,Bronze
SUI,Cdric Grand,M,30.0,189.0,95.0,Winter,2006,Bobsleigh,Bobsleigh Men's Four,Bronze
FRA,Herv Granger-Veyron,M,34.0,175.0,70.0,Summer,1992,Fencing,"Fencing Men's Sabre, Team",Bronze
RUS,Sergey Yuryevich Grankin,M,23.0,195.0,96.0,Summer,2008,Volleyball,Volleyball Men's Volleyball,Bronze
FIN,Mikael Antero Granlund,M,21.0,179.0,83.0,Winter,2014,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
USA,James Todd Graves,M,37.0,180.0,85.0,Summer,2000,Shooting,Shooting Men's Skeet,Bronze
ITA,Pasquale Gravina,M,30.0,201.0,104.0,Summer,2000,Volleyball,Volleyball Men's Volleyball,Bronze
USA,"John Lee ""Johnny"" Gray, Jr.",M,32.0,191.0,75.0,Summer,1992,Athletics,Athletics Men's 800 metres,Bronze
USA,"Jeffrey ""Jeff"" Grayer",M,22.0,195.0,91.0,Summer,1988,Basketball,Basketball Men's Basketball,Bronze
SCG,Nikola Grbi,M,22.0,194.0,91.0,Summer,1996,Volleyball,Volleyball Men's Volleyball,Bronze
SCG,Vladimir Grbi,M,25.0,193.0,87.0,Summer,1996,Volleyball,Volleyball Men's Volleyball,Bronze
URS,Vladimir Alekseyevich Grebennikov,M,27.0,177.0,81.0,Winter,1960,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
RUS,Andrey Vladimirovich Grechin,M,24.0,199.0,99.0,Summer,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
ROU,"Dnut ""Dan"" Grecu",M,25.0,170.0,66.0,Summer,1976,Gymnastics,Gymnastics Men's Rings,Bronze
USA,"Chadwick Elton ""Chad"" Green",M,21.0,178.0,84.0,Summer,1996,Baseball,Baseball Men's Baseball,Bronze
AUS,Dennis Allan Green,M,25.0,178.0,79.0,Summer,1956,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
USA,"Daniel Robert ""Dan"" Greenbaum",M,23.0,190.0,73.0,Summer,1992,Volleyball,Volleyball Men's Volleyball,Bronze
USA,"Charles Edward ""Charlie"" Greene",M,23.0,173.0,69.0,Summer,1968,Athletics,Athletics Men's 100 metres,Bronze
USA,"Joseph Tilford Lee ""Joe"" Greene",M,25.0,183.0,70.0,Summer,1992,Athletics,Athletics Men's Long Jump,Bronze
USA,"Joseph Tilford Lee ""Joe"" Greene",M,29.0,183.0,70.0,Summer,1996,Athletics,Athletics Men's Long Jump,Bronze
USA,Maurice Greene,M,30.0,176.0,80.0,Summer,2004,Athletics,Athletics Men's 100 metres,Bronze
TCH,Frantiek Gregor,M,25.0,181.0,80.0,Winter,1964,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
CUB,Elvis Gregory Gil,M,21.0,182.0,82.0,Summer,1992,Fencing,"Fencing Men's Foil, Individual",Bronze
CUB,Elvis Gregory Gil,M,25.0,182.0,82.0,Summer,1996,Fencing,"Fencing Men's Foil, Team",Bronze
USA,Seth Adam Greisinger,M,20.0,193.0,89.0,Summer,1996,Baseball,Baseball Men's Baseball,Bronze
NOR,Hans Magnus Grepperud,M,26.0,195.0,87.0,Summer,1984,Rowing,Rowing Men's Coxless Pairs,Bronze
POL,Jerzy Greszkiewicz,M,26.0,170.0,68.0,Summer,1976,Shooting,"Shooting Mixed Running Target, 50 metres",Bronze
SUI,Damian Grichting,M,28.0,170.0,68.0,Winter,2002,Curling,Curling Men's Curling,Bronze
AUS,Sam Griffiths,M,44.0,171.0,73.0,Summer,2016,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
RUS,Kirill Akopovich Grigoryan,M,24.0,179.0,88.0,Summer,2016,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
USA,Mark R. Grimmette,M,27.0,185.0,90.0,Winter,1998,Luge,Luge Mixed (Men)'s Doubles,Bronze
NOR,Anthon Grimsmo,M,29.0,186.0,74.0,Winter,1998,Curling,Curling Men's Curling,Bronze
GBR,David Allan Grindley,M,19.0,188.0,79.0,Summer,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
NOR,Lars Grini,M,23.0,182.0,78.0,Winter,1968,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
BLR,Aleksey Gennadyevich Grishin,M,22.0,170.0,70.0,Winter,2002,Freestyle Skiing,Freestyle Skiing Men's Aerials,Bronze
URS,Boris Dmitriyevich Grishin,M,26.0,191.0,90.0,Summer,1964,Water Polo,Water Polo Men's Water Polo,Bronze
URS,Yevgeny Borisovich Grishin,M,28.0,189.0,93.0,Summer,1988,Water Polo,Water Polo Men's Water Polo,Bronze
URS,Igor Anatolyevich Grivennikov,M,20.0,198.0,90.0,Summer,1972,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
SUI,Jakob Grob,M,29.0,191.0,85.0,Summer,1968,Rowing,Rowing Men's Coxed Fours,Bronze
FRA,Patrick Groc,M,23.0,183.0,78.0,Summer,1984,Fencing,"Fencing Men's Foil, Team",Bronze
TCH,Zdenk Groessl,M,27.0,189.0,89.0,Summer,1968,Volleyball,Volleyball Men's Volleyball,Bronze
NED,"Hindrik Harmannus Arnoldus ""Henk"" Grol",M,23.0,190.0,100.0,Summer,2008,Judo,Judo Men's Half-Heavyweight,Bronze
NED,"Hindrik Harmannus Arnoldus ""Henk"" Grol",M,27.0,190.0,100.0,Summer,2012,Judo,Judo Men's Half-Heavyweight,Bronze
FIN,Jouni Johannes Grnman,M,22.0,160.0,67.5,Summer,1984,Weightlifting,Weightlifting Men's Lightweight,Bronze
FIN,Tuomas Oskar Grnman,M,23.0,192.0,95.0,Winter,1998,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
FRG,Michael Gro,M,24.0,201.0,88.0,Summer,1988,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
GER,Ricco Gro,M,31.0,179.0,75.0,Winter,2002,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Bronze
FRA,Edgar Alain Grospiron,M,24.0,175.0,80.0,Winter,1994,Freestyle Skiing,Freestyle Skiing Men's Moguls,Bronze
AUT,Bernhard Gruber,M,27.0,185.0,71.0,Winter,2010,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Bronze
AUT,Bernhard Gruber,M,31.0,185.0,71.0,Winter,2014,Nordic Combined,Nordic Combined Men's Team,Bronze
AUT,Michael Gruber,M,22.0,182.0,67.0,Winter,2002,Nordic Combined,Nordic Combined Men's Team,Bronze
ROU,Gheorghe Gruia,M,31.0,192.0,90.0,Summer,1972,Handball,Handball Men's Handball,Bronze
FRA,Gauthier Grumier,M,32.0,188.0,83.0,Summer,2016,Fencing,"Fencing Men's epee, Individual",Bronze
SUI,"Andreas ""Andi"" Grnenfelder",M,27.0,175.0,70.0,Winter,1988,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
MDA,Vitalie Gruac,M,23.0,176.0,72.0,Summer,2000,Boxing,Boxing Men's Welterweight,Bronze
GDR,Stefan Grtzner,M,24.0,179.0,105.0,Summer,1972,Weightlifting,Weightlifting Men's Heavyweight,Bronze
POL,Jzef Grzesiak,M,23.0,182.0,75.0,Summer,1964,Boxing,Boxing Men's Light-Middleweight,Bronze
NOR,Audun Grnvold,M,33.0,186.0,88.0,Winter,2010,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Bronze
KOR,Gu Dae-Seong,M,31.0,183.0,82.0,Summer,2000,Baseball,Baseball Men's Baseball,Bronze
KOR,Gu Ja-Cheol,M,23.0,182.0,83.0,Summer,2012,Football,Football Men's Football,Bronze
ESP,Jorge Guardiola Hay,M,25.0,174.0,84.0,Summer,1988,Shooting,Shooting Mixed Skeet,Bronze
HUN,Gyrgy Guczoghy,M,18.0,171.0,66.0,Summer,1980,Gymnastics,Gymnastics Men's Team All-Around,Bronze
TCH,Leo Gudas,M,26.0,183.0,85.0,Winter,1992,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
FRA,Raoul Pierre Gueguen,M,21.0,172.0,65.0,Summer,1968,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
FRA,Christophe Ren Marcel Gunot,M,29.0,178.0,74.0,Summer,2008,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
FRA,Steeve Franois Fabien Gunot,M,26.0,172.0,66.0,Summer,2012,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
SUI,Steve Guerdat,M,26.0,182.0,70.0,Summer,2008,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
AUS,David Guest,M,26.0,177.0,75.0,Summer,2008,Hockey,Hockey Men's Hockey,Bronze
BRA,Ronaldo Guiaro,M,22.0,186.0,77.0,Summer,1996,Football,Football Men's Football,Bronze
FRA,Pierre Guichot,M,29.0,182.0,70.0,Summer,1992,Fencing,"Fencing Men's Sabre, Team",Bronze
FRA,Lucien Guiguet,M,26.0,177.0,67.0,Summer,1968,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
ESP,Rafael Guijosa Castillo,M,27.0,182.0,78.0,Summer,1996,Handball,Handball Men's Handball,Bronze
ESP,Rafael Guijosa Castillo,M,31.0,182.0,78.0,Summer,2000,Handball,Handball Men's Handball,Bronze
BRA,Leandro Marques Guilheiro,M,21.0,176.0,81.0,Summer,2004,Judo,Judo Men's Lightweight,Bronze
BRA,Leandro Marques Guilheiro,M,24.0,176.0,81.0,Summer,2008,Judo,Judo Men's Lightweight,Bronze
FRA,Sylvain Guillaume,M,29.0,171.0,61.0,Winter,1998,Nordic Combined,Nordic Combined Men's Team,Bronze
ARG,Mario Omar Guilloti Gonzlez,M,22.0,164.0,67.0,Summer,1968,Boxing,Boxing Men's Welterweight,Bronze
BRA,Henrique Carlos Serra Azul Guimares,M,23.0,172.0,66.0,Summer,1996,Judo,Judo Men's Half-Lightweight,Bronze
FRA,"Jacques ""Jack"" Guittet",M,34.0,180.0,65.0,Summer,1964,Fencing,"Fencing Men's epee, Team",Bronze
GDR,Wolfgang Gldenpfennig,M,20.0,182.0,82.0,Summer,1972,Rowing,Rowing Men's Single Sculls,Bronze
RUS,Zafar Safar ogly Guliyev,M,24.0,154.0,48.0,Summer,1996,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze
URS,Vladimir Ilyich Gundartsev,M,23.0,178.0,72.0,Winter,1968,Biathlon,Biathlon Men's 20 kilometres,Bronze
ROU,Roland Gune,M,28.0,197.0,95.0,Summer,1972,Handball,Handball Men's Handball,Bronze
USA,Martin Ingemar Gunnarsson,M,37.0,178.0,86.0,Summer,1964,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze
NOR,Stig-Arne Gunnestad,M,35.0,187.0,78.0,Winter,1998,Curling,Curling Men's Curling,Bronze
FRG,Roland Gnther,M,21.0,179.0,72.0,Summer,1984,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
SUI,Werner Gnthr,M,27.0,200.0,128.0,Summer,1988,Athletics,Athletics Men's Shot Put,Bronze
CHN,Guo Linyao,M,20.0,169.0,60.0,Summer,1992,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
CHN,Guo Wei,M,18.0,177.0,68.0,Winter,2002,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
HUN,Gyrgy Gurics,M,23.0,176.0,87.0,Summer,1952,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
YUG,Milko urovski,M,21.0,178.0,74.0,Summer,1984,Football,Football Men's Football,Bronze
URS,Aleksandr Petrovich Gusev,M,25.0,173.0,74.0,Summer,1980,Hockey,Hockey Men's Hockey,Bronze
URS,Sergey Gusev,M,20.0,183.0,83.0,Summer,1968,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
URS,Eduard Viktorovich Gushchin,M,28.0,192.0,126.0,Summer,1968,Athletics,Athletics Men's Shot Put,Bronze
JPN,Koji Gushiken,M,27.0,162.0,58.0,Summer,1984,Gymnastics,Gymnastics Men's Team All-Around,Bronze
JPN,Koji Gushiken,M,27.0,162.0,58.0,Summer,1984,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
ARG,Juan Pedro Gutirrez Llanas,M,24.0,204.0,112.0,Summer,2008,Basketball,Basketball Men's Basketball,Bronze
ARG,Leonardo Martn Gutirrez,M,30.0,200.0,105.0,Summer,2008,Basketball,Basketball Men's Basketball,Bronze
FRA,Fabrice Jean-Marie Guy,M,29.0,173.0,63.0,Winter,1998,Nordic Combined,Nordic Combined Men's Team,Bronze
URS,Davit Gvantseladze,M,27.0,167.0,73.0,Summer,1964,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
KOR,Gwak Dong-Han,M,24.0,183.0,90.0,Summer,2016,Judo,Judo Men's Middleweight,Bronze
HUN,Dezs Gyarmati,M,32.0,186.0,83.0,Summer,1960,Water Polo,Water Polo Men's Water Polo,Bronze
HUN,Jzsef Gyuricza,M,22.0,175.0,66.0,Summer,1956,Fencing,"Fencing Men's Foil, Team",Bronze
KOR,Ha Tae-Gwon,M,25.0,187.0,87.0,Summer,2000,Badminton,Badminton Men's Doubles,Bronze
SUI,Josef Haas,M,30.0,178.0,71.0,Winter,1968,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
GER,Karl-Friedrich Haas,M,20.0,186.0,72.0,Summer,1952,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
FIN,Arvo Jaakko Haavisto,M,24.0,172.0,70.0,Summer,1924,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
URS,Bruno Habrovs,M,21.0,182.0,78.0,Summer,1960,Fencing,"Fencing Men's epee, Individual",Bronze
URS,Bruno Habrovs,M,21.0,182.0,78.0,Summer,1960,Fencing,"Fencing Men's epee, Team",Bronze
GDR,Heiko Habermann,M,25.0,194.0,87.0,Summer,1988,Rowing,Rowing Men's Quadruple Sculls,Bronze
GER,Marcel Hacker,M,23.0,196.0,101.0,Summer,2000,Rowing,Rowing Men's Single Sculls,Bronze
AUS,Grant George Hackett,M,28.0,198.0,96.0,Summer,2008,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
AUT,Michael Florian Hadschieff,M,24.0,185.0,75.0,Winter,1988,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
YUG,Sabit Hadi,M,26.0,188.0,78.0,Summer,1984,Basketball,Basketball Men's Basketball,Bronze
AUS,Toby Christian Haenen,M,22.0,191.0,84.0,Summer,1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
GER,Kai Hfner,M,27.0,192.0,95.0,Summer,2016,Handball,Handball Men's Handball,Bronze
GDR,Reinhard Hfner,M,20.0,174.0,62.0,Summer,1972,Football,Football Men's Football,Bronze
JPN,Ryunosuke Haga,M,25.0,186.0,100.0,Summer,2016,Judo,Judo Men's Half-Heavyweight,Bronze
GER,Erich Walter Hagen,M,19.0,174.0,74.0,Summer,1956,Cycling,"Cycling Men's Road Race, Team",Bronze
GER,Axel Hager,M,31.0,202.0,97.0,Summer,2000,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
AUS,"Marcus William ""Mark"" Hager",M,32.0,180.0,74.0,Summer,1996,Hockey,Hockey Men's Hockey,Bronze
USA,"Joseph ""Joey"" Hagerty",M,26.0,163.0,61.0,Summer,2008,Gymnastics,Gymnastics Men's Team All-Around,Bronze
JPN,Kosuke Hagino,M,17.0,177.0,71.0,Summer,2012,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
JPN,Kosuke Hagino,M,21.0,177.0,71.0,Summer,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
FIN,Niklas Hagman,M,30.0,183.0,92.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
GER,Andreas Hajek,M,32.0,195.0,100.0,Summer,2000,Rowing,Rowing Men's Quadruple Sculls,Bronze
FIN,Henri Hkkinen,M,28.0,189.0,86.0,Summer,2008,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
FIN,Veikko Johannes Hakulinen,M,35.0,173.0,66.0,Winter,1960,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
USA,"Gary Wayne Hall, Sr.",M,24.0,186.0,74.0,Summer,1976,Swimming,Swimming Men's 100 metres Butterfly,Bronze
CAN,Thomas Hall,M,26.0,182.0,82.0,Summer,2008,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
USA,"Gary Wayne Hall, Jr.",M,25.0,198.0,99.0,Summer,2000,Swimming,Swimming Men's 100 metres Freestyle,Bronze
USA,"Gary Wayne Hall, Jr.",M,29.0,198.0,99.0,Summer,2004,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
GBR,Ian Hallam,M,23.0,193.0,71.0,Summer,1972,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
GBR,Ian Hallam,M,27.0,193.0,71.0,Summer,1976,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
GBR,Steven Leslie Hallard,M,23.0,188.0,84.0,Summer,1988,Archery,Archery Men's Team,Bronze
GBR,Steven Leslie Hallard,M,27.0,188.0,84.0,Summer,1992,Archery,Archery Men's Team,Bronze
GBR,Norman Frederick Hallows,M,21.0,175.0,60.0,Summer,1908,Athletics,"Athletics Men's 1,500 metres",Bronze
USA,"Robert Sherman ""Bob"" Halperin",M,52.0,183.0,93.0,Summer,1960,Sailing,Sailing Mixed Two Person Keelboat,Bronze
NOR,Arne Halse,M,20.0,172.0,80.0,Summer,1908,Athletics,"Athletics Men's Javelin Throw, Freestyle",Bronze
