NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
ITA,Enrico Garozzo,M,27.0,190.0,70.0,Summer,2016,Fencing,"Fencing Men's epee, Team",Silver
ESP,Rafael Garralda Garre,M,24.0,180.0,80.0,Summer,1980,Hockey,Hockey Men's Hockey,Silver
USA,"John Carlyle ""Johnny"" Garrels",M,22.0,185.0,89.0,Summer,1908,Athletics,Athletics Men's 110 metres Hurdles,Silver
USA,"Robert ""Bob"" Garrett",M,20.0,188.0,81.0,Summer,1896,Athletics,Athletics Men's High Jump,Silver
USA,"Robert ""Bob"" Garrett",M,20.0,188.0,81.0,Summer,1896,Athletics,Athletics Men's Long Jump,Silver
USA,Zach Garrett,M,21.0,178.0,64.0,Summer,2016,Archery,Archery Men's Team,Silver
ITA,Luca Garri,M,22.0,204.0,102.0,Summer,2004,Basketball,Basketball Men's Basketball,Silver
USA,"Thomas Irvin ""Tom"" Garrigus",M,21.0,184.0,77.0,Summer,1968,Shooting,Shooting Mixed Trap,Silver
USA,"John Bright ""Jack"" Garrison",M,22.0,185.0,74.0,Winter,1932,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
ESP,Rodrigo Garza Barbero,M,28.0,182.0,76.0,Summer,2008,Hockey,Hockey Men's Hockey,Silver
ESP,Marc Gasol Sez,M,23.0,213.0,122.0,Summer,2008,Basketball,Basketball Men's Basketball,Silver
ESP,Marc Gasol Sez,M,27.0,213.0,122.0,Summer,2012,Basketball,Basketball Men's Basketball,Silver
ESP,Pau Gasol Sez,M,28.0,215.0,115.0,Summer,2008,Basketball,Basketball Men's Basketball,Silver
ESP,Pau Gasol Sez,M,32.0,215.0,115.0,Summer,2012,Basketball,Basketball Men's Basketball,Silver
URS,Rodion Aksanovich Gataullin,M,22.0,189.0,83.0,Summer,1988,Athletics,Athletics Men's Pole Vault,Silver
AUS,"Terrence Steven ""Terry"" Gathercole",M,24.0,177.0,76.0,Summer,1960,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
FRA,Jean-Philippe Gatien,M,23.0,178.0,73.0,Summer,1992,Table Tennis,Table Tennis Men's Singles,Silver
USA,Justin Alexander Gatlin,M,22.0,186.0,80.0,Summer,2004,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
USA,Justin Alexander Gatlin,M,34.0,186.0,80.0,Summer,2016,Athletics,Athletics Men's 100 metres,Silver
USA,Jason Gatson,M,24.0,165.0,72.0,Summer,2004,Gymnastics,Gymnastics Men's Team All-Around,Silver
ROU,Cristian Gau,M,30.0,178.0,75.0,Summer,1976,Handball,Handball Men's Handball,Silver
MEX,Juan lvaro Jos Gaxiola Robles,M,31.0,171.0,61.0,Summer,1968,Diving,Diving Men's Platform,Silver
RUS,Gaydarbek Abdulayevich Gaydarbekov,M,23.0,183.0,75.0,Summer,2000,Boxing,Boxing Men's Middleweight,Silver
BUL,Milko Gaydarski,M,22.0,180.0,72.0,Summer,1968,Football,Football Men's Football,Silver
USA,"Mitchell Jay ""Mitch"" Gaylord",M,23.0,174.0,68.0,Summer,1984,Gymnastics,Gymnastics Men's Horse Vault,Silver
ROU,Ion Geant,M,20.0,191.0,85.0,Summer,1980,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
USA,"Michael William ""Mike"" Gebhardt",M,26.0,170.0,67.0,Summer,1992,Sailing,Sailing Men's Windsurfer,Silver
ETH,Dejen Gebremeskel,M,22.0,180.0,58.0,Summer,2012,Athletics,"Athletics Men's 5,000 metres",Silver
HUN,Istvn Gczi,M,28.0,183.0,82.0,Summer,1972,Football,Football Men's Football,Silver
RUS,Aniuar Borisovich Geduyev,M,29.0,173.0,74.0,Summer,2016,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
ISL,Logi Eldon Geirsson,M,25.0,190.0,90.0,Summer,2008,Handball,Handball Men's Handball,Silver
TCH,Jn Geleta,M,21.0,171.0,69.0,Summer,1964,Football,Football Men's Football,Silver
GDR,Manfred Gelpke,M,28.0,188.0,84.0,Summer,1968,Rowing,Rowing Men's Coxed Fours,Silver
TUR,Necmi Genalp,M,28.0,179.0,82.0,Summer,1988,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
ITA,Pietro Generali,M,21.0,205.0,100.0,Summer,1980,Basketball,Basketball Men's Basketball,Silver
USA,"Robert Steven ""Steve"" Genter",M,21.0,196.0,84.0,Summer,1972,Swimming,Swimming Men's 200 metres Freestyle,Silver
USA,"Robert Steven ""Steve"" Genter",M,21.0,196.0,84.0,Summer,1972,Swimming,Swimming Men's 400 metres Freestyle,Silver
SWE,Hans Peter Ludvig Gentzel,M,31.0,199.0,100.0,Summer,2000,Handball,Handball Men's Handball,Silver
GRE,Nikolaos P. Georgantas,M,26.0,185.0,81.0,Summer,1906,Athletics,Athletics Men's Discus Throw,Silver
GRE,Nikolaos P. Georgantas,M,26.0,185.0,81.0,Summer,1906,Athletics,"Athletics Men's Discus Throw, Greek Style",Silver
USA,"James D. ""Jim"" George",M,25.0,178.0,82.0,Summer,1960,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
USA,"Peter T. ""Pete"" George",M,19.0,172.0,74.0,Summer,1948,Weightlifting,Weightlifting Men's Middleweight,Silver
USA,"Peter T. ""Pete"" George",M,27.0,172.0,74.0,Summer,1956,Weightlifting,Weightlifting Men's Middleweight,Silver
BUL,Ivaylo Nikolov Georgiev,M,25.0,175.0,75.0,Summer,1968,Football,Football Men's Football,Silver
YUG,Blagoja Georgievski,M,25.0,183.0,86.0,Summer,1976,Basketball,Basketball Men's Basketball,Silver
BRA,Geovani Faria da Silva,M,24.0,169.0,69.0,Summer,1988,Football,Football Men's Football,Silver
USA,"George Pierce ""Gerry"" Geran",M,23.0,175.0,82.0,Summer,1920,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
FRA,Vincent Grard,M,29.0,189.0,100.0,Summer,2016,Handball,Handball Men's Handball,Silver
RUS,Aleksandr Georgiyevich Gerasimov,M,25.0,201.0,92.0,Summer,2000,Volleyball,Volleyball Men's Volleyball,Silver
HUN,Aladr Gerevich (-Gerei),M,42.0,177.0,78.0,Summer,1952,Fencing,"Fencing Men's Sabre, Individual",Silver
GDR,Hans-Jrgen Gerhardt,M,25.0,185.0,82.0,Winter,1980,Bobsleigh,Bobsleigh Men's Two,Silver
FRA,Gilbert Antonin Jules Claude Marie Grints,M,21.0,180.0,86.0,Summer,1924,Rugby,Rugby Men's Rugby,Silver
AUT,Andreas Geritzer,M,26.0,182.0,82.0,Summer,2004,Sailing,Sailing Mixed One Person Dinghy,Silver
GDR,Bernhard Germeshausen,M,28.0,185.0,92.0,Winter,1980,Bobsleigh,Bobsleigh Men's Two,Silver
BUL,Atanas Ivanov Gerov,M,23.0,175.0,71.0,Summer,1968,Football,Football Men's Football,Silver
BUL,Rangel Ivanov Gerovski,M,29.0,180.0,130.0,Summer,1988,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
FRG,Thomas Gerull,M,26.0,176.0,70.0,Summer,1988,Fencing,"Fencing Men's epee, Team",Silver
GDR,Hans-Jrgen Geschke,M,29.0,168.0,70.0,Summer,1972,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
POL,Dariusz Jan Gsior,M,22.0,188.0,78.0,Summer,1992,Football,Football Men's Football,Silver
BUL,Valentin Dochev Getsov,M,25.0,169.0,68.0,Summer,1992,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
NED,"Antonius Johannes ""Toon"" Geurts",M,32.0,182.0,83.0,Summer,1964,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
FRG,Matthias Gey,M,24.0,187.0,79.0,Summer,1984,Fencing,"Fencing Men's Foil, Team",Silver
FRG,Matthias Gey,M,28.0,187.0,79.0,Summer,1988,Fencing,"Fencing Men's Foil, Team",Silver
FRA,Arnaud Pascal Geyre,M,21.0,182.0,66.0,Summer,1956,Cycling,"Cycling Men's Road Race, Individual",Silver
USA,"Siamak ""Matt"" Ghaffari",M,34.0,193.0,130.0,Summer,1996,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
MAR,Jaouad Gharib,M,36.0,176.0,66.0,Summer,2008,Athletics,Athletics Men's Marathon,Silver
IRI,Komeil Nemat Ghasemi,M,28.0,186.0,115.0,Summer,2016,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
ROU,Marin Gheorghe,M,29.0,160.0,51.0,Summer,1988,Rowing,Rowing Men's Coxed Fours,Silver
ROU,Marin Gheorghe,M,32.0,160.0,51.0,Summer,1992,Rowing,Rowing Men's Coxed Eights,Silver
ITA,Alessandro Ghibellini,M,28.0,182.0,75.0,Summer,1976,Water Polo,Water Polo Men's Water Polo,Silver
ITA,Massimo Giacoppo,M,29.0,184.0,90.0,Summer,2012,Water Polo,Water Polo Men's Water Polo,Silver
ITA,Andrea Giani,M,26.0,196.0,97.0,Summer,1996,Volleyball,Volleyball Men's Volleyball,Silver
ITA,Andrea Giani,M,34.0,196.0,97.0,Summer,2004,Volleyball,Volleyball Men's Volleyball,Silver
ITA,Simone Giannelli,M,19.0,198.0,92.0,Summer,2016,Volleyball,Volleyball Men's Volleyball,Silver
GRE,"Spyridon ""Spyros"" Gianniotis",M,36.0,185.0,78.0,Summer,2016,Swimming,Swimming Men's 10 kilometres Open Water,Silver
BRA,"Gilberto Amauri ""Giba"" de Godoy Filho",M,31.0,192.0,85.0,Summer,2008,Volleyball,Volleyball Men's Volleyball,Silver
BRA,"Gilberto Amauri ""Giba"" de Godoy Filho",M,35.0,192.0,85.0,Summer,2012,Volleyball,Volleyball Men's Volleyball,Silver
USA,"Gregory P. ""Greg"" Gibson",M,30.0,190.0,100.0,Summer,1984,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
CAN,"Robert Michael ""Rob"" Gibson",M,26.0,195.0,101.0,Summer,2012,Rowing,Rowing Men's Coxed Eights,Silver
HUN,Csaba Giczy,M,23.0,179.0,75.0,Summer,1968,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
GER,Dieter Gieseler,M,19.0,184.0,74.0,Summer,1960,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
USA,Merritt Hayward Giffin,M,20.0,186.0,84.0,Summer,1908,Athletics,Athletics Men's Discus Throw,Silver
SUI,Daniel Giger,M,22.0,186.0,75.0,Summer,1972,Fencing,"Fencing Men's epee, Team",Silver
PER,"Juan Jorge Giha Yarur, Jr.",M,37.0,171.0,94.0,Summer,1992,Shooting,Shooting Mixed Skeet,Silver
ITA,Enrico Gilardi,M,23.0,193.0,94.0,Summer,1980,Basketball,Basketball Men's Basketball,Silver
CAN,"Curtis Jon ""Curt"" Giles",M,33.0,175.0,86.0,Winter,1992,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
CAN,Nicolas Gill,M,28.0,185.0,105.0,Summer,2000,Judo,Judo Men's Half-Heavyweight,Silver
GER,Christian Gille,M,32.0,184.0,92.0,Summer,2008,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
GBR,"Nicholas ""Nick"" Gillingham",M,21.0,183.0,72.0,Summer,1988,Swimming,Swimming Men's 200 metres Breaststroke,Silver
BRA,Gilmar Lus Rinaldi,M,25.0,185.0,82.0,Summer,1984,Football,Football Men's Football,Silver
BEL,Matthew Gilmore,M,28.0,178.0,67.0,Summer,2000,Cycling,Cycling Men's Madison,Silver
FRA,Fabien Pierre Aurlien Dominique Gilot,M,24.0,193.0,85.0,Summer,2008,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
FRA,Fabien Pierre Aurlien Dominique Gilot,M,32.0,193.0,85.0,Summer,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
PAR,Pablo Jnior Gimnez,M,23.0,177.0,75.0,Summer,2004,Football,Football Men's Football,Silver
ROU,Nicu Ging,M,23.0,158.0,55.0,Summer,1976,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
AUS,Drew Cameron Ginn,M,37.0,195.0,85.0,Summer,2012,Rowing,Rowing Men's Coxless Fours,Silver
GER,Matthias Lukas Ginter,M,22.0,190.0,88.0,Summer,2016,Football,Football Men's Football,Silver
ITA,Alex Giorgetti,M,24.0,187.0,78.0,Summer,2012,Water Polo,Water Polo Men's Water Polo,Silver
ITA,Girolamo Giovinazzo,M,27.0,170.0,63.0,Summer,1996,Judo,Judo Men's Extra-Lightweight,Silver
LUX,Marc Girardelli,M,28.0,178.0,82.0,Winter,1992,Alpine Skiing,Alpine Skiing Men's Super G,Silver
LUX,Marc Girardelli,M,28.0,178.0,82.0,Winter,1992,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
AUS,Cameron Girdlestone,M,28.0,190.0,92.0,Summer,2016,Rowing,Rowing Men's Quadruple Sculls,Silver
MEX,Carlos Armando Girn Gutirrez,M,25.0,174.0,75.0,Summer,1980,Diving,Diving Men's Springboard,Silver
RUS,Arsen Idrisovich Gitinov,M,23.0,170.0,74.0,Summer,2000,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
ITA,Niccol Gitto,M,25.0,190.0,90.0,Summer,2012,Water Polo,Water Polo Men's Water Polo,Silver
UZB,Shakhram Dzhamshedovich Giyasov,M,23.0,174.0,69.0,Summer,2016,Boxing,Boxing Men's Welterweight,Silver
NOR,Egil Gjelland,M,24.0,186.0,80.0,Winter,1998,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
FRG,Klaus Glahn,M,30.0,187.0,101.0,Summer,1972,Judo,Judo Men's Heavyweight,Silver
GBR,"Jonathan ""Joe"" Glanfield",M,25.0,183.0,70.0,Summer,2004,Sailing,Sailing Men's Two Person Dinghy,Silver
GBR,"Jonathan ""Joe"" Glanfield",M,29.0,183.0,70.0,Summer,2008,Sailing,Sailing Men's Two Person Dinghy,Silver
SUI,Fredy Glanzmann,M,24.0,169.0,63.0,Winter,1988,Nordic Combined,Nordic Combined Men's Team,Silver
USA,Jay Glaser,M,31.0,178.0,70.0,Summer,1984,Sailing,Sailing Mixed Multihull,Silver
USA,"Walter Merrill Glasgow, Jr.",M,19.0,183.0,80.0,Summer,1976,Sailing,Sailing Mixed Three Person Keelboat,Silver
ROU,Marcel Glvan,M,21.0,179.0,80.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
USA,"Timothy Patrick ""Tim"" Gleason",M,27.0,183.0,99.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
AUS,Brian Alan Glencross,M,27.0,175.0,79.0,Summer,1968,Hockey,Hockey Men's Hockey,Silver
USA,Dean William Glenesk,M,26.0,178.0,71.0,Summer,1984,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
POL,Andrzej Gb,M,21.0,158.0,51.0,Summer,1988,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
GER,Serge David Gnabry,M,21.0,173.0,74.0,Summer,2016,Football,Football Men's Football,Silver
KOR,Go Seok-Chang,M,25.0,187.0,82.0,Summer,1988,Handball,Handball Men's Handball,Silver
BEL,Sbastien Godefroid,M,25.0,183.0,88.0,Summer,1996,Sailing,Sailing Men's One Person Dinghy,Silver
USA,John Carl Godina,M,24.0,193.0,129.0,Summer,1996,Athletics,Athletics Men's Shot Put,Silver
URS,Leri Gogoladze,M,22.0,185.0,87.0,Summer,1960,Water Polo,Water Polo Men's Water Polo,Silver
MAS,Goh V Shem,M,27.0,180.0,70.0,Summer,2016,Badminton,Badminton Men's Doubles,Silver
USA,"Francis Xavier ""Moose"" Goheen",M,26.0,183.0,99.0,Summer,1920,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
GDR,Roland Ghler,M,25.0,191.0,84.0,Summer,1968,Rowing,Rowing Men's Coxed Fours,Silver
SCG,Vladimir Gojkovi,M,23.0,188.0,92.0,Summer,2004,Water Polo,Water Polo Men's Water Polo,Silver
USA,Scott Daniel Goldblatt,M,21.0,187.0,77.0,Summer,2000,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
AUS,"Douglas James ""Doug"" Golder",M,28.0,167.0,60.0,Summer,1976,Hockey,Hockey Men's Hockey,Silver
DEN,Anders Christian Golding,M,28.0,186.0,95.0,Summer,2012,Shooting,Shooting Men's Skeet,Silver
TCH,Bohumil Golian,M,33.0,175.0,72.0,Summer,1964,Volleyball,Volleyball Men's Volleyball,Silver
URS,Aleksandr Nikolayevich Golikov,M,27.0,180.0,79.0,Winter,1980,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
URS,Vladimir Nikolayevich Golikov,M,25.0,183.0,84.0,Winter,1980,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
TCH,Jozef Golonka,M,30.0,174.0,75.0,Winter,1968,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
KAZ,Gennady Gennadyevich Golovkin,M,22.0,180.0,75.0,Summer,2004,Boxing,Boxing Men's Middleweight,Silver
FRG,Rolf Glz,M,21.0,176.0,67.0,Summer,1984,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
ESP,Francisco Javier Gmez Noya,M,29.0,178.0,69.0,Summer,2012,Triathlon,Triathlon Men's Olympic Distance,Silver
ESP,Salvador Emilio Gmez Agera,M,24.0,194.0,96.0,Summer,1992,Water Polo,Water Polo Men's Water Polo,Silver
CUB,Yasser Richard Gmez Soto,M,20.0,175.0,77.0,Summer,2000,Baseball,Baseball Men's Baseball,Silver
RUS,Sergey Viktorovich Gonchar,M,23.0,188.0,93.0,Winter,1998,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
ITA,Tullio Gonnelli,M,23.0,184.0,78.0,Summer,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
FRA,Joseph Franois Gonzales,M,23.0,173.0,71.0,Summer,1964,Boxing,Boxing Men's Light-Middleweight,Silver
ESP,Antonio Gonzlez Izquierdo,M,26.0,175.0,75.0,Summer,1996,Hockey,Hockey Men's Hockey,Silver
CUB,Asley Gonzlez Montero,M,22.0,179.0,90.0,Summer,2012,Judo,Judo Men's Middleweight,Silver
CHI,Fernando Francisco Gonzlez Ciuffardi,M,28.0,182.0,82.0,Summer,2008,Tennis,Tennis Men's Singles,Silver
PAR,Julio Valentn Gonzlez Ferreira,M,22.0,191.0,83.0,Summer,2004,Football,Football Men's Football,Silver
ESP,Marco Antonio Gonzlez Junquera,M,26.0,177.0,75.0,Summer,1992,Water Polo,Water Polo Men's Water Polo,Silver
CUB,Norberto Gonzlez Miranda,M,28.0,184.0,79.0,Summer,2008,Baseball,Baseball Men's Baseball,Silver
AUS,Paul Gonzalez,M,35.0,186.0,86.0,Summer,2004,Baseball,Baseball Men's Baseball,Silver
MEX,Ral Gonzlez Rodrguez,M,32.0,175.0,64.0,Summer,1984,Athletics,Athletics Men's 20 kilometres Walk,Silver
CUB,Ral Gonzlez Snchez,M,25.0,153.0,51.0,Summer,1992,Boxing,Boxing Men's Flyweight,Silver
SUI,Ernst Good,M,26.0,175.0,72.0,Winter,1976,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
GBR,Michael Goodfellow,M,25.0,184.0,88.0,Winter,2014,Curling,Curling Men's Curling,Silver
YUG,Zoran Gopevi,M,25.0,196.0,95.0,Summer,1980,Water Polo,Water Polo Men's Water Polo,Silver
BUL,Kamen Lozanov Goranov,M,28.0,182.0,98.0,Summer,1976,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
USA,Fortune Everett Gordien,M,34.0,184.0,104.0,Summer,1956,Athletics,Athletics Men's Discus Throw,Silver
AUS,Alastair Gordon,M,23.0,193.0,91.0,Summer,2000,Rowing,Rowing Men's Coxed Eights,Silver
URS,Aleksandr Yudayevich Gorelik,M,22.0,183.0,82.0,Winter,1968,Figure Skating,Figure Skating Mixed Pairs,Silver
GER,Leon Goretzka,M,21.0,189.0,79.0,Summer,2016,Football,Football Men's Football,Silver
HUN,Istvn Grgnyi,M,25.0,187.0,84.0,Summer,1972,Water Polo,Water Polo Men's Water Polo,Silver
POL,Jerzy Pawe Gorgo,M,27.0,187.0,88.0,Summer,1976,Football,Football Men's Football,Silver
USA,"Francis Xavier ""Frank"" Gorman",M,26.0,178.0,70.0,Summer,1964,Diving,Diving Men's Springboard,Silver
ARG,Reinaldo Berto Gorno,M,33.0,170.0,63.0,Summer,1952,Athletics,Athletics Men's Marathon,Silver
ESP,Antonio Gorostegui Ceballos,M,22.0,180.0,70.0,Summer,1976,Sailing,Sailing Mixed Two Person Dinghy,Silver
RUS,Dmitry Georgiyevich Gorshkov,M,33.0,180.0,94.0,Summer,2000,Water Polo,Water Polo Men's Water Polo,Silver
URS,Vladimir Mikhaylovich Goryayev,M,21.0,182.0,78.0,Summer,1960,Athletics,Athletics Men's Triple Jump,Silver
RUS,Valery Leonidovich Goryushev,M,27.0,198.0,89.0,Summer,2000,Volleyball,Volleyball Men's Volleyball,Silver
AUS,Richard Kevan Gosper,M,22.0,188.0,77.0,Summer,1956,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
CAN,"Donald Alexander ""Sandy"" Goss",M,17.0,193.0,89.0,Summer,1984,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
CAN,"Donald Alexander ""Sandy"" Goss",M,21.0,193.0,89.0,Summer,1988,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
FRA,Raoul Got,M,23.0,165.0,69.0,Summer,1924,Rugby,Rugby Men's Rugby,Silver
SUI,Reto Gtschi,M,28.0,181.0,92.0,Winter,1994,Bobsleigh,Bobsleigh Men's Two,Silver
AUT,Felix Gottwald,M,30.0,179.0,68.0,Winter,2006,Nordic Combined,Nordic Combined Men's Individual,Silver
IRI,Sadegh Goudarzi,M,24.0,179.0,74.0,Summer,2012,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
BEL,Simon Gougnard,M,25.0,187.0,84.0,Summer,2016,Hockey,Hockey Men's Hockey,Silver
FRA,Matthieu Roger Jean Gourdain,M,26.0,179.0,77.0,Summer,2000,Fencing,"Fencing Men's Sabre, Individual",Silver
FRA,Matthieu Roger Jean Gourdain,M,26.0,179.0,77.0,Summer,2000,Fencing,"Fencing Men's Sabre, Team",Silver
USA,"Edward Orval ""Ned"" Gourdin",M,26.0,183.0,79.0,Summer,1924,Athletics,Athletics Men's Long Jump,Silver
USA,Meredith Charles Gourdine (Gouardino-),M,22.0,183.0,76.0,Summer,1952,Athletics,Athletics Men's Long Jump,Silver
CUB,Yulieski Gourriel Castillo,M,24.0,180.0,74.0,Summer,2008,Baseball,Baseball Men's Baseball,Silver
URS,Boris Abramovich Goykhman,M,41.0,182.0,83.0,Summer,1960,Water Polo,Water Polo Men's Water Polo,Silver
ROU,Mircea Grabovschi,M,23.0,196.0,92.0,Summer,1976,Handball,Handball Men's Handball,Silver
GDR,Detlev Grabs,M,19.0,183.0,76.0,Summer,1980,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
URS,Rafael Davidovich Grach,M,23.0,173.0,73.0,Winter,1956,Speed Skating,Speed Skating Men's 500 metres,Silver
USA,"Samuel Louis ""Sam"" Graddy, III",M,20.0,178.0,70.0,Summer,1984,Athletics,Athletics Men's 100 metres,Silver
BRA,Torben Schmidt Grael,M,24.0,185.0,88.0,Summer,1984,Sailing,Sailing Mixed Three Person Keelboat,Silver
USA,Glenn Graham,M,20.0,180.0,68.0,Summer,1924,Athletics,Athletics Men's Pole Vault,Silver
GBR,"Timothy Joseph Michael ""Tim"" Graham",M,25.0,178.0,65.0,Summer,1964,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
JAM,Trevor Graham,M,24.0,182.0,71.0,Summer,1988,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
JAM,Winthrop Graham,M,22.0,178.0,72.0,Summer,1988,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
JAM,Winthrop Graham,M,26.0,178.0,72.0,Summer,1992,Athletics,Athletics Men's 400 metres Hurdles,Silver
FRA,Herv Granger-Veyron,M,26.0,175.0,70.0,Summer,1984,Fencing,"Fencing Men's Sabre, Team",Silver
ITA,Pasquale Gravina,M,26.0,201.0,104.0,Summer,1996,Volleyball,Volleyball Men's Volleyball,Silver
USA,John Joseph Gray,M,29.0,170.0,57.0,Summer,1924,Athletics,"Athletics Men's Cross-Country, Team",Silver
FRA,Mathieu Grbille,M,24.0,198.0,100.0,Summer,2016,Handball,Handball Men's Handball,Silver
USA,"Franklin Crawford ""Frank"" Green",M,31.0,170.0,82.0,Summer,1964,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver
USA,Maurice Greene,M,30.0,176.0,80.0,Summer,2004,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
USA,"Steven Garrett ""Steve"" Gregg",M,20.0,193.0,84.0,Summer,1976,Swimming,Swimming Men's 200 metres Butterfly,Silver
GER,Horst-Gnter Gregor,M,26.0,189.0,70.0,Summer,1964,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
GER,Horst-Gnter Gregor,M,26.0,189.0,70.0,Summer,1964,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
GDR,Horst-Gnter Gregor,M,30.0,189.0,70.0,Summer,1968,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
CUB,Elvis Gregory Gil,M,21.0,182.0,82.0,Summer,1992,Fencing,"Fencing Men's Foil, Team",Silver
CRO,Alan Gregov,M,22.0,190.0,87.0,Summer,1992,Basketball,Basketball Men's Basketball,Silver
USA,"Matthew ""Matt"" Grevers",M,23.0,203.0,105.0,Summer,2008,Swimming,Swimming Men's 100 metres Backstroke,Silver
USA,"Matthew ""Matt"" Grevers",M,27.0,203.0,105.0,Summer,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
FRG,Joachim Griese,M,31.0,180.0,75.0,Summer,1984,Sailing,Sailing Mixed Two Person Keelboat,Silver
URS,Yury Nikolayevich Grigorovsky,M,21.0,178.0,83.0,Summer,1960,Water Polo,Water Polo Men's Water Polo,Silver
URS,Yury Nikolayevich Grigorovsky,M,29.0,178.0,83.0,Summer,1968,Water Polo,Water Polo Men's Water Polo,Silver
RUS,Vladimir Viktorovich Grigoryev,M,31.0,178.0,83.0,Winter,2014,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
DEN,Torben Risgaard Grimmel,M,24.0,182.0,90.0,Summer,2000,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
USA,Mark R. Grimmette,M,31.0,185.0,90.0,Winter,2002,Luge,Luge Mixed (Men)'s Doubles,Silver
URS,Boris Dmitriyevich Grishin,M,30.0,191.0,90.0,Summer,1968,Water Polo,Water Polo Men's Water Polo,Silver
URS,Yevgeny Romanovich Grishin,M,32.0,174.0,78.0,Winter,1964,Speed Skating,Speed Skating Men's 500 metres,Silver
LTU,Mindaugas Grikonis,M,30.0,190.0,92.0,Summer,2016,Rowing,Rowing Men's Double Sculls,Silver
RUS,Eduard Vyacheslavovich Gritsun,M,20.0,179.0,72.0,Summer,1996,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
URS,Igor Anatolyevich Grivennikov,M,20.0,198.0,90.0,Summer,1972,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
ROU,Vasile Groap,M,29.0,175.0,100.0,Summer,1984,Weightlifting,Weightlifting Men's Heavyweight I,Silver
GER,Hans Grodotzki,M,24.0,175.0,65.0,Summer,1960,Athletics,"Athletics Men's 5,000 metres",Silver
GER,Hans Grodotzki,M,24.0,175.0,65.0,Summer,1960,Athletics,"Athletics Men's 10,000 metres",Silver
FRG,Bernd Grne,M,25.0,196.0,85.0,Summer,1988,Cycling,"Cycling Men's Road Race, Individual",Silver
