NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
SWE,Edy Sixten Jernberg,M,26.0,177.0,72.0,Winter,1956,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver
SWE,Edy Sixten Jernberg,M,31.0,177.0,72.0,Winter,1960,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
SWE,Eric Gsta Magnus Jernemyr,M,36.0,200.0,113.0,Summer,2012,Handball,Handball Men's Handball,Silver
SWE,Gunnar Jervill,M,26.0,174.0,70.0,Summer,1972,Archery,Archery Men's Individual,Silver
NOR,Erling Jevne,M,31.0,186.0,80.0,Winter,1998,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver
YUG,Zdravko Jei,M,20.0,182.0,91.0,Summer,1952,Water Polo,Water Polo Men's Water Polo,Silver
YUG,Zdravko Jei,M,25.0,182.0,91.0,Summer,1956,Water Polo,Water Polo Men's Water Polo,Silver
KOR,Ji Seong-Hwan,M,25.0,184.0,80.0,Summer,2000,Hockey,Hockey Men's Hockey,Silver
KOR,Ji Yong-Ju,M,19.0,158.0,48.0,Summer,1968,Boxing,Boxing Men's Light-Flyweight,Silver
MGL,Jigjidiin Mnkhbat,M,27.0,175.0,90.0,Summer,1968,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
ESP,Andrs Jimnez Fernndez,M,22.0,205.0,91.0,Summer,1984,Basketball,Basketball Men's Basketball,Silver
ESP,Carlos Jimnez Snchez,M,32.0,201.0,100.0,Summer,2008,Basketball,Basketball Men's Basketball,Silver
ESP,Juan Antonio Jimnez Cobo,M,45.0,178.0,70.0,Summer,2004,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
KOR,Jin Jong-O,M,24.0,175.0,78.0,Summer,2004,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver
KOR,Jin Jong-O,M,28.0,175.0,78.0,Summer,2008,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver
KEN,"Benjamin Wabura ""Ben"" Jipcho",M,29.0,170.0,71.0,Summer,1972,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
TCH,Jaroslav Jik,M,28.0,170.0,78.0,Winter,1968,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
CZE,David Jirka,M,22.0,190.0,90.0,Summer,2004,Rowing,Rowing Men's Quadruple Sculls,Silver
KOR,Jo In-Cheol,M,24.0,180.0,81.0,Summer,2000,Judo,Judo Men's Half-Middleweight,Silver
BRA,"Srgio Lus ""Joo Paulo"" Donizetti",M,24.0,170.0,74.0,Summer,1988,Football,Football Men's Football,Silver
GDR,Rolf Jobst,M,21.0,190.0,83.0,Summer,1972,Rowing,Rowing Men's Coxed Fours,Silver
GER,Eric Johannesen,M,28.0,193.0,100.0,Summer,2016,Rowing,Rowing Men's Coxed Eights,Silver
NOR,Knut Johannesen,M,22.0,183.0,85.0,Winter,1956,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
NOR,Knut Johannesen,M,26.0,183.0,85.0,Winter,1960,Speed Skating,"Speed Skating Men's 5,000 metres",Silver
SWE,Carl August Hjalmar Johansson,M,38.0,170.0,76.0,Summer,1912,Diving,Diving Men's Plain High,Silver
SWE,Kent-Olle Tommy Johansson,M,23.0,164.0,62.0,Summer,1984,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
SWE,Rolf Lennart Johansson,M,22.0,188.0,87.0,Winter,1964,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
SWE,Lars Marcus Johansson,M,23.0,180.0,86.0,Winter,2014,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
SWE,Nils-Rune Tommy Johansson,M,25.0,180.0,70.0,Winter,1964,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
SWE,Sven Olof Gunnar Johansson (-Tumba),M,32.0,188.0,81.0,Winter,1964,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
SWE,Karl Thomas Conny Johansson,M,33.0,175.0,80.0,Summer,2008,Tennis,Tennis Men's Doubles,Silver
SWE,Karl Tomas Ingemar Johansson,M,30.0,194.0,130.0,Summer,1992,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
USA,Carl Edward Johnson,M,21.0,175.0,61.0,Summer,1920,Athletics,Athletics Men's Long Jump,Silver
GBR,Derek James Neville Johnson,M,23.0,176.0,66.0,Summer,1956,Athletics,Athletics Men's 800 metres,Silver
USA,Robert Earl Johnson,M,33.0,170.0,59.0,Summer,1924,Athletics,"Athletics Men's Cross-Country, Team",Silver
USA,Erik Robert Johnson,M,21.0,193.0,107.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
CAN,"Gregory ""Greg"" Johnson",M,22.0,178.0,79.0,Winter,1994,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
USA,"John Joseph Louis ""Jack"" Johnson, III",M,23.0,183.0,100.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
USA,Lawrence Clayton Johnson,M,26.0,185.0,86.0,Summer,2000,Athletics,Athletics Men's Pole Vault,Silver
USA,Rafer Lewis Johnson,M,21.0,190.0,91.0,Summer,1956,Athletics,Athletics Men's Decathlon,Silver
USA,Steele Alexander Johnson,M,20.0,188.0,80.0,Summer,2016,Diving,Diving Men's Synchronized Platform,Silver
GBR,Horace Thomas Johnson,M,21.0,163.0,70.0,Summer,1908,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
GBR,Horace Thomas Johnson,M,33.0,163.0,70.0,Summer,1920,Cycling,Cycling Men's Sprint,Silver
GBR,Horace Thomas Johnson,M,33.0,163.0,70.0,Summer,1920,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
USA,"Philip Anthony ""Tony"" Johnson",M,27.0,191.0,86.0,Summer,1968,Rowing,Rowing Men's Coxless Pairs,Silver
CUB,Yudel Johnson Cedeno,M,23.0,158.0,64.0,Summer,2004,Boxing,Boxing Men's Light-Welterweight,Silver
GBR,"Herbert Arthur ""Bert"" Johnston",M,22.0,179.0,73.0,Summer,1924,Athletics,"Athletics Men's 3,000 metres, Team",Silver
SRB,Nikola Joki,M,21.0,209.0,115.0,Summer,2016,Basketball,Basketball Men's Basketball,Silver
SCG,Predrag Joki,M,21.0,188.0,102.0,Summer,2004,Water Polo,Water Polo Men's Water Polo,Silver
POL,Jerzy Pawe Jokiel,M,20.0,168.0,61.0,Summer,1952,Gymnastics,Gymnastics Men's Floor Exercise,Silver
FIN,Jussi Petteri Jokinen,M,22.0,181.0,86.0,Winter,2006,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
FIN,Olli Veli Pekka Jokinen,M,27.0,187.0,91.0,Winter,2006,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
CRO,Maro Jokovi,M,28.0,203.0,95.0,Summer,2016,Water Polo,Water Polo Men's Water Polo,Silver
NED,Wouter Jolie,M,27.0,173.0,71.0,Summer,2012,Hockey,Hockey Men's Hockey,Silver
FRA,Pascal Jolyot,M,21.0,184.0,67.0,Summer,1980,Fencing,"Fencing Men's Foil, Individual",Silver
GER,Karl Arthur Jonath,M,22.0,179.0,73.0,Summer,1932,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
USA,"Robert Clyde ""Bobby"" Jones",M,20.0,203.0,93.0,Summer,1972,Basketball,Basketball Men's Basketball,Silver
USA,Cullen Andrew Jones,M,28.0,195.0,95.0,Summer,2012,Swimming,Swimming Men's 50 metres Freestyle,Silver
USA,Cullen Andrew Jones,M,28.0,195.0,95.0,Summer,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
USA,Dwight Elmo Jones,M,20.0,203.0,93.0,Summer,1972,Basketball,Basketball Men's Basketball,Silver
GBR,"Kenneth Jeffrey ""Ken"" Jones",M,26.0,180.0,75.0,Summer,1948,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
USA,"Randal ""Randy"" Jones",M,32.0,180.0,89.0,Winter,2002,Bobsleigh,Bobsleigh Men's Four,Silver
USA,"Larry Lee ""Zeke"" Jones",M,25.0,162.0,52.0,Summer,1992,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
USA,"Roy Levesta Jones, Jr.",M,19.0,180.0,71.0,Summer,1988,Boxing,Boxing Men's Light-Middleweight,Silver
TPE,Jong Yeu-Jeng,M,18.0,170.0,77.0,Summer,1992,Baseball,Baseball Men's Baseball,Silver
AUT,Arnold Jonke,M,29.0,198.0,93.0,Summer,1992,Rowing,Rowing Men's Double Sculls,Silver
FRA,Pierre Jonqures d'Oriola,M,44.0,173.0,70.0,Summer,1964,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
FRA,Pierre Jonqures d'Oriola,M,48.0,173.0,70.0,Summer,1968,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
SWE,Karl Niklas Jonsson,M,28.0,178.0,68.0,Winter,1998,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
HUN,Istvn Jos,M,27.0,186.0,85.0,Summer,1980,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
NOR,Olav Jordet,M,28.0,176.0,75.0,Winter,1968,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
BRA,"Jorge Jos ""Jorginho"" de Amorim Campos",M,24.0,174.0,68.0,Summer,1988,Football,Football Men's Football,Silver
ESP,"Jos Mara ""Jos Mari"" Romero Poyn",M,21.0,184.0,75.0,Summer,2000,Football,Football Men's Football,Silver
CAN,Fabian Gerard Joseph,M,26.0,173.0,80.0,Winter,1992,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
CAN,Fabian Gerard Joseph,M,28.0,173.0,80.0,Winter,1994,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
SRB,Stefan Jovi,M,25.0,196.0,94.0,Summer,2016,Basketball,Basketball Men's Basketball,Silver
CAN,"Gregory Andrew ""Greg"" Joy",M,20.0,194.0,71.0,Summer,1976,Athletics,Athletics Men's High Jump,Silver
GBR,"Joseph ""Joe"" Joyce",M,30.0,197.0,108.0,Summer,2016,Boxing,Boxing Men's Super-Heavyweight,Silver
USA,Kevin Francis Joyce,M,21.0,191.0,86.0,Summer,1972,Basketball,Basketball Men's Basketball,Silver
DEN,Casper Jrgensen,M,22.0,187.0,90.0,Summer,2008,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
DEN,Morten Jrgensen,M,31.0,183.0,73.0,Summer,2016,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
DEN,Paul Lindemark Jrgensen,M,52.0,170.0,74.0,Summer,1968,Sailing,Sailing Mixed Three Person Keelboat,Silver
KOR,Ju Hyeong-Jun,M,22.0,175.0,73.0,Winter,2014,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver
KOR,Ju Se-Hyeok,M,32.0,180.0,67.0,Summer,2012,Table Tennis,Table Tennis Men's Team,Silver
BRA,Juan Guilherme Nunes Jesus,M,21.0,185.0,83.0,Summer,2012,Football,Football Men's Football,Silver
ITA,Osmany Juantorena Portuondo,M,30.0,200.0,85.0,Summer,2016,Volleyball,Volleyball Men's Volleyball,Silver
USA,"Ricardo ""Rocky"" Jurez",M,20.0,178.0,57.0,Summer,2000,Boxing,Boxing Men's Featherweight,Silver
ESP,Ramn Jufresa Lluch,M,26.0,188.0,86.0,Summer,1996,Hockey,Hockey Men's Hockey,Silver
HUN,Pter Juhsz,M,24.0,177.0,72.0,Summer,1972,Football,Football Men's Football,Silver
URS,Zigmas Jukna,M,25.0,184.0,86.0,Summer,1960,Rowing,Rowing Men's Coxed Pairs,Silver
ARM,Arsen Julfalakyan,M,25.0,166.0,76.0,Summer,2012,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
FRA,Cyril Julian,M,26.0,206.0,106.0,Summer,2000,Basketball,Basketball Men's Basketball,Silver
USA,"Robert William ""Bobby"" Julich",M,32.0,182.0,68.0,Summer,2004,Cycling,Cycling Men's Individual Time Trial,Silver
CAN,"Joseph ""Joe"" Juneau",M,24.0,182.0,87.0,Winter,1992,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
GER,Michael Jung,M,34.0,168.0,70.0,Summer,2016,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
GDR,Stefan Junge,M,21.0,195.0,85.0,Summer,1972,Athletics,Athletics Men's High Jump,Silver
MDA,Nicolae Juravschi,M,31.0,175.0,75.0,Summer,1996,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
POL,Andrzej Mieczysaw Juskowiak,M,21.0,184.0,79.0,Summer,1992,Football,Football Men's Football,Silver
FIN,Risto Kalevi Jussilainen,M,26.0,180.0,64.0,Winter,2002,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
GBR,Andrew Justice,M,29.0,188.0,79.0,Summer,1980,Rowing,Rowing Men's Coxed Eights,Silver
AUS,Robert Kabbas,M,29.0,173.0,83.0,Summer,1984,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
YUG,Tadija Kaar,M,20.0,184.0,73.0,Summer,1976,Boxing,Boxing Men's Light-Middleweight,Silver
YUG,Hrvoje Kai,M,24.0,182.0,82.0,Summer,1956,Water Polo,Water Polo Men's Water Polo,Silver
TCH,Arnold Kadlec,M,25.0,188.0,79.0,Winter,1984,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
FIN,Heikki Khknen,M,28.0,158.0,60.0,Summer,1920,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
GER,"Johannes ""Jo"" Kaiser",M,24.0,185.0,80.0,Summer,1960,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
NGR,Sani Haruna Kaita,M,22.0,179.0,73.0,Summer,2008,Football,Football Men's Football,Silver
HUN,Jnos Kajdi,M,32.0,172.0,69.0,Summer,1972,Boxing,Boxing Men's Welterweight,Silver
JPN,Noboyuki Kajitani,M,29.0,156.0,53.0,Summer,1984,Gymnastics,Gymnastics Men's Parallel Bars,Silver
TCH,Milan Kajkl,M,25.0,184.0,88.0,Winter,1976,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
GRE,"Nikolaos ""Nikos"" Kaklamanakis",M,35.0,177.0,70.0,Summer,2004,Sailing,Sailing Men's Windsurfer,Silver
SUI,Alois Klin,M,28.0,170.0,61.0,Winter,1968,Nordic Combined,Nordic Combined Men's Individual,Silver
SUI,Urs Klin,M,27.0,166.0,72.0,Winter,1994,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
SRB,Nikola Kalini,M,24.0,202.0,102.0,Summer,2016,Basketball,Basketball Men's Basketball,Silver
USA,Chase Tyler Kalisz,M,22.0,193.0,86.0,Summer,2016,Swimming,Swimming Men's 400 metres Individual Medley,Silver
URS,Ivan Aleksandrovich Kalita,M,41.0,170.0,65.0,Summer,1968,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
FIN,Aulis Arnold Kallakorpi (Nuutinen-),M,27.0,164.0,65.0,Winter,1956,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
FIN,Antti Tapani Kalliomki,M,29.0,184.0,77.5,Summer,1976,Athletics,Athletics Men's Pole Vault,Silver
SWE,Jonas Daniel Gustav Kllman,M,31.0,200.0,98.0,Summer,2012,Handball,Handball Men's Handball,Silver
URS,Juris Kalni,M,26.0,185.0,85.0,Summer,1964,Basketball,Basketball Men's Basketball,Silver
URS,Lev Alekseyevich Kalyayev,M,23.0,182.0,72.0,Summer,1952,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
RUS,Sergey Igorevich Kamensky,M,28.0,178.0,73.0,Summer,2016,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
RUS,Valery Viktorovich Kamensky,M,31.0,188.0,88.0,Winter,1998,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
JPN,Akio Kaminaga,M,27.0,179.0,102.0,Summer,1964,Judo,Judo Men's Open Class,Silver
USA,"Jacob Robert ""Jake"" Linde-Kaminski ",M,23.0,178.0,70.0,Summer,2012,Archery,Archery Men's Team,Silver
USA,"Jacob Robert ""Jake"" Linde-Kaminski ",M,27.0,178.0,70.0,Summer,2016,Archery,Archery Men's Team,Silver
URS,Aleksey Dmitriyevich Kamkin,M,27.0,187.0,82.0,Summer,1980,Rowing,Rowing Men's Coxless Fours,Silver
HUN,Zoltn Kammerer,M,34.0,180.0,81.0,Summer,2012,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
HUN,Jen Kamuti,M,31.0,172.0,68.0,Summer,1968,Fencing,"Fencing Men's Foil, Individual",Silver
HUN,Jen Kamuti,M,34.0,172.0,68.0,Summer,1972,Fencing,"Fencing Men's Foil, Individual",Silver
USA,Patrick Timothy Kane,M,21.0,180.0,82.0,Winter,2010,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
FIN,Esa Veikko Antero Kankkonen,M,24.0,174.0,76.5,Winter,1964,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
URS,Igor Vladimirovich Kanygin,M,24.0,184.0,90.0,Summer,1980,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
FIN,Niko Klaus Petteri Kapanen,M,27.0,177.0,80.0,Winter,2006,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
TUR,Hamit Kaplan,M,25.0,190.0,97.0,Summer,1960,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
URS,Vladimir Iosifovich Kaplunov,M,31.0,160.0,69.0,Summer,1964,Weightlifting,Weightlifting Men's Lightweight,Silver
USA,Chris Kappler,M,37.0,190.0,72.0,Summer,2004,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
FRA,Luka Karabatic,M,28.0,202.0,108.0,Summer,2016,Handball,Handball Men's Handball,Silver
FRA,Nikola Karabatic,M,32.0,194.0,104.0,Summer,2016,Handball,Handball Men's Handball,Silver
URS,Ashot Karagyan,M,29.0,183.0,73.0,Summer,1980,Fencing,"Fencing Men's Foil, Team",Silver
CZE,Tom Karas,M,29.0,200.0,97.0,Summer,2004,Rowing,Rowing Men's Quadruple Sculls,Silver
URS,Valery Nikolayevich Karasyov,M,22.0,168.0,65.0,Summer,1968,Gymnastics,Gymnastics Men's Team All-Around,Silver
RUS,Aleksandr Aleksandrovich Karelin,M,32.0,193.0,99.0,Summer,2000,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
CAN,Paul Tetsuhiko Kariya,M,19.0,178.0,78.0,Winter,1994,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
FIN,Jouko Kalevi Karjalainen,M,23.0,183.0,73.0,Winter,1980,Nordic Combined,Nordic Combined Men's Individual,Silver
FIN,Jouko Kalevi Karjalainen,M,27.0,183.0,73.0,Winter,1984,Nordic Combined,Nordic Combined Men's Individual,Silver
AUT,Benjamin Martin Karl,M,24.0,186.0,90.0,Winter,2010,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Silver
USA,Charles George Karle,M,30.0,183.0,79.0,Summer,1928,Rowing,Rowing Men's Coxless Fours,Silver
SWE,Sven Tommy Karls,M,22.0,181.0,85.0,Summer,1984,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
SWE,Ernst Arne Karlsson,M,28.0,174.0,76.0,Summer,1964,Sailing,Sailing Mixed 5.5 metres,Silver
SWE,Erik Sven-Gunnar Karlsson,M,23.0,181.0,79.0,Winter,2014,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
SWE,Jan Egon Karlsson,M,26.0,183.0,76.0,Summer,1972,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
SWE,Bror Mikael Tobias Karlsson,M,31.0,196.0,104.0,Summer,2012,Handball,Handball Men's Handball,Silver
CAN,George Karrys,M,30.0,180.0,82.0,Winter,1998,Curling,Curling Men's Curling,Silver
URS,Aleksandr Vladimirovich Karshakevich,M,21.0,184.0,87.0,Summer,1980,Handball,Handball Men's Handball,Silver
URS,Anatoly Nikolayevich Kartashov,M,23.0,180.0,78.0,Summer,1960,Water Polo,Water Polo Men's Water Polo,Silver
FIN,Aki Tapani Karvonen,M,26.0,176.0,70.0,Winter,1984,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
JPN,Noriaki Kasai,M,21.0,176.0,60.0,Winter,1994,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
JPN,Noriaki Kasai,M,41.0,176.0,60.0,Winter,2014,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
JPN,Shigeru Kasamatsu,M,25.0,173.0,59.0,Summer,1972,Gymnastics,Gymnastics Men's Parallel Bars,Silver
HUN,Zoltn Kss,M,25.0,190.0,87.0,Summer,1972,Water Polo,Water Polo Men's Water Polo,Silver
URS,Aleksey Viktorovich Kasatonov,M,20.0,180.0,84.0,Winter,1980,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
JPN,Takehiro Kashima,M,28.0,168.0,62.0,Summer,2008,Gymnastics,Gymnastics Men's Team All-Around,Silver
RUS,Darius Vladovich Kasparaitis,M,25.0,180.0,96.0,Winter,1998,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
POL,Henryk Wojciech Kasperczak,M,30.0,180.0,75.0,Summer,1976,Football,Football Men's Football,Silver
USA,"Daniel ""Danny"" Kass",M,19.0,165.0,61.0,Winter,2002,Snowboarding,Snowboarding Men's Halfpipe,Silver
USA,"Daniel ""Danny"" Kass",M,23.0,165.0,61.0,Winter,2006,Snowboarding,Snowboarding Men's Halfpipe,Silver
FIN,Erkki Olavi Kataja,M,24.0,177.0,68.0,Summer,1948,Athletics,Athletics Men's Pole Vault,Silver
JPN,Ryohei Kato,M,18.0,162.0,54.0,Summer,2012,Gymnastics,Gymnastics Men's Team All-Around,Silver
JPN,Sawao Kato,M,25.0,163.0,59.0,Summer,1972,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
JPN,Sawao Kato,M,25.0,163.0,59.0,Summer,1972,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
JPN,Sawao Kato,M,29.0,163.0,59.0,Summer,1976,Gymnastics,Gymnastics Men's Individual All-Around,Silver
FIN,Elias Katz,M,22.0,175.0,59.0,Summer,1924,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
GDR,Klaus Katzur,M,29.0,190.0,85.0,Summer,1972,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
FRG,Reinhold Kauder,M,22.0,172.0,75.0,Summer,1972,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver
GER,Carl Kaufmann,M,24.0,183.0,76.0,Summer,1960,Athletics,Athletics Men's 400 metres,Silver
GER,Carl Kaufmann,M,24.0,183.0,76.0,Summer,1960,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
SUI,Christian Kauter,M,25.0,186.0,78.0,Summer,1972,Fencing,"Fencing Men's epee, Team",Silver
SLO,Peter Kauzer,M,32.0,177.0,70.0,Summer,2016,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver
TCH,Ji Kavan,M,28.0,174.0,78.0,Summer,1972,Handball,Handball Men's Handball,Silver
JPN,Takeo Kawamura,M,24.0,181.0,79.0,Summer,1996,Baseball,Baseball Men's Baseball,Silver
POL,Zdzisaw Szczsny Kawecki-Gozdawa,M,34.0,171.0,70.0,Summer,1936,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
TUR,Rza Kayaalp,M,26.0,182.0,130.0,Summer,2016,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
NGR,Oluyemi Kayode,M,24.0,183.0,79.0,Summer,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
RUS,Aleksey Valeryevich Kazakov,M,24.0,217.0,102.0,Summer,2000,Volleyball,Volleyball Men's Volleyball,Silver
URS,Vladimir Dmitriyevich Kazantsev,M,29.0,176.0,66.0,Summer,1952,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
USA,"Lloyd Weldon ""Butch"" Keaser",M,26.0,170.0,68.0,Summer,1976,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
URS,Aleksandr Petrovich Kedyarov,M,28.0,187.0,85.0,Summer,1976,Shooting,"Shooting Mixed Running Target, 50 metres",Silver
RSA,Shaun Keeling,M,29.0,196.0,94.0,Summer,2016,Rowing,Rowing Men's Coxless Pairs,Silver
USA,"Mebrahtom R. ""Meb"" Keflezighi",M,29.0,166.0,56.0,Summer,2004,Athletics,Athletics Men's Marathon,Silver
GER,Florian Stefan Kehrmann,M,27.0,186.0,85.0,Summer,2004,Handball,Handball Men's Handball,Silver
KEN,"Kipchoge Hezekieh ""Kip"" Keino",M,28.0,173.0,66.0,Summer,1968,Athletics,"Athletics Men's 5,000 metres",Silver
KEN,"Kipchoge Hezekieh ""Kip"" Keino",M,32.0,173.0,66.0,Summer,1972,Athletics,"Athletics Men's 1,500 metres",Silver
FRG,Andreas Keller,M,18.0,182.0,77.0,Summer,1984,Hockey,Hockey Men's Hockey,Silver
FRG,Andreas Keller,M,22.0,182.0,77.0,Summer,1988,Hockey,Hockey Men's Hockey,Silver
USA,Klete D. Keller,M,18.0,198.0,97.0,Summer,2000,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
GER,Uwe Jrg Kellner,M,26.0,199.0,98.0,Summer,1992,Rowing,Rowing Men's Coxed Fours,Silver
USA,"Daniel Joseph ""Dan"" Kelly",M,24.0,176.0,66.0,Summer,1908,Athletics,Athletics Men's Long Jump,Silver
USA,Larry Jamill Kelly,M,26.0,170.0,66.0,Summer,2004,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
AUS,Shane John Kelly,M,20.0,182.0,85.0,Summer,1992,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
HUN,Imre Kemecsey,M,19.0,167.0,75.0,Summer,1960,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,Silver
NED,Robbert Huib Kemperman,M,22.0,186.0,76.0,Summer,2012,Hockey,Hockey Men's Hockey,Silver
SUI,Hippolyt Marcel Kempf,M,22.0,180.0,68.0,Winter,1988,Nordic Combined,Nordic Combined Men's Team,Silver
FIN,Marko Kemppainen,M,28.0,184.0,100.0,Summer,2004,Shooting,Shooting Men's Skeet,Silver
NED,Johan Kenkhuis,M,24.0,185.0,73.0,Summer,2004,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
JPN,Eizo Kenmotsu,M,24.0,161.0,57.0,Summer,1972,Gymnastics,Gymnastics Men's Individual All-Around,Silver
JPN,Eizo Kenmotsu,M,28.0,161.0,57.0,Summer,1976,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
JPN,Eizo Kenmotsu,M,28.0,161.0,57.0,Summer,1976,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
USA,"Richard Bayard Kennelly, Jr.",M,23.0,193.0,91.0,Summer,1988,Rowing,Rowing Men's Coxless Fours,Silver
GBR,Jason Francis Kenny,M,20.0,178.0,81.0,Summer,2008,Cycling,Cycling Men's Sprint,Silver
USA,"Augustus Richard ""Gus"" Kenworthy",M,22.0,178.0,77.0,Winter,2014,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,Silver
URS,Valery Panayotovich Kerdemelidi,M,22.0,172.0,70.0,Summer,1960,Gymnastics,Gymnastics Men's Team All-Around,Silver
FRA,Jean-Baptiste Clment Hippolyte Krbel,M,30.0,183.0,76.0,Summer,1948,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
USA,"Douglas James ""Doug"" Kern",M,29.0,190.0,88.0,Summer,1992,Sailing,Sailing Mixed Three Person Keelboat,Silver
FIN,Esa Juhani Keskinen,M,23.0,177.0,87.5,Winter,1988,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
