Event,Sport,Year,Country,NOC,Sex,Medal,sno,ID,Age,Height,Weight
Athletics Men's Long Jump,Athletics,2012,UK,GBR,M,Gold,206558.0,103686.0,25.0,188.0,92.0
Athletics Men's Long Jump,Athletics,2016,USA,USA,M,Gold,93996.0,47578.0,27.0,183.0,86.0
Athletics Men's Marathon,Athletics,1904,USA,USA,M,Gold,95663.0,48426.0,28.0,168.0,60.0
Athletics Men's Marathon,Athletics,1906,Canada,CAN,M,Gold,218250.0,109622.0,28.0,166.0,54.0
Athletics Men's Marathon,Athletics,1908,USA,USA,M,Gold,92495.0,46846.0,22.0,162.0,55.0
Athletics Men's Marathon,Athletics,1912,South Africa,RSA,M,Gold,153851.0,77230.0,30.0,188.0,77.0
Athletics Men's Marathon,Athletics,1920,Finland,FIN,M,Gold,122982.0,62160.0,30.0,168.0,57.5
Athletics Men's Marathon,Athletics,1924,Finland,FIN,M,Gold,228883.0,114928.0,35.0,173.0,64.0
Athletics Men's Marathon,Athletics,1932,Argentina,ARG,M,Gold,266986.0,133579.0,20.0,165.0,55.0
Athletics Men's Marathon,Athletics,1936,Japan,JPN,M,Gold,225056.0,113067.0,21.0,170.0,60.0
Athletics Men's Marathon,Athletics,1948,Argentina,ARG,M,Gold,33315.0,17174.0,29.0,172.0,59.0
Athletics Men's Marathon,Athletics,1952,Czech Republic,TCH,M,Gold,268014.0,134080.0,29.0,182.0,72.0
Athletics Men's Marathon,Athletics,1956,France,FRA,M,Gold,159540.0,80066.0,35.0,170.0,56.0
Athletics Men's Marathon,Athletics,1960,Ethiopia,ETH,M,Gold,21706.0,11467.0,28.0,177.0,57.0
Athletics Men's Marathon,Athletics,1964,Ethiopia,ETH,M,Gold,21707.0,11467.0,32.0,177.0,57.0
Athletics Men's Marathon,Athletics,1968,Ethiopia,ETH,M,Gold,262397.0,131283.0,36.0,170.0,54.0
Athletics Men's Marathon,Athletics,1972,USA,USA,M,Gold,218986.0,109997.0,24.0,178.0,61.0
Athletics Men's Marathon,Athletics,1976,Germany,GDR,M,Gold,41811.0,21550.0,25.0,170.0,59.0
Athletics Men's Marathon,Athletics,1980,Germany,GDR,M,Gold,41812.0,21550.0,29.0,170.0,59.0
Athletics Men's Marathon,Athletics,1984,Portugal,POR,M,Gold,142130.0,71298.0,37.0,167.0,55.0
Athletics Men's Marathon,Athletics,1988,Italy,ITA,M,Gold,25706.0,13428.0,29.0,180.0,68.0
Athletics Men's Marathon,Athletics,1992,South Korea,KOR,M,Gold,101633.0,51403.0,22.0,168.0,57.0
Athletics Men's Marathon,Athletics,1996,South Africa,RSA,M,Gold,239713.0,120134.0,25.0,158.0,45.0
Athletics Men's Marathon,Athletics,2000,Ethiopia,ETH,M,Gold,720.0,411.0,22.0,166.0,58.0
Athletics Men's Marathon,Athletics,2004,Italy,ITA,M,Gold,13302.0,7219.0,33.0,176.0,62.0
Athletics Men's Marathon,Athletics,2008,Kenya,KEN,M,Gold,256968.0,128675.0,21.0,163.0,51.0
Athletics Men's Marathon,Athletics,2012,Uganda,UGA,M,Gold,119726.0,60618.0,23.0,172.0,56.0
Athletics Men's Marathon,Athletics,2016,Kenya,KEN,M,Gold,119677.0,60589.0,31.0,167.0,57.0
Athletics Men's Pentathlon,Athletics,1912,Norway,NOR,M,Gold,21472.0,11340.0,24.0,174.0,72.0
Athletics Men's Pentathlon,Athletics,1912,USA,USA,M,Gold,239627.0,120088.0,24.0,183.0,86.0
Athletics Men's Pentathlon,Athletics,1920,Finland,FIN,M,Gold,136007.0,68431.0,22.0,184.0,78.0
Athletics Men's Pentathlon,Athletics,1924,Finland,FIN,M,Gold,136010.0,68431.0,26.0,184.0,78.0
Athletics Men's Pentathlon (Ancient),Athletics,1906,Sweden,SWE,M,Gold,156245.0,78465.0,25.0,183.0,80.0
Athletics Men's Pole Vault,Athletics,1906,France,FRA,M,Gold,81552.0,41405.0,22.0,170.0,65.0
Athletics Men's Pole Vault,Athletics,1908,USA,USA,M,Gold,61783.5,31552.0,21.5,174.0,67.0
Athletics Men's Pole Vault,Athletics,1912,USA,USA,M,Gold,11803.0,6440.0,21.0,188.0,75.0
Athletics Men's Pole Vault,Athletics,1920,USA,USA,M,Gold,71495.0,36404.0,24.0,172.0,66.0
Athletics Men's Pole Vault,Athletics,1924,USA,USA,M,Gold,14759.0,7963.0,17.0,173.0,68.0
Athletics Men's Pole Vault,Athletics,1928,USA,USA,M,Gold,35979.0,18485.0,23.0,185.0,76.0
Athletics Men's Pole Vault,Athletics,1932,USA,USA,M,Gold,159124.0,79869.0,19.0,172.0,70.0
Athletics Men's Pole Vault,Athletics,1936,USA,USA,M,Gold,155350.0,77988.0,23.0,185.0,72.0
Athletics Men's Pole Vault,Athletics,1948,USA,USA,M,Gold,223537.0,112269.0,28.0,187.0,79.0
Athletics Men's Pole Vault,Athletics,1952,USA,USA,M,Gold,200068.0,100480.0,26.0,178.0,75.0
Athletics Men's Pole Vault,Athletics,1956,USA,USA,M,Gold,200069.0,100480.0,30.0,178.0,75.0
Athletics Men's Pole Vault,Athletics,1960,USA,USA,M,Gold,28068.0,14544.0,25.0,190.0,89.0
Athletics Men's Pole Vault,Athletics,1964,USA,USA,M,Gold,90217.0,45709.0,23.0,183.0,75.0
Athletics Men's Pole Vault,Athletics,1968,USA,USA,M,Gold,215273.0,108072.0,21.0,183.0,80.0
Athletics Men's Pole Vault,Athletics,1972,Germany,GDR,M,Gold,172956.0,86915.0,28.0,184.0,73.0
Athletics Men's Pole Vault,Athletics,1976,Poland,POL,M,Gold,223031.0,112011.0,26.0,178.0,76.0
Athletics Men's Pole Vault,Athletics,1980,Poland,POL,M,Gold,126009.0,63549.0,26.0,187.0,82.0
Athletics Men's Pole Vault,Athletics,1984,France,FRA,M,Gold,195103.0,97925.0,22.0,180.0,74.0
Athletics Men's Pole Vault,Athletics,1988,Russia,URS,M,Gold,31019.0,15975.0,24.0,183.0,80.0
Athletics Men's Pole Vault,Athletics,1992,Russia,EUN,M,Gold,236545.0,118596.0,21.0,194.0,80.0
Athletics Men's Pole Vault,Athletics,1996,France,FRA,M,Gold,74950.0,38037.0,25.0,184.0,82.0
Athletics Men's Pole Vault,Athletics,2000,USA,USA,M,Gold,101756.0,51460.0,28.0,183.0,77.0
Athletics Men's Pole Vault,Athletics,2004,USA,USA,M,Gold,145496.0,73021.0,31.0,187.0,81.0
Athletics Men's Pole Vault,Athletics,2008,Australia,AUS,M,Gold,98417.0,49812.0,26.0,187.0,82.0
Athletics Men's Pole Vault,Athletics,2012,France,FRA,M,Gold,133557.0,67233.0,25.0,177.0,71.0
Athletics Men's Pole Vault,Athletics,2016,Brazil,BRA,M,Gold,28565.0,14810.0,22.0,183.0,75.0
Athletics Men's Shot Put,Athletics,1896,USA,USA,M,Gold,76564.0,38860.0,20.0,188.0,81.0
Athletics Men's Shot Put,Athletics,1904,USA,USA,M,Gold,204276.0,102565.0,20.0,195.0,115.0
Athletics Men's Shot Put,Athletics,1906,USA,USA,M,Gold,218203.0,109597.0,25.0,190.0,88.0
Athletics Men's Shot Put,Athletics,1908,USA,USA,M,Gold,204281.0,102565.0,24.0,195.0,115.0
Athletics Men's Shot Put,Athletics,1912,USA,USA,M,Gold,154305.0,77472.0,33.0,190.0,120.0
Athletics Men's Shot Put,Athletics,1920,Finland,FIN,M,Gold,191738.0,96259.0,22.0,182.0,97.5
Athletics Men's Shot Put,Athletics,1924,USA,USA,M,Gold,99300.0,50258.0,22.0,185.0,85.0
Athletics Men's Shot Put,Athletics,1928,USA,USA,M,Gold,128325.0,64607.0,23.0,190.0,102.0
Athletics Men's Shot Put,Athletics,1932,USA,USA,M,Gold,217055.0,109010.0,22.0,193.0,108.0
Athletics Men's Shot Put,Athletics,1936,Germany,GER,M,Gold,262243.0,131215.0,25.0,178.0,105.0
Athletics Men's Shot Put,Athletics,1948,USA,USA,M,Gold,239317.0,119961.0,27.0,183.0,89.0
Athletics Men's Shot Put,Athletics,1952,USA,USA,M,Gold,174549.0,87674.0,20.0,190.0,111.0
Athletics Men's Shot Put,Athletics,1956,USA,USA,M,Gold,174550.0,87674.0,24.0,190.0,111.0
Athletics Men's Shot Put,Athletics,1960,USA,USA,M,Gold,170937.0,85913.0,27.0,190.0,102.0
Athletics Men's Shot Put,Athletics,1964,USA,USA,M,Gold,141920.0,71196.0,24.0,193.0,118.0
Athletics Men's Shot Put,Athletics,1968,USA,USA,M,Gold,152516.0,76534.0,23.0,200.0,120.0
Athletics Men's Shot Put,Athletics,1972,Poland,POL,M,Gold,123312.0,62308.0,32.0,196.0,125.0
Athletics Men's Shot Put,Athletics,1976,Germany,GDR,M,Gold,21101.0,11143.0,20.0,195.0,135.0
Athletics Men's Shot Put,Athletics,1980,Russia,URS,M,Gold,130282.0,65568.0,23.0,185.0,125.0
Athletics Men's Shot Put,Athletics,1984,Italy,ITA,M,Gold,7316.0,4094.0,25.0,191.0,118.0
Athletics Men's Shot Put,Athletics,1988,Germany,GDR,M,Gold,240243.0,120385.0,25.0,194.0,118.0
Athletics Men's Shot Put,Athletics,1992,USA,USA,M,Gold,231172.0,115992.0,23.0,191.0,123.0
Athletics Men's Shot Put,Athletics,1996,USA,USA,M,Gold,14771.0,7968.0,30.0,195.0,132.0
Athletics Men's Shot Put,Athletics,2000,Finland,FIN,M,Gold,90910.0,46056.0,26.0,183.0,110.0
Athletics Men's Shot Put,Athletics,2004,USA,USA,M,Gold,169432.0,85183.0,29.0,183.0,120.0
Athletics Men's Shot Put,Athletics,2008,Poland,POL,M,Gold,146975.0,73758.0,26.0,204.0,142.0
Athletics Men's Shot Put,Athletics,2012,Poland,POL,M,Gold,146976.0,73758.0,30.0,204.0,142.0
Athletics Men's Shot Put,Athletics,2016,USA,USA,M,Gold,46475.0,23974.0,23.0,201.0,125.0
"Athletics Men's Shot Put, Both Hands",Athletics,1912,USA,USA,M,Gold,204283.0,102565.0,28.0,195.0,115.0
Athletics Men's Standing High Jump,Athletics,1900,USA,USA,M,Gold,65574.0,33557.0,26.0,185.0,79.0
Athletics Men's Standing High Jump,Athletics,1904,USA,USA,M,Gold,65577.0,33557.0,30.0,185.0,79.0
Athletics Men's Standing High Jump,Athletics,1906,USA,USA,M,Gold,65580.0,33557.0,32.0,185.0,79.0
Athletics Men's Standing High Jump,Athletics,1908,USA,USA,M,Gold,65582.0,33557.0,34.0,185.0,79.0
Athletics Men's Standing High Jump,Athletics,1912,USA,USA,M,Gold,1511.0,836.0,27.0,188.0,78.0
Athletics Men's Standing Long Jump,Athletics,1900,USA,USA,M,Gold,65575.0,33557.0,26.0,185.0,79.0
Athletics Men's Standing Long Jump,Athletics,1904,USA,USA,M,Gold,65578.0,33557.0,30.0,185.0,79.0
Athletics Men's Standing Long Jump,Athletics,1906,USA,USA,M,Gold,65581.0,33557.0,32.0,185.0,79.0
Athletics Men's Standing Long Jump,Athletics,1908,USA,USA,M,Gold,65583.0,33557.0,34.0,185.0,79.0
Athletics Men's Standing Long Jump,Athletics,1912,Greece,GRE,M,Gold,244227.0,122302.0,23.0,189.0,81.0
Athletics Men's Standing Triple Jump,Athletics,1900,USA,USA,M,Gold,65576.0,33557.0,26.0,185.0,79.0
Athletics Men's Standing Triple Jump,Athletics,1904,USA,USA,M,Gold,65579.0,33557.0,30.0,185.0,79.0
Athletics Men's Stone Throw,Athletics,1906,Greece,GRE,M,Gold,77865.0,39535.0,26.0,185.0,81.0
Athletics Men's Triple Jump,Athletics,1896,USA,USA,M,Gold,44064.0,22700.0,27.0,175.0,72.0
Athletics Men's Triple Jump,Athletics,1900,USA,USA,M,Gold,193304.0,97040.0,21.0,180.0,74.0
Athletics Men's Triple Jump,Athletics,1904,USA,USA,M,Gold,193309.0,97040.0,25.0,180.0,74.0
Athletics Men's Triple Jump,Athletics,1906,UK,GBR,M,Gold,174930.0,87884.0,33.0,186.0,66.0
Athletics Men's Triple Jump,Athletics,1908,UK,GBR,M,Gold,2367.0,1323.0,22.0,170.0,57.0
Athletics Men's Triple Jump,Athletics,1912,Sweden,SWE,M,Gold,139587.0,70095.0,20.0,186.0,80.0
Athletics Men's Triple Jump,Athletics,1920,Finland,FIN,M,Gold,245365.0,122875.0,25.0,183.0,77.0
Athletics Men's Triple Jump,Athletics,1924,Australia,AUS,M,Gold,261940.0,131048.0,29.0,181.0,74.0
Athletics Men's Triple Jump,Athletics,1928,Japan,JPN,M,Gold,175085.0,87968.0,23.0,167.0,65.0
Athletics Men's Triple Jump,Athletics,1932,Japan,JPN,M,Gold,168120.0,84467.0,28.0,170.0,67.0
Athletics Men's Triple Jump,Athletics,1936,Japan,JPN,M,Gold,235040.0,117865.0,23.0,171.0,62.0
Athletics Men's Triple Jump,Athletics,1948,Sweden,SWE,M,Gold,2462.0,1378.0,23.0,176.0,64.0
Athletics Men's Triple Jump,Athletics,1952,Brazil,BRA,M,Gold,47881.0,24678.0,24.0,178.0,69.0
Athletics Men's Triple Jump,Athletics,1956,Brazil,BRA,M,Gold,47882.0,24678.0,29.0,178.0,69.0
Athletics Men's Triple Jump,Athletics,1960,Poland,POL,M,Gold,234409.0,117552.0,25.0,184.0,77.0
Athletics Men's Triple Jump,Athletics,1964,Poland,POL,M,Gold,234410.0,117552.0,29.0,184.0,77.0
Athletics Men's Triple Jump,Athletics,1968,Russia,URS,M,Gold,210006.0,105429.0,23.0,188.0,78.0
Athletics Men's Triple Jump,Athletics,1972,Russia,URS,M,Gold,210007.0,105429.0,26.0,188.0,78.0
Athletics Men's Triple Jump,Athletics,1976,Russia,URS,M,Gold,210008.0,105429.0,30.0,188.0,78.0
Athletics Men's Triple Jump,Athletics,1980,Russia,URS,M,Gold,246959.0,123648.0,25.0,190.0,73.0
Athletics Men's Triple Jump,Athletics,1984,USA,USA,M,Gold,110858.0,56084.0,24.0,186.0,77.0
Athletics Men's Triple Jump,Athletics,1988,Bulgaria,BUL,M,Gold,149936.0,75189.0,23.0,185.0,76.0
Athletics Men's Triple Jump,Athletics,1992,USA,USA,M,Gold,44006.0,22676.0,29.0,185.0,78.0
Athletics Men's Triple Jump,Athletics,1996,USA,USA,M,Gold,91164.0,46209.0,31.0,178.0,77.0
Athletics Men's Triple Jump,Athletics,2000,UK,GBR,M,Gold,61479.0,31487.0,34.0,182.0,73.0
Athletics Men's Triple Jump,Athletics,2004,Sweden,SWE,M,Gold,176923.0,88955.0,24.0,192.0,73.0
Athletics Men's Triple Jump,Athletics,2008,Portugal,POR,M,Gold,65530.0,33537.0,24.0,183.0,76.0
Athletics Men's Triple Jump,Athletics,2012,USA,USA,M,Gold,237041.0,118870.0,22.0,188.0,81.0
Athletics Men's Triple Jump,Athletics,2016,USA,USA,M,Gold,237042.0,118870.0,26.0,188.0,81.0
Badminton Men's Doubles,Badminton,1992,South Korea,KOR,M,Gold,182154.0,91558.0,27.0,182.0,68.0
Badminton Men's Doubles,Badminton,1996,Indonesia,INA,M,Gold,189105.5,94897.0,26.5,171.0,63.5
Badminton Men's Doubles,Badminton,2000,Indonesia,INA,M,Gold,173477.0,87100.5,24.5,173.0,73.5
Badminton Men's Doubles,Badminton,2004,South Korea,KOR,M,Gold,102980.0,52137.0,28.5,185.5,80.5
Badminton Men's Doubles,Badminton,2008,Indonesia,INA,M,Gold,167338.0,84264.0,23.0,174.0,72.0
Badminton Men's Doubles,Badminton,2012,China,CHN,M,Gold,53558.0,27347.5,30.0,181.0,73.0
Badminton Men's Doubles,Badminton,2016,China,CHN,M,Gold,171226.0,85959.5,29.0,182.0,76.5
Badminton Men's Singles,Badminton,1992,Indonesia,INA,M,Gold,31409.0,16152.0,24.0,178.0,71.0
Badminton Men's Singles,Badminton,1996,Denmark,DEN,M,Gold,99666.0,50431.0,30.0,188.0,79.0
Badminton Men's Singles,Badminton,2000,China,CHN,M,Gold,108331.0,54755.0,22.0,181.0,70.0
Badminton Men's Singles,Badminton,2004,Indonesia,INA,M,Gold,95679.0,48435.0,23.0,175.0,65.0
Badminton Men's Singles,Badminton,2008,China,CHN,M,Gold,139311.0,69968.0,24.0,177.0,70.0
Badminton Men's Singles,Badminton,2012,China,CHN,M,Gold,139312.0,69968.0,28.0,177.0,70.0
Badminton Men's Singles,Badminton,2016,China,CHN,M,Gold,39337.0,20238.0,27.0,188.0,81.0
Badminton Mixed Doubles,Badminton,1996,South Korea,KOR,M,Gold,118307.0,59848.0,20.0,184.0,74.0
Badminton Mixed Doubles,Badminton,2000,China,CHN,M,Gold,268814.0,134490.0,22.0,175.0,75.0
Badminton Mixed Doubles,Badminton,2004,China,CHN,M,Gold,268815.0,134490.0,26.0,175.0,75.0
Badminton Mixed Doubles,Badminton,2008,South Korea,KOR,M,Gold,135564.0,68209.0,19.0,180.0,74.0
Badminton Mixed Doubles,Badminton,2012,China,CHN,M,Gold,268871.0,134523.0,22.0,183.0,75.0
Badminton Mixed Doubles,Badminton,2016,Indonesia,INA,M,Gold,2453.0,1374.0,29.0,179.0,72.0
Baseball Men's Baseball,Baseball,1992,Cuba,CUB,M,Gold,129407.5,65233.0,26.5,182.5,86.0
Baseball Men's Baseball,Baseball,1996,Cuba,CUB,M,Gold,141579.5,71085.5,28.0,183.5,85.0
Baseball Men's Baseball,Baseball,2000,USA,USA,M,Gold,123401.5,62339.5,25.0,185.0,86.0
Baseball Men's Baseball,Baseball,2004,Cuba,CUB,M,Gold,168785.5,84777.0,25.5,179.5,82.0
Baseball Men's Baseball,Baseball,2008,South Korea,KOR,M,Gold,118570.0,59983.0,26.0,183.0,90.0
Basketball Men's Basketball,Basketball,1936,USA,USA,M,Gold,152576.5,76592.5,25.5,186.5,79.0
Basketball Men's Basketball,Basketball,1948,USA,USA,M,Gold,97750.5,49498.0,24.5,190.5,87.5
Basketball Men's Basketball,Basketball,1952,USA,USA,M,Gold,115764.0,58637.5,23.0,190.0,84.0
Basketball Men's Basketball,Basketball,1956,USA,USA,M,Gold,93968.5,47591.0,24.0,193.0,88.5
Basketball Men's Basketball,Basketball,1960,USA,USA,M,Gold,109184.0,55280.5,22.5,197.0,88.0
Basketball Men's Basketball,Basketball,1964,USA,USA,M,Gold,71158.0,36266.0,22.0,197.0,92.0
Basketball Men's Basketball,Basketball,1968,USA,USA,M,Gold,109271.5,55309.0,23.5,197.0,91.0
Basketball Men's Basketball,Basketball,1972,Russia,URS,M,Gold,154588.5,77816.0,26.0,200.0,93.5
Basketball Men's Basketball,Basketball,1976,USA,USA,M,Gold,78324.0,39788.5,21.0,198.0,95.0
Basketball Men's Basketball,Basketball,1980,Serbia,YUG,M,Gold,121561.0,61463.0,25.0,204.0,94.0
Basketball Men's Basketball,Basketball,1984,USA,USA,M,Gold,144524.0,72777.5,21.5,202.5,101.0
Basketball Men's Basketball,Basketball,1988,Russia,URS,M,Gold,169845.5,85311.0,24.0,203.5,102.5
Basketball Men's Basketball,Basketball,1992,USA,USA,M,Gold,120615.0,60845.0,29.0,202.5,101.5
Basketball Men's Basketball,Basketball,1996,USA,USA,M,Gold,176699.5,88841.5,30.5,200.0,102.0
Basketball Men's Basketball,Basketball,2000,USA,USA,M,Gold,95020.5,48116.0,27.5,197.5,100.0
Basketball Men's Basketball,Basketball,2004,Argentina,ARG,M,Gold,167420.5,84088.5,27.0,200.5,103.5
Basketball Men's Basketball,Basketball,2008,USA,USA,M,Gold,111734.0,56531.5,25.0,200.5,99.0
Basketball Men's Basketball,Basketball,2012,USA,USA,M,Gold,96496.5,48847.0,27.0,200.5,100.0
Basketball Men's Basketball,Basketball,2016,USA,USA,M,Gold,69038.0,35184.0,26.0,202.0,100.5
Beach Volleyball Men's Beach Volleyball,Beach Volleyball,1996,USA,USA,M,Gold,119765.0,60641.0,35.0,190.0,86.0
Beach Volleyball Men's Beach Volleyball,Beach Volleyball,2000,USA,USA,M,Gold,47051.0,24150.0,29.5,190.5,92.5
Beach Volleyball Men's Beach Volleyball,Beach Volleyball,2004,Brazil,BRA,M,Gold,131653.5,66449.0,30.0,195.0,91.0
Beach Volleyball Men's Beach Volleyball,Beach Volleyball,2008,USA,USA,M,Gold,125758.0,63476.5,31.0,197.0,91.0
Beach Volleyball Men's Beach Volleyball,Beach Volleyball,2012,Germany,GER,M,Gold,113665.5,57282.0,31.5,193.5,91.5
Beach Volleyball Men's Beach Volleyball,Beach Volleyball,2016,Brazil,BRA,M,Gold,109031.5,54918.0,29.5,194.0,96.5
Biathlon Men's 10 kilometres Sprint,Biathlon,1980,Germany,GDR,M,Gold,246135.0,123254.0,22.0,185.0,77.0
Biathlon Men's 10 kilometres Sprint,Biathlon,1984,Norway,NOR,M,Gold,129973.0,65432.0,24.0,179.0,69.0
Biathlon Men's 10 kilometres Sprint,Biathlon,1988,Germany,GDR,M,Gold,202906.0,101911.0,23.0,175.0,70.0
Biathlon Men's 10 kilometres Sprint,Biathlon,1992,Germany,GER,M,Gold,119860.0,60682.0,21.0,178.0,68.0
Biathlon Men's 10 kilometres Sprint,Biathlon,1994,Russia,RUS,M,Gold,39702.0,20410.0,27.0,182.0,75.0
Biathlon Men's 10 kilometres Sprint,Biathlon,1998,Norway,NOR,M,Gold,22701.0,11951.0,24.0,178.0,65.0
Biathlon Men's 10 kilometres Sprint,Biathlon,2002,Norway,NOR,M,Gold,22704.0,11951.0,28.0,178.0,65.0
Biathlon Men's 10 kilometres Sprint,Biathlon,2006,Germany,GER,M,Gold,69773.0,35539.0,34.0,186.0,82.0
Biathlon Men's 10 kilometres Sprint,Biathlon,2010,France,FRA,M,Gold,106990.0,54079.0,24.0,182.0,73.0
Biathlon Men's 10 kilometres Sprint,Biathlon,2014,Norway,NOR,M,Gold,22719.0,11951.0,40.0,178.0,65.0
Biathlon Men's 12.5 kilometres Pursuit,Biathlon,2002,Norway,NOR,M,Gold,22705.0,11951.0,28.0,178.0,65.0
Biathlon Men's 12.5 kilometres Pursuit,Biathlon,2006,France,FRA,M,Gold,52560.0,26993.0,28.0,174.0,63.0
Biathlon Men's 12.5 kilometres Pursuit,Biathlon,2010,Sweden,SWE,M,Gold,68706.0,35064.0,31.0,194.0,83.0
Biathlon Men's 12.5 kilometres Pursuit,Biathlon,2014,France,FRA,M,Gold,71733.0,36512.0,25.0,183.0,73.0
Biathlon Men's 15 kilometres Mass Start,Biathlon,2006,Germany,GER,M,Gold,84148.0,42759.0,29.0,176.0,72.0
Biathlon Men's 15 kilometres Mass Start,Biathlon,2010,Russia,RUS,M,Gold,246897.0,123616.0,24.0,168.0,60.0
Biathlon Men's 15 kilometres Mass Start,Biathlon,2014,Norway,NOR,M,Gold,233089.0,116916.0,28.0,185.0,77.0
Biathlon Men's 20 kilometres,Biathlon,1964,Russia,URS,M,Gold,156078.0,78376.0,30.0,172.0,74.0
Biathlon Men's 20 kilometres,Biathlon,1968,Norway,NOR,M,Gold,224699.0,112869.0,31.0,180.0,68.0
Biathlon Men's 20 kilometres,Biathlon,1972,Norway,NOR,M,Gold,224701.0,112869.0,34.0,180.0,68.0
Biathlon Men's 20 kilometres,Biathlon,1984,Germany,FRG,M,Gold,7780.0,4321.0,24.0,178.0,73.0
Biathlon Men's 20 kilometres,Biathlon,1988,Germany,GDR,M,Gold,202907.0,101911.0,23.0,175.0,70.0
Biathlon Men's 20 kilometres,Biathlon,1992,Russia,EUN,M,Gold,198130.0,99480.0,22.0,184.0,81.0
Biathlon Men's 20 kilometres,Biathlon,1994,Russia,RUS,M,Gold,236550.0,118599.0,28.0,176.0,70.0
Biathlon Men's 20 kilometres,Biathlon,1998,Norway,NOR,M,Gold,89921.0,45571.0,28.0,181.0,75.0
Biathlon Men's 20 kilometres,Biathlon,2002,Norway,NOR,M,Gold,22706.0,11951.0,28.0,178.0,65.0
Biathlon Men's 20 kilometres,Biathlon,2006,Germany,GER,M,Gold,84149.0,42759.0,29.0,176.0,72.0
Biathlon Men's 20 kilometres,Biathlon,2010,Norway,NOR,M,Gold,233084.0,116916.0,24.0,185.0,77.0
Biathlon Men's 20 kilometres,Biathlon,2014,France,FRA,M,Gold,71735.0,36512.0,25.0,183.0,73.0
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1968,Russia,URS,M,Gold,171268.5,85959.0,26.0,178.5,75.0
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1972,Russia,URS,M,Gold,177806.5,89229.5,29.0,173.0,67.0
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1976,Russia,URS,M,Gold,130689.5,65775.0,30.0,173.0,66.0
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1980,Russia,URS,M,Gold,127411.0,64129.0,30.5,175.5,71.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1984,Russia,URS,M,Gold,161508.0,81340.5,20.5,183.0,76.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1988,Russia,URS,M,Gold,173562.0,87141.0,22.5,179.0,74.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1992,Germany,GER,M,Gold,102461.5,51918.0,23.0,180.0,76.0
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1994,Germany,GER,M,Gold,102464.0,51918.0,23.0,179.0,75.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,1998,Germany,GER,M,Gold,114306.0,57602.5,26.5,179.5,75.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,2002,Norway,NOR,M,Gold,51398.5,26300.5,28.0,183.5,75.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,2006,Germany,GER,M,Gold,84612.0,42956.5,31.5,181.5,76.5
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,2010,Norway,NOR,M,Gold,58882.0,30003.0,30.0,183.0,76.0
Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon,2014,Russia,RUS,M,Gold,232822.5,116739.5,26.0,180.0,72.5
Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Biathlon,2014,Norway,NOR,M,Gold,127903.5,64433.5,34.0,181.5,71.0
Bobsleigh Men's Four,Bobsleigh,1956,Switzerland,SUI,M,Gold,113267.0,57371.0,46.0,188.0,92.0
Bobsleigh Men's Four,Bobsleigh,1968,Italy,ITA,M,Gold,107027.0,54042.5,24.5,178.0,83.5
Bobsleigh Men's Four,Bobsleigh,1972,Switzerland,SUI,M,Gold,118813.0,59888.0,31.5,179.0,85.0
Bobsleigh Men's Four,Bobsleigh,1976,Germany,GDR,M,Gold,107118.0,54071.0,25.5,184.0,91.5
Bobsleigh Men's Four,Bobsleigh,1980,Germany,GDR,M,Gold,122481.5,61730.0,26.5,184.0,89.0
Bobsleigh Men's Four,Bobsleigh,1984,Germany,GDR,M,Gold,166119.0,83655.5,27.0,187.0,89.0
Bobsleigh Men's Four,Bobsleigh,1988,Switzerland,SUI,M,Gold,111346.5,56216.0,27.0,180.5,95.5
Bobsleigh Men's Four,Bobsleigh,1992,Austria,AUT,M,Gold,151287.0,76181.0,28.5,184.5,87.0
Bobsleigh Men's Four,Bobsleigh,1994,Germany,GER,M,Gold,68616.0,34981.0,28.0,181.5,94.0
Bobsleigh Men's Four,Bobsleigh,1998,Germany,GER,M,Gold,118792.5,59917.0,32.5,189.5,101.5
Bobsleigh Men's Four,Bobsleigh,2002,Germany,GER,M,Gold,129054.0,64975.0,26.0,188.5,100.0
Bobsleigh Men's Four,Bobsleigh,2006,Germany,GER,M,Gold,130787.0,65833.5,28.0,186.5,100.0
Bobsleigh Men's Four,Bobsleigh,2010,USA,USA,M,Gold,167090.5,83959.0,29.0,186.5,102.0
Bobsleigh Men's Four,Bobsleigh,2014,Russia,RUS,M,Gold,249349.5,124851.5,31.0,189.0,101.0
Bobsleigh Men's Two,Bobsleigh,1964,UK,GBR,M,Gold,112330.0,56720.5,27.5,174.0,87.0
