Event,Sport,Year,Country,NOC,Sex,Medal,sno,ID,Age,Height,Weight
Alpine Skiing Men's Combined,Alpine Skiing,1988,Austria,AUT,M,Gold,230778.0,115823.0,25.0,182.0,76.0
Alpine Skiing Men's Combined,Alpine Skiing,1992,Italy,ITA,M,Gold,190781.0,95831.0,23.0,168.0,70.0
Alpine Skiing Men's Combined,Alpine Skiing,1994,Norway,NOR,M,Gold,120535.0,61001.0,23.0,180.0,88.0
Alpine Skiing Men's Combined,Alpine Skiing,1998,Austria,AUT,M,Gold,198803.0,99847.0,27.0,176.0,78.0
Alpine Skiing Men's Combined,Alpine Skiing,2002,Norway,NOR,M,Gold,76.0,20.0,30.0,176.0,85.0
Alpine Skiing Men's Combined,Alpine Skiing,2006,USA,USA,M,Gold,138927.0,69796.0,21.0,180.0,86.0
Alpine Skiing Men's Combined,Alpine Skiing,2010,USA,USA,M,Gold,159145.0,79875.0,32.0,188.0,91.0
Alpine Skiing Men's Combined,Alpine Skiing,2014,Switzerland,SUI,M,Gold,252745.0,126557.0,28.0,177.0,77.0
Alpine Skiing Men's Downhill,Alpine Skiing,1964,Austria,AUT,M,Gold,269861.0,135021.0,24.0,180.0,80.0
Alpine Skiing Men's Downhill,Alpine Skiing,1968,France,FRA,M,Gold,118087.0,59745.0,24.0,178.0,75.0
Alpine Skiing Men's Downhill,Alpine Skiing,1972,Switzerland,SUI,M,Gold,206456.0,103637.0,23.0,182.0,71.0
Alpine Skiing Men's Downhill,Alpine Skiing,1976,Austria,AUT,M,Gold,120608.0,61035.0,22.0,183.0,79.0
Alpine Skiing Men's Downhill,Alpine Skiing,1980,Austria,AUT,M,Gold,229624.0,115295.0,21.0,183.0,84.0
Alpine Skiing Men's Downhill,Alpine Skiing,1984,USA,USA,M,Gold,109449.0,55336.0,23.0,175.0,77.0
Alpine Skiing Men's Downhill,Alpine Skiing,1988,Switzerland,SUI,M,Gold,270876.0,135465.0,25.0,183.0,83.0
Alpine Skiing Men's Downhill,Alpine Skiing,1992,Austria,AUT,M,Gold,178291.0,89619.0,24.0,189.0,92.0
Alpine Skiing Men's Downhill,Alpine Skiing,1994,USA,USA,M,Gold,161042.0,80815.0,23.0,178.0,89.0
Alpine Skiing Men's Downhill,Alpine Skiing,1998,France,FRA,M,Gold,46074.0,23781.0,31.0,185.0,93.0
Alpine Skiing Men's Downhill,Alpine Skiing,2002,Austria,AUT,M,Gold,230706.0,115801.0,29.0,187.0,95.0
Alpine Skiing Men's Downhill,Alpine Skiing,2006,France,FRA,M,Gold,53727.0,27558.0,29.0,189.0,97.0
Alpine Skiing Men's Downhill,Alpine Skiing,2010,Switzerland,SUI,M,Gold,52513.0,26979.0,32.0,184.0,89.0
Alpine Skiing Men's Downhill,Alpine Skiing,2014,Austria,AUT,M,Gold,153410.0,76991.0,23.0,179.0,87.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1964,France,FRA,M,Gold,25301.0,13233.0,26.0,167.0,60.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1968,France,FRA,M,Gold,118088.0,59745.0,24.0,178.0,75.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1972,Italy,ITA,M,Gold,238824.0,119738.0,20.0,173.0,66.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1976,Switzerland,SUI,M,Gold,93897.0,47528.0,27.0,163.0,60.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1980,Sweden,SWE,M,Gold,228870.0,114924.0,23.0,181.0,75.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1984,Switzerland,SUI,M,Gold,111159.0,56241.0,22.0,170.0,64.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1988,Italy,ITA,M,Gold,241389.0,120913.0,21.0,182.0,92.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1992,Italy,ITA,M,Gold,241391.0,120913.0,25.0,182.0,92.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1994,Germany,GER,M,Gold,257325.0,128851.0,30.0,180.0,73.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,1998,Austria,AUT,M,Gold,146723.0,73643.0,25.0,180.0,90.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,2002,Austria,AUT,M,Gold,60968.0,31236.0,32.0,180.0,85.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,2006,Austria,AUT,M,Gold,195967.0,98401.0,27.0,182.0,83.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,2010,Switzerland,SUI,M,Gold,106127.0,53688.0,23.0,185.0,86.0
Alpine Skiing Men's Giant Slalom,Alpine Skiing,2014,USA,USA,M,Gold,138933.0,69796.0,29.0,180.0,86.0
Alpine Skiing Men's Slalom,Alpine Skiing,1968,France,FRA,M,Gold,118089.0,59745.0,24.0,178.0,75.0
Alpine Skiing Men's Slalom,Alpine Skiing,1972,Spain,ESP,M,Gold,68325.0,34896.0,21.0,171.0,65.0
Alpine Skiing Men's Slalom,Alpine Skiing,1976,Italy,ITA,M,Gold,85056.0,43152.0,21.0,180.0,77.0
Alpine Skiing Men's Slalom,Alpine Skiing,1980,Sweden,SWE,M,Gold,228871.0,114924.0,23.0,181.0,75.0
Alpine Skiing Men's Slalom,Alpine Skiing,1984,USA,USA,M,Gold,146655.0,73609.0,26.0,175.0,77.0
Alpine Skiing Men's Slalom,Alpine Skiing,1988,Italy,ITA,M,Gold,241390.0,120913.0,21.0,182.0,92.0
Alpine Skiing Men's Slalom,Alpine Skiing,1992,Norway,NOR,M,Gold,105392.0,53313.0,25.0,178.0,89.0
Alpine Skiing Men's Slalom,Alpine Skiing,1994,Austria,AUT,M,Gold,227525.0,114310.0,28.0,180.0,82.0
Alpine Skiing Men's Slalom,Alpine Skiing,1998,Norway,NOR,M,Gold,32016.0,16458.0,22.0,190.0,90.0
Alpine Skiing Men's Slalom,Alpine Skiing,2002,France,FRA,M,Gold,252337.0,126365.0,24.0,175.0,80.0
Alpine Skiing Men's Slalom,Alpine Skiing,2006,Austria,AUT,M,Gold,195968.0,98401.0,27.0,182.0,83.0
Alpine Skiing Men's Slalom,Alpine Skiing,2010,Italy,ITA,M,Gold,197831.0,99334.0,25.0,182.0,88.0
Alpine Skiing Men's Slalom,Alpine Skiing,2014,Austria,AUT,M,Gold,152722.0,76635.0,34.0,190.0,90.0
Alpine Skiing Men's Super G,Alpine Skiing,1988,France,FRA,M,Gold,188264.0,94579.0,23.0,182.0,70.0
Alpine Skiing Men's Super G,Alpine Skiing,1992,Norway,NOR,M,Gold,60.0,20.0,20.0,176.0,85.0
Alpine Skiing Men's Super G,Alpine Skiing,1994,Germany,GER,M,Gold,257324.0,128851.0,30.0,180.0,73.0
Alpine Skiing Men's Super G,Alpine Skiing,1998,Austria,AUT,M,Gold,146722.0,73643.0,25.0,180.0,90.0
Alpine Skiing Men's Super G,Alpine Skiing,2002,Norway,NOR,M,Gold,73.0,20.0,30.0,176.0,85.0
Alpine Skiing Men's Super G,Alpine Skiing,2006,Norway,NOR,M,Gold,78.0,20.0,34.0,176.0,85.0
Alpine Skiing Men's Super G,Alpine Skiing,2010,Norway,NOR,M,Gold,233247.0,116997.0,27.0,189.0,100.0
Alpine Skiing Men's Super G,Alpine Skiing,2014,Norway,NOR,M,Gold,106334.0,53794.0,28.0,185.0,83.0
Archery Men's Individual,Archery,1972,USA,USA,M,Gold,261007.0,130616.0,18.0,189.0,73.0
Archery Men's Individual,Archery,1976,USA,USA,M,Gold,179842.0,90389.0,19.0,180.0,64.0
Archery Men's Individual,Archery,1980,Finland,FIN,M,Gold,190572.0,95712.0,18.0,178.0,77.0
Archery Men's Individual,Archery,1984,USA,USA,M,Gold,179843.0,90389.0,27.0,180.0,64.0
Archery Men's Individual,Archery,1988,USA,USA,M,Gold,15143.0,8174.0,26.0,182.0,70.0
Archery Men's Individual,Archery,1992,France,FRA,M,Gold,70637.0,35971.0,20.0,170.0,58.0
Archery Men's Individual,Archery,1996,USA,USA,M,Gold,100721.0,50932.0,21.0,177.0,79.0
Archery Men's Individual,Archery,2000,Australia,AUS,M,Gold,66067.0,33805.0,30.0,175.0,71.0
Archery Men's Individual,Archery,2004,Italy,ITA,M,Gold,74961.0,38045.0,21.0,178.0,98.0
Archery Men's Individual,Archery,2008,Ukraine,UKR,M,Gold,205489.0,103170.0,27.0,178.0,70.0
Archery Men's Individual,Archery,2012,South Korea,KOR,M,Gold,175545.0,88239.0,30.0,182.0,100.0
Archery Men's Individual,Archery,2016,South Korea,KOR,M,Gold,127976.0,64487.0,23.0,181.0,84.0
Archery Men's Team,Archery,1988,South Korea,KOR,M,Gold,134980.0,67915.0,22.0,177.0,69.0
Archery Men's Team,Archery,1992,Spain,ESP,M,Gold,174096.5,87455.5,27.5,183.0,73.0
Archery Men's Team,Archery,1996,USA,USA,M,Gold,109461.0,55340.0,21.0,183.0,79.0
Archery Men's Team,Archery,2000,South Korea,KOR,M,Gold,118188.0,59803.0,24.0,180.0,70.0
Archery Men's Team,Archery,2004,South Korea,KOR,M,Gold,106076.0,53657.0,28.0,184.0,76.0
Archery Men's Team,Archery,2008,South Korea,KOR,M,Gold,134766.0,67804.0,26.0,184.0,78.0
Archery Men's Team,Archery,2012,Italy,ITA,M,Gold,74966.0,38045.0,29.0,181.0,98.0
Archery Men's Team,Archery,2016,South Korea,KOR,M,Gold,127977.0,64487.0,23.0,180.0,84.0
"Art Competitions Mixed Architecture, Architectural Designs",Art Competitions,1948,Austria,AUT,M,Gold,96760.0,48996.0,38.0,176.0,75.0
"Athletics Men's 1,500 metres",Athletics,1904,USA,USA,M,Gold,138945.0,69800.0,22.0,173.0,61.0
"Athletics Men's 1,500 metres",Athletics,1906,USA,USA,M,Gold,138950.0,69800.0,24.0,173.0,61.0
"Athletics Men's 1,500 metres",Athletics,1908,USA,USA,M,Gold,218175.0,109587.0,24.0,177.0,67.0
"Athletics Men's 1,500 metres",Athletics,1912,UK,GBR,M,Gold,104886.0,53090.0,21.0,176.0,67.0
"Athletics Men's 1,500 metres",Athletics,1920,UK,GBR,M,Gold,95917.0,48552.0,31.0,178.0,72.0
"Athletics Men's 1,500 metres",Athletics,1924,Finland,FIN,M,Gold,173963.0,87390.0,26.0,174.0,65.0
"Athletics Men's 1,500 metres",Athletics,1928,Finland,FIN,M,Gold,132973.0,66929.0,21.0,180.0,68.0
"Athletics Men's 1,500 metres",Athletics,1932,Italy,ITA,M,Gold,17036.0,9122.0,24.0,169.0,63.0
"Athletics Men's 1,500 metres",Athletics,1936,New Zealand,NZL,M,Gold,142978.0,71750.0,26.0,169.0,61.0
"Athletics Men's 1,500 metres",Athletics,1948,Sweden,SWE,M,Gold,64381.0,32964.0,28.0,184.0,73.0
"Athletics Men's 1,500 metres",Athletics,1952,Luxembourg,LUX,M,Gold,15317.0,8267.0,25.0,173.0,68.0
"Athletics Men's 1,500 metres",Athletics,1956,Ireland,IRL,M,Gold,52942.0,27193.0,21.0,184.0,75.0
"Athletics Men's 1,500 metres",Athletics,1960,Australia,AUS,M,Gold,63089.0,32339.0,22.0,181.0,68.0
"Athletics Men's 1,500 metres",Athletics,1964,New Zealand,NZL,M,Gold,224058.0,112543.0,25.0,179.0,80.0
"Athletics Men's 1,500 metres",Athletics,1968,Kenya,KEN,M,Gold,115303.0,58429.0,28.0,173.0,66.0
"Athletics Men's 1,500 metres",Athletics,1972,Finland,FIN,M,Gold,250294.0,125359.0,24.0,184.0,64.0
"Athletics Men's 1,500 metres",Athletics,1976,New Zealand,NZL,M,Gold,255878.0,128112.0,24.0,183.0,74.0
"Athletics Men's 1,500 metres",Athletics,1980,UK,GBR,M,Gold,43060.0,22207.0,23.0,175.0,54.0
"Athletics Men's 1,500 metres",Athletics,1984,UK,GBR,M,Gold,43062.0,22207.0,27.0,175.0,54.0
"Athletics Men's 1,500 metres",Athletics,1988,Kenya,KEN,M,Gold,203998.0,102421.0,21.0,162.0,54.0
"Athletics Men's 1,500 metres",Athletics,1992,Spain,ESP,M,Gold,33377.0,17213.0,23.0,175.0,65.0
"Athletics Men's 1,500 metres",Athletics,1996,Algeria,ALG,M,Gold,163052.0,81861.0,26.0,175.0,60.0
"Athletics Men's 1,500 metres",Athletics,2000,Kenya,KEN,M,Gold,170488.0,85673.0,21.0,182.0,68.0
"Athletics Men's 1,500 metres",Athletics,2004,Morocco,MAR,M,Gold,62295.0,31890.0,29.0,176.0,58.0
"Athletics Men's 1,500 metres",Athletics,2008,Kenya,KEN,M,Gold,119714.0,60610.0,19.0,190.0,63.0
"Athletics Men's 1,500 metres",Athletics,2012,Algeria,ALG,M,Gold,147152.0,73857.0,24.0,170.0,67.0
"Athletics Men's 1,500 metres",Athletics,2016,USA,USA,M,Gold,37612.0,19335.0,26.0,176.0,65.0
"Athletics Men's 1,500 metres Walk",Athletics,1906,USA,USA,M,Gold,25214.0,13197.0,24.0,179.0,60.0
"Athletics Men's 1,600 metres Medley Relay",Athletics,1908,USA,USA,M,Gold,153752.5,77432.5,24.5,179.0,70.5
Athletics Men's 10 kilometres Walk,Athletics,1920,Italy,ITA,M,Gold,73227.0,37216.0,18.0,171.0,55.0
Athletics Men's 10 kilometres Walk,Athletics,1924,Italy,ITA,M,Gold,73228.0,37216.0,22.0,171.0,55.0
Athletics Men's 10 kilometres Walk,Athletics,1948,Sweden,SWE,M,Gold,158560.0,79596.0,34.0,183.0,73.0
Athletics Men's 10 kilometres Walk,Athletics,1952,Sweden,SWE,M,Gold,158561.0,79596.0,38.0,183.0,73.0
Athletics Men's 10 mile Walk,Athletics,1908,UK,GBR,M,Gold,132569.0,66731.0,33.0,175.0,67.0
"Athletics Men's 10,000 metres",Athletics,1912,Finland,FIN,M,Gold,122978.0,62160.0,22.0,168.0,57.5
"Athletics Men's 10,000 metres",Athletics,1920,Finland,FIN,M,Gold,173960.0,87390.0,22.0,174.0,65.0
"Athletics Men's 10,000 metres",Athletics,1924,Finland,FIN,M,Gold,201153.0,101050.0,28.0,175.0,66.0
"Athletics Men's 10,000 metres",Athletics,1928,Finland,FIN,M,Gold,173969.0,87390.0,30.0,174.0,65.0
"Athletics Men's 10,000 metres",Athletics,1932,Poland,POL,M,Gold,129618.0,65252.0,25.0,167.0,72.0
"Athletics Men's 10,000 metres",Athletics,1936,Finland,FIN,M,Gold,208734.0,104804.0,33.0,181.0,66.0
"Athletics Men's 10,000 metres",Athletics,1948,Czech Republic,TCH,M,Gold,268011.0,134080.0,25.0,182.0,72.0
"Athletics Men's 10,000 metres",Athletics,1952,Czech Republic,TCH,M,Gold,268013.0,134080.0,29.0,182.0,72.0
"Athletics Men's 10,000 metres",Athletics,1956,Russia,URS,M,Gold,129678.0,65286.0,29.0,172.0,72.0
"Athletics Men's 10,000 metres",Athletics,1960,Russia,URS,M,Gold,24851.0,13018.0,30.0,173.0,64.0
"Athletics Men's 10,000 metres",Athletics,1964,USA,USA,M,Gold,159326.0,79970.0,26.0,180.0,68.0
"Athletics Men's 10,000 metres",Athletics,1968,Kenya,KEN,M,Gold,237549.0,119147.0,23.0,174.0,62.0
"Athletics Men's 10,000 metres",Athletics,1972,Finland,FIN,M,Gold,253169.0,126777.0,23.0,180.0,60.0
"Athletics Men's 10,000 metres",Athletics,1976,Finland,FIN,M,Gold,253171.0,126777.0,26.0,180.0,60.0
"Athletics Men's 10,000 metres",Athletics,1980,Ethiopia,ETH,M,Gold,265730.0,132960.0,36.0,162.0,53.0
"Athletics Men's 10,000 metres",Athletics,1984,Italy,ITA,M,Gold,45601.0,23533.0,25.0,176.0,58.0
"Athletics Men's 10,000 metres",Athletics,1988,Morocco,MAR,M,Gold,27279.0,14172.0,21.0,171.0,60.0
"Athletics Men's 10,000 metres",Athletics,1992,Morocco,MAR,M,Gold,221991.0,111568.0,25.0,170.0,60.0
"Athletics Men's 10,000 metres",Athletics,1996,Ethiopia,ETH,M,Gold,77436.0,39291.0,23.0,165.0,56.0
"Athletics Men's 10,000 metres",Athletics,2000,Ethiopia,ETH,M,Gold,77437.0,39291.0,27.0,165.0,56.0
"Athletics Men's 10,000 metres",Athletics,2004,Ethiopia,ETH,M,Gold,17852.0,9487.0,22.0,165.0,56.0
"Athletics Men's 10,000 metres",Athletics,2008,Ethiopia,ETH,M,Gold,17854.0,9487.0,26.0,165.0,56.0
"Athletics Men's 10,000 metres",Athletics,2012,UK,GBR,M,Gold,66485.0,34012.0,29.0,175.0,58.0
"Athletics Men's 10,000 metres",Athletics,2016,UK,GBR,M,Gold,66487.0,34012.0,33.0,175.0,58.0
Athletics Men's 100 metres,Athletics,1896,USA,USA,M,Gold,32333.0,16616.0,21.0,183.0,66.0
Athletics Men's 100 metres,Athletics,1900,USA,USA,M,Gold,106738.0,53970.0,21.0,167.0,58.0
Athletics Men's 100 metres,Athletics,1904,USA,USA,M,Gold,88285.0,44773.0,23.0,167.0,64.0
Athletics Men's 100 metres,Athletics,1906,USA,USA,M,Gold,88287.0,44773.0,25.0,167.0,64.0
Athletics Men's 100 metres,Athletics,1908,South Africa,RSA,M,Gold,255910.0,128130.0,19.0,170.0,61.0
Athletics Men's 100 metres,Athletics,1912,USA,USA,M,Gold,45842.0,23661.0,22.0,182.0,73.0
Athletics Men's 100 metres,Athletics,1920,USA,USA,M,Gold,179975.0,90466.0,19.0,172.0,75.0
Athletics Men's 100 metres,Athletics,1924,UK,GBR,M,Gold,915.0,519.0,24.0,183.0,75.0
Athletics Men's 100 metres,Athletics,1928,Canada,CAN,M,Gold,261082.0,130651.0,19.0,170.0,56.0
Athletics Men's 100 metres,Athletics,1932,USA,USA,M,Gold,241133.0,120784.0,23.0,170.0,65.0
Athletics Men's 100 metres,Athletics,1936,USA,USA,M,Gold,179557.0,90226.0,22.0,178.0,71.0
Athletics Men's 100 metres,Athletics,1948,USA,USA,M,Gold,55693.0,28539.0,25.0,178.0,69.0
Athletics Men's 100 metres,Athletics,1952,USA,USA,M,Gold,198892.0,99895.0,21.0,173.0,67.0
Athletics Men's 100 metres,Athletics,1956,USA,USA,M,Gold,163978.0,82302.0,21.0,186.0,75.0
Athletics Men's 100 metres,Athletics,1960,Germany,GER,M,Gold,91483.0,46370.0,23.0,182.0,71.0
Athletics Men's 100 metres,Athletics,1964,USA,USA,M,Gold,92484.0,46839.0,21.0,183.0,86.0
Athletics Men's 100 metres,Athletics,1968,USA,USA,M,Gold,96175.0,48696.0,22.0,183.0,81.0
Athletics Men's 100 metres,Athletics,1972,Russia,URS,M,Gold,26261.0,13691.0,22.0,183.0,80.0
Athletics Men's 100 metres,Athletics,1976,Trinidad,TTO,M,Gold,45942.0,23711.0,25.0,187.0,90.0
Athletics Men's 100 metres,Athletics,1980,UK,GBR,M,Gold,258699.0,129523.0,28.0,183.0,86.0
Athletics Men's 100 metres,Athletics,1984,USA,USA,M,Gold,137689.0,69210.0,23.0,188.0,80.0
Athletics Men's 100 metres,Athletics,1988,USA,USA,M,Gold,137693.0,69210.0,27.0,188.0,80.0
Athletics Men's 100 metres,Athletics,1992,UK,GBR,M,Gold,41329.0,21313.0,32.0,189.0,94.0
Athletics Men's 100 metres,Athletics,1996,Canada,CAN,M,Gold,12653.0,6890.0,28.0,183.0,82.0
Athletics Men's 100 metres,Athletics,2000,USA,USA,M,Gold,83952.0,42669.0,26.0,176.0,80.0
Athletics Men's 100 metres,Athletics,2004,USA,USA,M,Gold,76917.0,39035.0,22.0,186.0,80.0
Athletics Men's 100 metres,Athletics,2008,Jamaica,JAM,M,Gold,24877.0,13029.0,21.0,196.0,95.0
Athletics Men's 100 metres,Athletics,2012,Jamaica,JAM,M,Gold,24880.0,13029.0,25.0,196.0,95.0
Athletics Men's 100 metres,Athletics,2016,Jamaica,JAM,M,Gold,24883.0,13029.0,29.0,196.0,95.0
Athletics Men's 110 metres Hurdles,Athletics,1896,USA,USA,M,Gold,47375.0,24423.0,23.0,176.0,66.0
Athletics Men's 110 metres Hurdles,Athletics,1900,USA,USA,M,Gold,126246.0,63659.0,23.0,183.0,75.0
Athletics Men's 110 metres Hurdles,Athletics,1906,USA,USA,M,Gold,134275.0,67605.0,22.0,180.0,73.0
Athletics Men's 110 metres Hurdles,Athletics,1908,USA,USA,M,Gold,223867.0,112451.0,23.0,183.0,81.0
Athletics Men's 110 metres Hurdles,Athletics,1912,USA,USA,M,Gold,115607.0,58573.0,20.0,182.0,72.0
Athletics Men's 110 metres Hurdles,Athletics,1920,Canada,CAN,M,Gold,239457.0,120016.0,25.0,188.0,86.0
Athletics Men's 110 metres Hurdles,Athletics,1924,USA,USA,M,Gold,119628.0,60560.0,22.0,183.0,72.0
Athletics Men's 110 metres Hurdles,Athletics,1928,South Africa,RSA,M,Gold,10668.0,5831.0,27.0,186.0,76.0
Athletics Men's 110 metres Hurdles,Athletics,1932,USA,USA,M,Gold,208641.0,104754.0,23.0,190.0,77.0
Athletics Men's 110 metres Hurdles,Athletics,1936,USA,USA,M,Gold,242693.0,121546.0,22.0,188.0,75.0
Athletics Men's 110 metres Hurdles,Athletics,1948,USA,USA,M,Gold,191811.0,96301.0,22.0,190.0,73.0
Athletics Men's 110 metres Hurdles,Athletics,1952,USA,USA,M,Gold,55695.0,28539.0,29.0,178.0,69.0
Athletics Men's 110 metres Hurdles,Athletics,1956,USA,USA,M,Gold,33838.0,17437.0,23.0,185.0,75.0
Athletics Men's 110 metres Hurdles,Athletics,1960,USA,USA,M,Gold,33839.0,17437.0,27.0,185.0,75.0
Athletics Men's 110 metres Hurdles,Athletics,1964,USA,USA,M,Gold,110096.0,55667.0,26.0,180.0,76.0
Athletics Men's 110 metres Hurdles,Athletics,1968,USA,USA,M,Gold,49587.0,25546.0,25.0,186.0,84.0
Athletics Men's 110 metres Hurdles,Athletics,1972,USA,USA,M,Gold,158894.0,79774.0,22.0,183.0,79.0
Athletics Men's 110 metres Hurdles,Athletics,1976,France,FRA,M,Gold,58881.0,30135.0,25.0,188.0,74.0
Athletics Men's 110 metres Hurdles,Athletics,1980,Germany,GDR,M,Gold,165841.0,83305.0,27.0,185.0,80.0
Athletics Men's 110 metres Hurdles,Athletics,1984,USA,USA,M,Gold,119540.0,60514.0,21.0,185.0,91.0
Athletics Men's 110 metres Hurdles,Athletics,1988,USA,USA,M,Gold,119541.0,60514.0,26.0,185.0,91.0
Athletics Men's 110 metres Hurdles,Athletics,1992,Canada,CAN,M,Gold,154951.0,77761.0,30.0,181.0,70.0
Athletics Men's 110 metres Hurdles,Athletics,1996,USA,USA,M,Gold,109417.0,55323.0,25.0,178.0,70.0
Athletics Men's 110 metres Hurdles,Athletics,2000,Cuba,CUB,M,Gold,75857.0,38508.0,24.0,189.0,79.0
Athletics Men's 110 metres Hurdles,Athletics,2004,China,CHN,M,Gold,140724.0,70653.0,21.0,188.0,74.0
Athletics Men's 110 metres Hurdles,Athletics,2008,Cuba,CUB,M,Gold,202052.0,101483.0,21.0,191.0,80.0
Athletics Men's 110 metres Hurdles,Athletics,2012,USA,USA,M,Gold,157257.0,78962.0,27.0,188.0,72.0
"Athletics Men's 2,500 metres Steeplechase",Athletics,1900,Canada,CAN,M,Gold,178305.0,89626.0,27.0,169.0,65.0
"Athletics Men's 2,590 metres Steeplechase",Athletics,1904,USA,USA,M,Gold,138946.0,69800.0,22.0,173.0,61.0
Athletics Men's 20 kilometres Walk,Athletics,1960,Russia,URS,M,Gold,98018.0,49611.0,24.0,178.0,77.0
Athletics Men's 20 kilometres Walk,Athletics,1964,UK,GBR,M,Gold,152797.0,76674.0,30.0,185.0,78.0
Athletics Men's 20 kilometres Walk,Athletics,1968,Russia,URS,M,Gold,98020.0,49611.0,32.0,178.0,77.0
Athletics Men's 20 kilometres Walk,Athletics,1972,Germany,GDR,M,Gold,72964.0,37083.0,33.0,182.0,75.0
Athletics Men's 20 kilometres Walk,Athletics,1976,Mexico,MEX,M,Gold,16448.0,8828.0,23.0,170.0,68.0
Athletics Men's 20 kilometres Walk,Athletics,1980,Italy,ITA,M,Gold,48710.0,25111.0,23.0,183.0,70.0
Athletics Men's 20 kilometres Walk,Athletics,1984,Mexico,MEX,M,Gold,34874.0,17976.0,24.0,170.0,60.0
Athletics Men's 20 kilometres Walk,Athletics,1988,Czech Republic,TCH,M,Gold,193052.0,96929.0,28.0,168.0,66.0
Athletics Men's 20 kilometres Walk,Athletics,1992,Spain,ESP,M,Gold,189992.0,95426.0,26.0,181.0,64.0
Athletics Men's 20 kilometres Walk,Athletics,1996,Ecuador,ECU,M,Gold,185631.0,93329.0,22.0,167.0,60.0
Athletics Men's 20 kilometres Walk,Athletics,2000,Poland,POL,M,Gold,124626.0,62932.0,32.0,168.0,60.0
Athletics Men's 20 kilometres Walk,Athletics,2004,Italy,ITA,M,Gold,30446.0,15704.0,27.0,176.0,61.0
Athletics Men's 20 kilometres Walk,Athletics,2008,Russia,RUS,M,Gold,25652.0,13404.0,21.0,178.0,63.0
Athletics Men's 20 kilometres Walk,Athletics,2012,China,CHN,M,Gold,39245.0,20182.0,19.0,175.0,62.0
Athletics Men's 20 kilometres Walk,Athletics,2016,China,CHN,M,Gold,256918.0,128646.0,24.0,180.0,62.0
Athletics Men's 200 metres,Athletics,1900,USA,USA,M,Gold,238169.0,119439.0,24.0,183.0,64.0
Athletics Men's 200 metres,Athletics,1904,USA,USA,M,Gold,88286.0,44773.0,23.0,167.0,64.0
Athletics Men's 200 metres,Athletics,1908,Canada,CAN,M,Gold,116200.0,58839.0,25.0,171.0,66.0
Athletics Men's 200 metres,Athletics,1912,USA,USA,M,Gold,45843.0,23661.0,22.0,182.0,73.0
Athletics Men's 200 metres,Athletics,1920,USA,USA,M,Gold,262851.0,131527.0,22.0,180.0,73.0
Athletics Men's 200 metres,Athletics,1924,USA,USA,M,Gold,213850.0,107393.0,27.0,172.0,61.0
Athletics Men's 200 metres,Athletics,1928,Canada,CAN,M,Gold,261083.0,130651.0,19.0,170.0,56.0
Athletics Men's 200 metres,Athletics,1932,USA,USA,M,Gold,241134.0,120784.0,23.0,170.0,65.0
Athletics Men's 200 metres,Athletics,1936,USA,USA,M,Gold,179558.0,90226.0,22.0,178.0,71.0
Athletics Men's 200 metres,Athletics,1948,USA,USA,M,Gold,183288.0,92136.0,23.0,185.0,72.0
Athletics Men's 200 metres,Athletics,1952,USA,USA,M,Gold,227516.0,114307.0,24.0,187.0,79.0
Athletics Men's 200 metres,Athletics,1956,USA,USA,M,Gold,163979.0,82302.0,21.0,186.0,75.0
Athletics Men's 200 metres,Athletics,1960,Italy,ITA,M,Gold,20468.0,10798.0,21.0,180.0,66.0
Athletics Men's 200 metres,Athletics,1964,USA,USA,M,Gold,35974.0,18481.0,21.0,191.0,84.0
Athletics Men's 200 metres,Athletics,1968,USA,USA,M,Gold,223812.0,112418.0,24.0,191.0,84.0
Athletics Men's 200 metres,Athletics,1972,Russia,URS,M,Gold,26262.0,13691.0,22.0,183.0,80.0
Athletics Men's 200 metres,Athletics,1976,Jamaica,JAM,M,Gold,194923.0,97822.0,25.0,175.0,70.0
Athletics Men's 200 metres,Athletics,1980,Italy,ITA,M,Gold,156775.0,78746.0,28.0,180.0,73.0
Athletics Men's 200 metres,Athletics,1984,USA,USA,M,Gold,137690.0,69210.0,23.0,188.0,80.0
Athletics Men's 200 metres,Athletics,1988,USA,USA,M,Gold,53342.0,27381.0,21.0,182.0,76.0
Athletics Men's 200 metres,Athletics,1992,USA,USA,M,Gold,150279.0,75388.0,24.0,178.0,75.0
Athletics Men's 200 metres,Athletics,1996,USA,USA,M,Gold,109633.0,55430.0,28.0,183.0,77.0
Athletics Men's 200 metres,Athletics,2000,Greece,GRE,M,Gold,116019.0,58758.0,27.0,180.0,73.0
Athletics Men's 200 metres,Athletics,2004,USA,USA,M,Gold,45979.0,23723.0,26.0,181.0,86.0
