Event,Sport,Year,Country,NOC,Sex,Medal,sno,ID,Age,Height,Weight
Athletics Women's Shot Put,Athletics,1992,Russia,EUN,F,Gold,127228.0,64145.0,23.0,184.0,94.0
Athletics Women's Shot Put,Athletics,1996,Germany,GER,F,Gold,128951.0,64922.0,26.0,186.0,89.0
Athletics Women's Shot Put,Athletics,2000,Belarus,BLR,F,Gold,193737.0,97246.0,23.0,187.0,92.0
Athletics Women's Shot Put,Athletics,2004,Cuba,CUB,F,Gold,47103.0,24281.0,29.0,183.0,104.0
Athletics Women's Shot Put,Athletics,2008,New Zealand,NZL,F,Gold,1527.0,846.0,23.0,193.0,120.0
Athletics Women's Shot Put,Athletics,2012,New Zealand,NZL,F,Gold,1528.0,846.0,27.0,193.0,120.0
Athletics Women's Shot Put,Athletics,2016,USA,USA,F,Gold,36306.0,18653.0,30.0,176.0,136.0
Athletics Women's Triple Jump,Athletics,1996,Ukraine,UKR,F,Gold,126698.0,63890.0,29.0,178.0,60.0
Athletics Women's Triple Jump,Athletics,2000,Bulgaria,BUL,F,Gold,149758.0,75107.0,23.0,173.0,56.0
Athletics Women's Triple Jump,Athletics,2004,Cameroon,CMR,F,Gold,153801.0,77190.0,28.0,172.0,63.0
Athletics Women's Triple Jump,Athletics,2008,Cameroon,CMR,F,Gold,153802.0,77190.0,32.0,172.0,63.0
Athletics Women's Triple Jump,Athletics,2012,Kazakhstan,KAZ,F,Gold,207001.0,103888.0,27.0,183.0,62.0
Athletics Women's Triple Jump,Athletics,2016,Colombia,COL,F,Gold,101862.0,51514.0,32.0,185.0,70.0
Badminton Mixed Doubles,Badminton,2000,China,CHN,F,Gold,75661.0,38414.0,21.0,169.0,61.0
Badminton Mixed Doubles,Badminton,2004,China,CHN,F,Gold,75663.0,38414.0,25.0,169.0,61.0
Badminton Mixed Doubles,Badminton,2008,South Korea,KOR,F,Gold,135061.0,67958.0,27.0,181.0,74.0
Badminton Mixed Doubles,Badminton,2012,China,CHN,F,Gold,269148.0,134683.0,25.0,173.0,60.0
Badminton Mixed Doubles,Badminton,2016,Indonesia,INA,F,Gold,168517.0,84700.0,30.0,169.0,62.0
Badminton Women's Doubles,Badminton,1996,China,CHN,F,Gold,81502.5,41339.0,21.5,168.0,60.0
Badminton Women's Doubles,Badminton,2000,China,CHN,F,Gold,81504.0,41339.0,25.5,168.0,60.0
Badminton Women's Doubles,Badminton,2004,China,CHN,F,Gold,266823.5,133512.0,24.0,174.0,66.5
Badminton Women's Doubles,Badminton,2008,China,CHN,F,Gold,162800.0,81779.5,23.0,168.0,66.0
Badminton Women's Doubles,Badminton,2012,China,CHN,F,Gold,254524.5,127449.0,25.0,170.5,61.5
Badminton Women's Doubles,Badminton,2016,Japan,JPN,F,Gold,193919.5,97266.5,25.0,162.5,55.0
Badminton Women's Singles,Badminton,2000,China,CHN,F,Gold,81604.0,41427.0,23.0,163.0,52.0
Badminton Women's Singles,Badminton,2004,China,CHN,F,Gold,268880.0,134525.0,29.0,175.0,65.0
Badminton Women's Singles,Badminton,2008,China,CHN,F,Gold,268881.0,134525.0,33.0,175.0,65.0
Badminton Women's Singles,Badminton,2012,China,CHN,F,Gold,138456.0,69540.0,21.0,175.0,65.0
Badminton Women's Singles,Badminton,2016,Spain,ESP,F,Gold,149622.0,75045.0,23.0,172.0,65.0
Basketball Women's Basketball,Basketball,1976,Russia,URS,F,Gold,192846.5,96850.5,24.5,182.5,78.5
Basketball Women's Basketball,Basketball,1980,Russia,URS,F,Gold,204690.5,102769.0,26.0,181.5,78.5
Basketball Women's Basketball,Basketball,1984,USA,USA,F,Gold,144084.0,72430.0,22.0,187.5,71.5
Basketball Women's Basketball,Basketball,1988,USA,USA,F,Gold,72340.5,36871.0,23.0,185.5,68.0
Basketball Women's Basketball,Basketball,1992,Russia,EUN,F,Gold,159784.0,80175.0,26.0,190.0,73.0
Basketball Women's Basketball,Basketball,1996,USA,USA,F,Gold,147675.5,74127.0,27.5,182.5,70.0
Basketball Women's Basketball,Basketball,2000,USA,USA,F,Gold,159509.0,80053.0,29.0,182.0,77.0
Basketball Women's Basketball,Basketball,2004,USA,USA,F,Gold,169023.0,84925.0,29.0,184.0,77.0
Basketball Women's Basketball,Basketball,2008,USA,USA,F,Gold,148365.5,74519.0,27.0,184.0,77.0
Basketball Women's Basketball,Basketball,2012,USA,USA,F,Gold,90917.0,46087.0,29.0,185.0,75.5
Basketball Women's Basketball,Basketball,2016,USA,USA,F,Gold,78278.0,39776.0,29.5,185.0,78.0
Beach Volleyball Women's Beach Volleyball,Beach Volleyball,1996,Brazil,BRA,F,Gold,214945.0,107953.0,28.5,172.0,62.5
Beach Volleyball Women's Beach Volleyball,Beach Volleyball,2000,Australia,AUS,F,Gold,118250.0,59678.0,30.0,182.5,72.5
Beach Volleyball Women's Beach Volleyball,Beach Volleyball,2004,USA,USA,F,Gold,204757.0,102616.0,26.0,183.0,72.5
Beach Volleyball Women's Beach Volleyball,Beach Volleyball,2008,USA,USA,F,Gold,204758.0,102616.0,30.0,183.0,72.5
Beach Volleyball Women's Beach Volleyball,Beach Volleyball,2012,USA,USA,F,Gold,204759.0,102616.0,33.5,183.0,72.5
Beach Volleyball Women's Beach Volleyball,Beach Volleyball,2016,Germany,GER,F,Gold,199733.0,100091.0,27.5,182.5,72.5
Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Biathlon,2014,Norway,NOR,F,Gold,40524.5,20904.5,27.5,164.5,57.5
Biathlon Women's 10 kilometres Pursuit,Biathlon,2002,Russia,RUS,F,Gold,194651.0,97703.0,26.0,163.0,55.0
Biathlon Women's 10 kilometres Pursuit,Biathlon,2006,Germany,GER,F,Gold,260643.0,130430.0,29.0,173.0,60.0
Biathlon Women's 10 kilometres Pursuit,Biathlon,2010,Germany,GER,F,Gold,170132.0,85492.0,23.0,166.0,58.0
Biathlon Women's 10 kilometres Pursuit,Biathlon,2014,Belarus,BLR,F,Gold,57196.0,29305.0,27.0,168.0,58.0
Biathlon Women's 12.5 kilometres Mass Start,Biathlon,2006,Sweden,SWE,F,Gold,176690.0,88847.0,32.0,159.0,55.0
Biathlon Women's 12.5 kilometres Mass Start,Biathlon,2010,Germany,GER,F,Gold,170133.0,85492.0,23.0,166.0,58.0
Biathlon Women's 12.5 kilometres Mass Start,Biathlon,2014,Belarus,BLR,F,Gold,57197.0,29305.0,27.0,168.0,58.0
Biathlon Women's 15 kilometres,Biathlon,1992,Germany,GER,F,Gold,160077.0,80328.0,24.0,173.0,66.0
Biathlon Women's 15 kilometres,Biathlon,1994,Canada,CAN,F,Gold,17418.0,9278.0,24.0,161.0,54.0
Biathlon Women's 15 kilometres,Biathlon,1998,Bulgaria,BUL,F,Gold,48108.0,24808.0,22.0,163.0,54.0
Biathlon Women's 15 kilometres,Biathlon,2002,Germany,GER,F,Gold,94081.0,47627.0,24.0,159.0,49.0
Biathlon Women's 15 kilometres,Biathlon,2006,Russia,RUS,F,Gold,103853.0,52545.0,33.0,165.0,57.0
Biathlon Women's 15 kilometres,Biathlon,2010,Norway,NOR,F,Gold,19865.0,10467.0,28.0,166.0,56.0
Biathlon Women's 15 kilometres,Biathlon,2014,Belarus,BLR,F,Gold,57198.0,29305.0,27.0,168.0,58.0
Biathlon Women's 3 x 7.5 kilometres Relay,Biathlon,1992,France,FRA,F,Gold,42464.0,21907.0,23.0,174.0,52.0
Biathlon Women's 4 x 6 kilometres Relay,Biathlon,2006,Russia,RUS,F,Gold,64050.0,32628.5,28.0,166.0,57.5
Biathlon Women's 4 x 6 kilometres Relay,Biathlon,2010,Russia,RUS,F,Gold,208757.0,104820.0,30.5,165.0,56.5
Biathlon Women's 4 x 6 kilometres Relay,Biathlon,2014,Ukraine,UKR,F,Gold,202328.5,101594.0,27.5,164.0,61.5
Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon,1994,Russia,RUS,F,Gold,217597.0,109190.5,27.5,161.0,56.5
Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon,1998,Germany,GER,F,Gold,36882.5,19075.0,25.5,170.5,62.0
Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon,2002,Germany,GER,F,Gold,75096.0,38189.0,26.5,167.5,58.5
Biathlon Women's 7.5 kilometres Sprint,Biathlon,1992,Russia,EUN,F,Gold,199687.0,100302.0,27.0,162.0,55.0
Biathlon Women's 7.5 kilometres Sprint,Biathlon,1994,Canada,CAN,F,Gold,17417.0,9278.0,24.0,161.0,54.0
Biathlon Women's 7.5 kilometres Sprint,Biathlon,1998,Russia,RUS,F,Gold,128679.0,64781.0,25.0,176.0,66.0
Biathlon Women's 7.5 kilometres Sprint,Biathlon,2002,Germany,GER,F,Gold,260639.0,130430.0,25.0,173.0,60.0
Biathlon Women's 7.5 kilometres Sprint,Biathlon,2006,France,FRA,F,Gold,16495.0,8849.0,31.0,167.0,60.0
Biathlon Women's 7.5 kilometres Sprint,Biathlon,2010,Slovakia,SVK,F,Gold,129848.0,65376.0,25.0,180.0,67.0
Biathlon Women's 7.5 kilometres Sprint,Biathlon,2014,Slovakia,SVK,F,Gold,129853.0,65376.0,29.0,180.0,67.0
Bobsleigh Women's Two,Bobsleigh,2002,USA,USA,F,Gold,41806.0,21513.0,26.5,167.0,67.5
Bobsleigh Women's Two,Bobsleigh,2006,Germany,GER,F,Gold,203620.0,102226.5,29.0,175.5,79.5
Bobsleigh Women's Two,Bobsleigh,2010,Canada,CAN,F,Gold,132812.0,66868.0,27.5,174.0,74.5
Bobsleigh Women's Two,Bobsleigh,2014,Canada,CAN,F,Gold,132813.0,66868.0,31.5,174.0,74.5
Boxing Women's Flyweight,Boxing,2012,UK,GBR,F,Gold,1494.0,832.0,29.0,164.0,51.0
Boxing Women's Flyweight,Boxing,2016,UK,GBR,F,Gold,1495.0,832.0,33.0,164.0,51.0
Boxing Women's Lightweight,Boxing,2012,Ireland,IRL,F,Gold,237122.0,118917.0,26.0,165.0,60.0
Boxing Women's Lightweight,Boxing,2016,France,FRA,F,Gold,164306.0,82474.0,23.0,168.0,60.0
Boxing Women's Middleweight,Boxing,2012,USA,USA,F,Gold,218459.0,109724.0,17.0,175.0,75.0
Boxing Women's Middleweight,Boxing,2016,USA,USA,F,Gold,218460.0,109724.0,21.0,175.0,75.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1960,Russia,URS,F,Gold,217878.0,109419.5,30.0,165.5,65.5
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1964,Germany,GER,F,Gold,167431.0,84143.5,23.5,168.5,66.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1968,Germany,FRG,F,Gold,167432.0,84143.5,27.5,168.5,66.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1972,Russia,URS,F,Gold,123558.5,62361.0,29.5,166.5,68.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1976,Russia,URS,F,Gold,104507.5,52842.5,24.5,170.0,69.5
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1980,Germany,GDR,F,Gold,50031.0,25602.5,21.0,171.5,64.5
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1984,Sweden,SWE,F,Gold,91909.5,46415.5,21.5,168.5,63.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1988,Germany,GDR,F,Gold,121504.5,61306.5,24.0,173.0,69.5
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1992,Germany,GER,F,Gold,182553.0,91705.5,25.0,174.5,70.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,1996,Sweden,SWE,F,Gold,133435.5,67004.0,33.5,172.0,66.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,2000,Germany,GER,F,Gold,162662.5,81736.5,30.0,175.5,69.5
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,2004,Hungary,HUN,F,Gold,91805.0,46531.5,25.0,173.5,66.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,2008,Hungary,HUN,F,Gold,91807.0,46531.5,29.0,173.5,66.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,2012,Germany,GER,F,Gold,156685.5,78804.5,23.5,174.0,69.0
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,2016,Hungary,HUN,F,Gold,179959.5,90432.5,29.0,169.0,62.5
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,1984,Romania,ROU,F,Gold,174370.0,87629.5,29.5,171.0,62.0
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,1988,Germany,GDR,F,Gold,182552.0,91705.5,23.0,174.5,70.0
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,1992,Hungary,HUN,F,Gold,89698.0,45544.0,25.0,173.5,65.0
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,1996,Germany,GER,F,Gold,178430.5,89597.5,27.5,173.5,69.5
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,2000,Germany,GER,F,Gold,189639.0,95224.0,27.5,173.5,69.5
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,2004,Germany,GER,F,Gold,154802.5,77795.0,26.0,174.5,67.0
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,2008,Germany,GER,F,Gold,227122.5,113858.0,23.5,177.0,64.5
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,2012,Hungary,HUN,F,Gold,125824.5,63471.5,28.0,171.0,63.5
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,2016,Hungary,HUN,F,Gold,96602.0,48950.0,29.0,171.0,63.5
"Canoeing Women's Kayak Singles, 200 metres",Canoeing,2012,New Zealand,NZL,F,Gold,36124.0,18563.0,23.0,168.0,63.0
"Canoeing Women's Kayak Singles, 200 metres",Canoeing,2016,New Zealand,NZL,F,Gold,36126.0,18563.0,27.0,168.0,63.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1952,Finland,FIN,F,Gold,207950.0,104380.0,37.0,170.0,60.5
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1960,Russia,URS,F,Gold,216677.0,108790.0,30.0,164.0,66.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1964,Russia,URS,F,Gold,117576.0,59511.0,28.0,164.0,67.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1968,Russia,URS,F,Gold,117577.0,59511.0,32.0,164.0,67.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1972,Russia,URS,F,Gold,199804.0,100361.0,25.0,164.0,63.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1976,Germany,GDR,F,Gold,270065.0,135109.0,21.0,178.0,78.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1980,Germany,GDR,F,Gold,69801.0,35550.0,18.0,172.0,69.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1984,Sweden,SWE,F,Gold,6907.0,3880.0,23.0,172.0,68.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1988,Bulgaria,BUL,F,Gold,78525.0,39854.0,28.0,167.0,65.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1992,Germany,GER,F,Gold,69805.0,35550.0,30.0,172.0,69.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,1996,Hungary,HUN,F,Gold,121943.0,61650.0,31.0,174.0,69.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,2000,Italy,ITA,F,Gold,102047.0,51618.0,35.0,176.0,67.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,2004,Hungary,HUN,F,Gold,57961.0,29663.0,22.0,174.0,68.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,2008,Ukraine,UKR,F,Gold,178855.0,89894.0,25.0,166.0,63.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,2012,Hungary,HUN,F,Gold,125994.0,63543.0,25.0,168.0,63.0
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,2016,Hungary,HUN,F,Gold,125996.0,63543.0,29.0,168.0,63.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,1972,Germany,GDR,F,Gold,12543.0,6827.0,20.0,165.0,69.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,1992,Germany,GER,F,Gold,158155.0,79409.0,26.0,160.0,52.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,1996,Czech Republic,CZE,F,Gold,95907.0,48549.0,28.0,164.0,56.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,2000,Czech Republic,CZE,F,Gold,95908.0,48549.0,32.0,164.0,56.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,2004,Slovakia,SVK,F,Gold,112341.0,56884.0,32.0,172.0,65.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,2008,Slovakia,SVK,F,Gold,112342.0,56884.0,36.0,172.0,65.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,2012,France,FRA,F,Gold,67810.0,34654.0,29.0,170.0,63.0
"Canoeing Women's Kayak Singles, Slalom",Canoeing,2016,Spain,ESP,F,Gold,41074.0,21174.0,33.0,161.0,55.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1952,Finland,FIN,F,Gold,260038.0,130167.0,31.0,163.0,61.5
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1956,Russia,URS,F,Gold,126192.0,63624.0,26.0,155.0,53.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1960,Russia,URS,F,Gold,86814.0,44037.0,29.0,159.0,59.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1964,Russia,URS,F,Gold,27594.0,14314.0,24.0,159.0,60.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1968,Sweden,SWE,F,Gold,86973.0,44113.0,30.0,162.0,54.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1972,Russia,URS,F,Gold,128723.0,64799.0,29.0,160.0,57.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1976,Russia,URS,F,Gold,223210.0,112111.0,23.0,162.0,53.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1980,Germany,GDR,F,Gold,187619.0,94285.0,24.0,157.0,48.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1984,Finland,FIN,F,Gold,120069.0,60783.0,28.0,176.0,68.5
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,1988,Russia,URS,F,Gold,251271.0,125835.0,26.0,169.0,63.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,2002,Norway,NOR,F,Gold,222065.0,111599.0,29.0,173.0,63.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,2006,Estonia,EST,F,Gold,223270.0,112131.0,28.0,168.0,59.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,2010,Sweden,SWE,F,Gold,112371.0,56898.0,22.0,162.0,60.0
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,2014,Poland,POL,F,Gold,125898.0,63507.0,31.0,173.0,59.0
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,1992,Russia,EUN,F,Gold,265342.0,132791.0,25.0,167.0,58.0
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,1994,Italy,ITA,F,Gold,54760.0,28063.0,31.0,164.0,55.0
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,1998,Russia,RUS,F,Gold,49030.0,25262.0,27.0,168.0,56.0
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,2002,Italy,ITA,F,Gold,18393.0,9747.0,33.0,158.0,45.0
Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing,2006,Estonia,EST,F,Gold,223272.0,112131.0,28.0,168.0,59.0
Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing,2010,Norway,NOR,F,Gold,22677.0,11943.0,29.0,168.0,64.0
Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing,2014,Norway,NOR,F,Gold,22682.0,11943.0,33.0,168.0,64.0
Cross Country Skiing Women's 20 kilometres,Cross Country Skiing,1984,Finland,FIN,F,Gold,120070.0,60783.0,28.0,176.0,68.5
Cross Country Skiing Women's 20 kilometres,Cross Country Skiing,1988,Russia,URS,F,Gold,240116.0,120323.0,23.0,162.0,56.0
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,1956,Finland,FIN,F,Gold,190855.0,95866.0,28.0,163.0,57.0
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,1960,Sweden,SWE,F,Gold,230386.0,115638.0,25.0,167.0,60.0
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,1964,Russia,URS,F,Gold,75273.0,38230.5,28.5,160.5,58.0
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,1968,Norway,NOR,F,Gold,87838.0,44349.0,26.5,166.5,55.5
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,1972,Russia,URS,F,Gold,165195.0,82954.0,29.0,160.0,57.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,1992,Italy,ITA,F,Gold,18380.0,9747.0,23.0,158.0,45.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,1994,Italy,ITA,F,Gold,54761.0,28063.0,31.0,164.0,55.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,1998,Russia,RUS,F,Gold,39668.0,20403.0,21.0,164.0,54.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,2002,Italy,ITA,F,Gold,182742.0,91845.0,32.0,173.0,62.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,2006,Czech Republic,CZE,F,Gold,170102.0,85479.0,32.0,175.0,67.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,2010,Poland,POL,F,Gold,125895.0,63507.0,27.0,173.0,59.0
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,2014,Norway,NOR,F,Gold,22681.0,11943.0,33.0,168.0,64.0
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1976,Russia,URS,F,Gold,128727.0,64799.0,28.0,160.0,55.0
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1980,Germany,GDR,F,Gold,95321.0,48268.0,24.0,160.0,53.0
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1984,Norway,NOR,F,Gold,139820.0,70421.5,22.5,174.5,58.5
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1988,Russia,URS,F,Gold,183565.5,92213.5,23.0,164.5,55.5
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1992,Russia,EUN,F,Gold,235294.0,117984.0,25.5,165.5,55.5
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1994,Russia,RUS,F,Gold,190653.5,95652.0,27.5,167.0,56.0
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,1998,Russia,RUS,F,Gold,105552.5,53309.0,30.5,167.0,55.5
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,2002,Germany,GER,F,Gold,111643.0,56331.0,24.5,167.5,57.0
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,2006,Russia,RUS,F,Gold,84542.5,42773.0,29.5,166.5,55.5
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,2010,Norway,NOR,F,Gold,222361.0,111707.0,29.0,168.0,62.0
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,2014,Sweden,SWE,F,Gold,107703.0,54511.0,26.5,165.0,60.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1964,Russia,URS,F,Gold,27593.0,14314.0,24.0,159.0,60.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1968,Sweden,SWE,F,Gold,86972.0,44113.0,30.0,162.0,54.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1972,Russia,URS,F,Gold,128722.0,64799.0,29.0,160.0,57.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1976,Finland,FIN,F,Gold,120447.0,60960.0,28.0,157.0,55.5
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1980,Russia,URS,F,Gold,223212.0,112111.0,27.0,162.0,53.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1984,Finland,FIN,F,Gold,120068.0,60783.0,28.0,176.0,68.5
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1988,Finland,FIN,F,Gold,152361.0,76467.0,23.0,174.0,63.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1992,Finland,FIN,F,Gold,203437.0,102140.0,26.0,162.0,52.5
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1994,Russia,RUS,F,Gold,265346.0,132791.0,27.0,167.0,58.0
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,1998,Russia,RUS,F,Gold,133940.0,67447.0,32.0,167.0,57.0
Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing,1992,Russia,EUN,F,Gold,265344.0,132791.0,25.0,167.0,58.0
Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing,1994,Russia,RUS,F,Gold,265349.0,132791.0,27.0,167.0,58.0
Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing,1998,Russia,RUS,F,Gold,133943.0,67447.0,32.0,167.0,57.0
Cross Country Skiing Women's 5/5 kilometres Pursuit,Cross Country Skiing,2002,Canada,CAN,F,Gold,215092.0,107976.0,27.0,171.0,64.0
Cross Country Skiing Women's Sprint,Cross Country Skiing,2002,Russia,RUS,F,Gold,39670.0,20403.0,25.0,164.0,54.0
Cross Country Skiing Women's Sprint,Cross Country Skiing,2006,Canada,CAN,F,Gold,45932.0,23707.0,22.0,175.0,68.0
Cross Country Skiing Women's Sprint,Cross Country Skiing,2010,Norway,NOR,F,Gold,22674.0,11943.0,29.0,168.0,64.0
Cross Country Skiing Women's Team Sprint,Cross Country Skiing,2006,Sweden,SWE,F,Gold,27644.5,14405.0,26.5,161.5,59.0
Cross Country Skiing Women's Team Sprint,Cross Country Skiing,2010,Germany,GER,F,Gold,168327.0,84563.5,30.5,165.0,55.0
Cross Country Skiing Women's Team Sprint,Cross Country Skiing,2014,Norway,NOR,F,Gold,22684.0,11943.0,33.0,168.0,64.0
Curling Women's Curling,Curling,1998,Canada,CAN,F,Gold,85809.0,43511.0,32.0,167.0,68.0
Curling Women's Curling,Curling,2002,UK,GBR,F,Gold,150718.0,75628.0,33.0,167.0,66.0
Curling Women's Curling,Curling,2006,Sweden,SWE,F,Gold,158385.0,79545.0,34.5,167.0,65.0
Curling Women's Curling,Curling,2010,Sweden,SWE,F,Gold,158386.0,79545.0,38.5,167.0,65.0
Curling Women's Curling,Curling,2014,Canada,CAN,F,Gold,144027.5,72402.5,35.5,167.5,62.0
Cycling Women's 500 metres Time Trial,Cycling,2000,France,FRA,F,Gold,13459.0,7303.0,29.0,168.0,70.0
Cycling Women's 500 metres Time Trial,Cycling,2004,Australia,AUS,F,Gold,155385.0,78005.0,20.0,165.0,70.0
Cycling Women's BMX,Cycling,2008,France,FRA,F,Gold,38890.0,20013.0,30.0,172.0,64.0
Cycling Women's BMX,Cycling,2012,Colombia,COL,F,Gold,180331.0,90631.0,20.0,158.0,50.0
Cycling Women's BMX,Cycling,2016,Colombia,COL,F,Gold,180332.0,90631.0,24.0,158.0,50.0
"Cycling Women's Individual Pursuit, 3,000 metres",Cycling,1992,Germany,GER,F,Gold,204701.0,102788.0,25.0,174.0,64.0
"Cycling Women's Individual Pursuit, 3,000 metres",Cycling,1996,Italy,ITA,F,Gold,18361.0,9739.0,27.0,180.0,73.0
