Event,Sport,Year,Country,NOC,Sex,Medal,sno,ID,Age,Height,Weight
"Cycling Women's Individual Pursuit, 3,000 metres",Cycling,2000,Netherlands,NED,F,Gold,269759.0,134980.0,30.0,168.0,69.0
"Cycling Women's Individual Pursuit, 3,000 metres",Cycling,2004,New Zealand,NZL,F,Gold,246163.0,123264.0,28.0,167.0,64.0
"Cycling Women's Individual Pursuit, 3,000 metres",Cycling,2008,UK,GBR,F,Gold,203827.0,102335.0,28.0,182.0,73.0
Cycling Women's Individual Time Trial,Cycling,1996,Russia,RUS,F,Gold,267029.0,133595.0,22.0,178.0,65.0
Cycling Women's Individual Time Trial,Cycling,2000,Netherlands,NED,F,Gold,269758.0,134980.0,30.0,168.0,69.0
Cycling Women's Individual Time Trial,Cycling,2004,Netherlands,NED,F,Gold,269762.0,134980.0,34.0,168.0,69.0
Cycling Women's Individual Time Trial,Cycling,2008,USA,USA,F,Gold,9413.0,5167.0,34.0,173.0,58.0
Cycling Women's Individual Time Trial,Cycling,2012,USA,USA,F,Gold,9415.0,5167.0,38.0,173.0,58.0
Cycling Women's Individual Time Trial,Cycling,2016,USA,USA,F,Gold,9417.0,5167.0,42.0,173.0,58.0
Cycling Women's Keirin,Cycling,2012,UK,GBR,F,Gold,185015.0,92991.0,31.0,165.0,60.0
Cycling Women's Keirin,Cycling,2016,Netherlands,NED,F,Gold,138985.0,69817.0,22.0,185.0,90.0
"Cycling Women's Mountainbike, Cross-Country",Cycling,1996,Italy,ITA,F,Gold,187681.0,94323.0,27.0,178.0,58.0
"Cycling Women's Mountainbike, Cross-Country",Cycling,2000,Italy,ITA,F,Gold,187682.0,94323.0,31.0,178.0,58.0
"Cycling Women's Mountainbike, Cross-Country",Cycling,2004,Norway,NOR,F,Gold,48243.0,24864.0,31.0,173.0,64.0
"Cycling Women's Mountainbike, Cross-Country",Cycling,2008,Germany,GER,F,Gold,226671.0,113913.0,36.0,167.0,60.0
"Cycling Women's Mountainbike, Cross-Country",Cycling,2012,France,FRA,F,Gold,28931.0,14972.0,23.0,167.0,53.0
"Cycling Women's Mountainbike, Cross-Country",Cycling,2016,Sweden,SWE,F,Gold,201098.0,101026.0,22.0,165.0,55.0
Cycling Women's Omnium,Cycling,2012,UK,GBR,F,Gold,243745.0,122071.0,20.0,164.0,56.0
Cycling Women's Omnium,Cycling,2016,UK,GBR,F,Gold,243747.0,122071.0,24.0,164.0,56.0
Cycling Women's Points Race,Cycling,1996,France,FRA,F,Gold,65435.0,33490.0,26.0,170.0,70.0
Cycling Women's Points Race,Cycling,2000,Italy,ITA,F,Gold,18363.0,9739.0,31.0,180.0,73.0
Cycling Women's Points Race,Cycling,2004,Russia,RUS,F,Gold,223052.0,112020.0,35.0,168.0,60.0
Cycling Women's Points Race,Cycling,2008,Netherlands,NED,F,Gold,254768.0,127534.0,21.0,169.0,59.0
"Cycling Women's Road Race, Individual",Cycling,1984,USA,USA,F,Gold,35934.0,18459.0,27.0,178.0,59.0
"Cycling Women's Road Race, Individual",Cycling,1988,Netherlands,NED,F,Gold,121720.0,61539.0,24.0,168.0,65.0
"Cycling Women's Road Race, Individual",Cycling,1992,Australia,AUS,F,Gold,257591.0,128993.0,27.0,159.0,49.0
"Cycling Women's Road Race, Individual",Cycling,1996,France,FRA,F,Gold,142008.0,71236.0,37.0,164.0,48.0
"Cycling Women's Road Race, Individual",Cycling,2000,Netherlands,NED,F,Gold,269757.0,134980.0,30.0,168.0,69.0
"Cycling Women's Road Race, Individual",Cycling,2004,Australia,AUS,F,Gold,36105.0,18550.0,23.0,168.0,60.0
"Cycling Women's Road Race, Individual",Cycling,2008,UK,GBR,F,Gold,44384.0,22889.0,25.0,167.0,58.0
"Cycling Women's Road Race, Individual",Cycling,2012,Netherlands,NED,F,Gold,254769.0,127534.0,25.0,169.0,59.0
"Cycling Women's Road Race, Individual",Cycling,2016,Netherlands,NED,F,Gold,248396.0,124346.0,26.0,167.0,56.0
Cycling Women's Sprint,Cycling,1988,Russia,URS,F,Gold,208926.0,104881.0,26.0,165.0,63.0
Cycling Women's Sprint,Cycling,1992,Estonia,EST,F,Gold,208927.0,104881.0,30.0,165.0,63.0
Cycling Women's Sprint,Cycling,1996,France,FRA,F,Gold,13457.0,7303.0,25.0,168.0,70.0
Cycling Women's Sprint,Cycling,2000,France,FRA,F,Gold,13458.0,7303.0,29.0,168.0,70.0
Cycling Women's Sprint,Cycling,2004,Canada,CAN,F,Gold,165037.0,82874.0,38.0,175.0,80.0
Cycling Women's Sprint,Cycling,2008,UK,GBR,F,Gold,185013.0,92991.0,27.0,165.0,60.0
Cycling Women's Sprint,Cycling,2012,Australia,AUS,F,Gold,155387.0,78005.0,28.0,165.0,70.0
Cycling Women's Sprint,Cycling,2016,Germany,GER,F,Gold,253709.0,127043.0,25.0,160.0,66.0
Cycling Women's Team Pursuit,Cycling,2012,UK,GBR,F,Gold,205230.0,103052.0,21.0,175.0,62.0
Cycling Women's Team Pursuit,Cycling,2016,UK,GBR,F,Gold,109932.0,55468.0,23.0,173.0,62.5
Cycling Women's Team Sprint,Cycling,2012,Germany,GER,F,Gold,256256.0,128306.5,23.0,165.5,66.5
Cycling Women's Team Sprint,Cycling,2016,China,CHN,F,Gold,175479.5,88100.5,27.0,166.5,63.5
Diving Women's Platform,Diving,1952,USA,USA,F,Gold,154129.0,77388.0,22.0,162.0,58.0
Diving Women's Platform,Diving,1956,USA,USA,F,Gold,154131.0,77388.0,26.0,162.0,58.0
Diving Women's Platform,Diving,1960,Germany,GER,F,Gold,86377.0,43787.0,17.0,158.0,56.0
Diving Women's Platform,Diving,1964,USA,USA,F,Gold,32721.0,16825.0,17.0,163.0,52.0
Diving Women's Platform,Diving,1968,Czech Republic,TCH,F,Gold,59242.0,30345.0,16.0,162.0,67.0
Diving Women's Platform,Diving,1972,Sweden,SWE,F,Gold,121501.0,61434.0,17.0,173.0,60.0
Diving Women's Platform,Diving,1976,Russia,URS,F,Gold,250684.0,125557.0,18.0,165.0,55.0
Diving Women's Platform,Diving,1980,Germany,GDR,F,Gold,106785.0,53986.0,20.0,162.0,54.0
Diving Women's Platform,Diving,1984,China,CHN,F,Gold,269390.0,134797.0,19.0,156.0,50.0
Diving Women's Platform,Diving,1988,China,CHN,F,Gold,263979.0,132095.0,17.0,162.0,47.0
Diving Women's Platform,Diving,1992,China,CHN,F,Gold,73581.0,37398.0,13.0,160.0,48.0
Diving Women's Platform,Diving,1996,China,CHN,F,Gold,73583.0,37398.0,17.0,160.0,48.0
Diving Women's Platform,Diving,2000,USA,USA,F,Gold,260782.0,130484.0,22.0,168.0,57.0
Diving Women's Platform,Diving,2004,Australia,AUS,F,Gold,158178.0,79420.0,27.0,153.0,53.0
Diving Women's Platform,Diving,2008,China,CHN,F,Gold,39374.0,20258.0,15.0,160.0,47.0
Diving Women's Platform,Diving,2012,China,CHN,F,Gold,39376.0,20258.0,19.0,160.0,47.0
Diving Women's Platform,Diving,2016,China,CHN,F,Gold,198956.0,99924.0,15.0,162.0,49.0
Diving Women's Springboard,Diving,1952,USA,USA,F,Gold,154128.0,77388.0,22.0,162.0,58.0
Diving Women's Springboard,Diving,1956,USA,USA,F,Gold,154130.0,77388.0,26.0,162.0,58.0
Diving Women's Springboard,Diving,1960,Germany,GER,F,Gold,86376.0,43787.0,17.0,158.0,56.0
Diving Women's Springboard,Diving,1964,Germany,GER,F,Gold,86378.0,43787.0,21.0,158.0,56.0
Diving Women's Springboard,Diving,1968,USA,USA,F,Gold,82613.0,41970.0,20.0,168.0,52.0
Diving Women's Springboard,Diving,1972,USA,USA,F,Gold,119510.0,60498.0,28.0,170.0,59.0
Diving Women's Springboard,Diving,1976,USA,USA,F,Gold,38378.0,19733.0,17.0,168.0,52.0
Diving Women's Springboard,Diving,1980,Russia,URS,F,Gold,112311.0,56872.0,21.0,159.0,50.0
Diving Women's Springboard,Diving,1984,Canada,CAN,F,Gold,20380.0,10751.0,20.0,157.0,53.0
Diving Women's Springboard,Diving,1988,China,CHN,F,Gold,75667.0,38416.0,18.0,162.0,50.0
Diving Women's Springboard,Diving,1992,China,CHN,F,Gold,75668.0,38416.0,21.0,162.0,50.0
Diving Women's Springboard,Diving,1996,China,CHN,F,Gold,73582.0,37398.0,17.0,160.0,48.0
Diving Women's Springboard,Diving,2000,China,CHN,F,Gold,73584.0,37398.0,22.0,160.0,48.0
Diving Women's Springboard,Diving,2004,China,CHN,F,Gold,86686.0,43965.0,22.0,163.0,49.0
Diving Women's Springboard,Diving,2008,China,CHN,F,Gold,86688.0,43965.0,26.0,163.0,49.0
Diving Women's Springboard,Diving,2012,China,CHN,F,Gold,263399.0,131805.0,26.0,167.0,52.0
Diving Women's Springboard,Diving,2016,China,CHN,F,Gold,218391.0,109683.0,24.0,159.0,52.0
Diving Women's Synchronized Platform,Diving,2000,China,CHN,F,Gold,174134.0,87447.0,16.0,159.5,44.5
Diving Women's Synchronized Platform,Diving,2004,China,CHN,F,Gold,135330.5,68046.0,16.5,155.0,43.5
Diving Women's Synchronized Platform,Diving,2008,China,CHN,F,Gold,148106.0,74431.5,15.0,148.5,37.5
Diving Women's Synchronized Platform,Diving,2012,China,CHN,F,Gold,147965.0,74358.0,19.0,158.0,48.5
Diving Women's Synchronized Platform,Diving,2016,China,CHN,F,Gold,89992.0,45425.0,20.5,158.5,47.5
Diving Women's Synchronized Springboard,Diving,2000,Russia,RUS,F,Gold,141518.5,71295.5,24.5,158.5,48.0
Diving Women's Synchronized Springboard,Diving,2004,China,CHN,F,Gold,175041.5,87885.0,20.0,165.0,50.5
Diving Women's Synchronized Springboard,Diving,2008,China,CHN,F,Gold,175043.5,87885.0,24.0,165.0,50.5
Diving Women's Synchronized Springboard,Diving,2012,China,CHN,F,Gold,178031.5,89376.5,23.5,163.0,51.5
Diving Women's Synchronized Springboard,Diving,2016,China,CHN,F,Gold,240896.5,120744.0,27.0,163.0,52.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,1972,Germany,FRG,F,Gold,140152.0,70361.0,44.0,178.0,65.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,1976,Switzerland,SUI,F,Gold,231052.0,115947.0,29.0,162.0,48.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,1980,Austria,AUT,F,Gold,153224.0,76900.0,23.0,168.0,60.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,1988,Germany,FRG,F,Gold,246401.0,123381.0,21.0,173.0,60.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,1992,Germany,GER,F,Gold,246403.0,123381.0,25.0,173.0,60.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,1996,Germany,GER,F,Gold,259133.0,129726.0,26.0,169.0,66.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,2000,Netherlands,NED,F,Gold,248933.0,124626.0,32.0,172.0,56.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,2004,Netherlands,NED,F,Gold,248935.0,124626.0,36.0,172.0,56.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,2008,Netherlands,NED,F,Gold,248937.0,124626.0,40.0,172.0,56.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,2012,UK,GBR,F,Gold,59553.0,30505.0,27.0,170.0,57.0
"Equestrianism Mixed Dressage, Individual",Equestrianism,2016,UK,GBR,F,Gold,59555.0,30505.0,31.0,170.0,57.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1968,Germany,FRG,F,Gold,140151.0,70361.0,41.0,178.0,65.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1972,Russia,URS,F,Gold,187614.0,94284.0,31.0,160.0,65.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1976,Germany,FRG,F,Gold,84619.0,42945.0,23.0,178.0,63.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1980,Russia,URS,F,Gold,160083.0,80329.0,35.0,169.0,60.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1988,Germany,FRG,F,Gold,238456.0,119578.0,25.0,173.0,60.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1992,Germany,GER,F,Gold,246404.0,123381.0,25.0,169.0,60.0
"Equestrianism Mixed Dressage, Team",Equestrianism,1996,Germany,GER,F,Gold,248797.0,124652.0,29.5,167.0,58.0
"Equestrianism Mixed Dressage, Team",Equestrianism,2000,Germany,GER,F,Gold,214854.0,107887.0,35.5,171.5,65.0
"Equestrianism Mixed Dressage, Team",Equestrianism,2004,Germany,GER,F,Gold,162360.0,81773.5,44.0,176.0,64.0
"Equestrianism Mixed Dressage, Team",Equestrianism,2008,Germany,GER,F,Gold,115720.0,58624.0,43.0,169.0,63.0
"Equestrianism Mixed Dressage, Team",Equestrianism,2012,UK,GBR,F,Gold,38327.5,19829.5,27.0,169.5,56.5
"Equestrianism Mixed Dressage, Team",Equestrianism,2016,Germany,GER,F,Gold,213593.0,107257.0,47.0,169.0,63.0
"Equestrianism Mixed Jumping, Team",Equestrianism,1984,USA,USA,F,Gold,128106.5,64535.5,30.5,168.5,56.0
"Equestrianism Mixed Jumping, Team",Equestrianism,2004,USA,USA,F,Gold,145811.0,73175.0,40.0,168.0,63.0
"Equestrianism Mixed Jumping, Team",Equestrianism,2008,USA,USA,F,Gold,136235.0,68521.5,43.0,168.0,60.5
"Equestrianism Mixed Jumping, Team",Equestrianism,2016,France,FRA,F,Gold,137000.0,68878.0,36.0,175.0,55.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,1972,UK,GBR,F,Gold,132324.5,66735.5,28.5,162.0,54.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,1976,USA,USA,F,Gold,236899.0,118783.0,20.0,160.0,49.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,1984,USA,USA,F,Gold,243538.5,122107.5,33.5,162.5,48.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,1992,Australia,AUS,F,Gold,203549.0,102190.0,36.0,170.0,60.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,1996,Australia,AUS,F,Gold,207883.5,104363.5,30.5,168.5,60.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,2008,Germany,GER,F,Gold,121136.0,61256.0,40.0,172.0,58.0
"Equestrianism Mixed Three-Day Event, Team",Equestrianism,2012,Germany,GER,F,Gold,66000.5,33595.0,34.5,171.0,57.5
"Fencing Women's Foil, Individual",Fencing,1952,Italy,ITA,F,Gold,34151.0,17595.0,26.0,169.0,63.0
"Fencing Women's Foil, Individual",Fencing,1956,UK,GBR,F,Gold,217917.0,109459.0,28.0,168.0,64.0
"Fencing Women's Foil, Individual",Fencing,1960,Germany,GER,F,Gold,213153.0,107034.0,21.0,166.0,63.0
"Fencing Women's Foil, Individual",Fencing,1964,Hungary,HUN,F,Gold,198845.0,99869.0,27.0,164.0,56.0
"Fencing Women's Foil, Individual",Fencing,1968,Russia,URS,F,Gold,173447.0,87160.0,21.0,176.0,69.0
"Fencing Women's Foil, Individual",Fencing,1972,Italy,ITA,F,Gold,195812.0,98316.0,32.0,172.0,60.0
"Fencing Women's Foil, Individual",Fencing,1976,Hungary,HUN,F,Gold,214777.0,107838.0,24.0,161.0,60.0
"Fencing Women's Foil, Individual",Fencing,1980,France,FRA,F,Gold,243499.0,121945.0,21.0,170.0,54.0
"Fencing Women's Foil, Individual",Fencing,1984,China,CHN,F,Gold,143326.0,71939.0,26.0,170.0,55.0
"Fencing Women's Foil, Individual",Fencing,1988,Germany,FRG,F,Gold,68915.0,35149.0,20.0,175.0,62.0
"Fencing Women's Foil, Individual",Fencing,1992,Italy,ITA,F,Gold,243444.0,121922.0,22.0,164.0,59.0
"Fencing Women's Foil, Individual",Fencing,1996,Romania,ROU,F,Gold,35519.0,18262.0,26.0,168.0,56.0
"Fencing Women's Foil, Individual",Fencing,2000,Italy,ITA,F,Gold,252117.0,126257.0,26.0,164.0,54.0
"Fencing Women's Foil, Individual",Fencing,2004,Italy,ITA,F,Gold,252119.0,126257.0,30.0,164.0,54.0
"Fencing Women's Foil, Individual",Fencing,2008,Italy,ITA,F,Gold,252120.0,126257.0,34.0,164.0,54.0
"Fencing Women's Foil, Individual",Fencing,2012,Italy,ITA,F,Gold,54786.0,28072.0,29.0,177.0,65.0
"Fencing Women's Foil, Individual",Fencing,2016,Russia,RUS,F,Gold,54025.0,27713.0,26.0,173.0,61.0
"Fencing Women's Foil, Team",Fencing,1960,Russia,URS,F,Gold,195573.0,98177.0,21.0,160.0,57.5
"Fencing Women's Foil, Team",Fencing,1964,Hungary,HUN,F,Gold,111118.0,56220.0,27.0,164.0,59.0
"Fencing Women's Foil, Team",Fencing,1968,Russia,URS,F,Gold,187079.0,94033.0,29.0,168.0,59.0
"Fencing Women's Foil, Team",Fencing,1972,Russia,URS,F,Gold,187080.0,94033.0,33.0,168.0,59.0
"Fencing Women's Foil, Team",Fencing,1976,Russia,URS,F,Gold,171757.0,86310.0,23.0,170.0,63.0
"Fencing Women's Foil, Team",Fencing,1980,France,FRA,F,Gold,133154.0,67026.0,22.0,170.0,55.0
"Fencing Women's Foil, Team",Fencing,1984,Germany,FRG,F,Gold,89968.0,45586.0,26.0,170.0,60.0
"Fencing Women's Foil, Team",Fencing,1988,Germany,FRG,F,Gold,74117.0,37644.0,20.0,175.0,63.0
"Fencing Women's Foil, Team",Fencing,1992,Italy,ITA,F,Gold,243445.0,121922.0,24.0,170.0,57.0
"Fencing Women's Foil, Team",Fencing,1996,Italy,ITA,F,Gold,243447.0,121922.0,26.0,164.0,55.0
"Fencing Women's Foil, Team",Fencing,2000,Italy,ITA,F,Gold,243449.0,121922.0,30.0,164.0,54.0
"Fencing Women's Foil, Team",Fencing,2008,Russia,RUS,F,Gold,151563.0,76212.5,23.5,174.0,63.0
"Fencing Women's Foil, Team",Fencing,2012,Italy,ITA,F,Gold,136782.0,68980.5,31.0,170.5,60.5
"Fencing Women's Sabre, Individual",Fencing,2004,USA,USA,F,Gold,267204.0,133685.0,19.0,173.0,72.0
"Fencing Women's Sabre, Individual",Fencing,2008,USA,USA,F,Gold,267205.0,133685.0,23.0,173.0,72.0
"Fencing Women's Sabre, Individual",Fencing,2012,South Korea,KOR,F,Gold,118684.0,60047.0,24.0,165.0,56.0
"Fencing Women's Sabre, Individual",Fencing,2016,Russia,RUS,F,Gold,265365.0,132795.0,22.0,175.0,64.0
"Fencing Women's Sabre, Team",Fencing,2008,Ukraine,UKR,F,Gold,155755.5,78450.0,19.5,165.5,54.5
"Fencing Women's Sabre, Team",Fencing,2016,Russia,RUS,F,Gold,164157.0,82473.5,27.5,172.0,60.0
"Fencing Women's epee, Individual",Fencing,1996,France,FRA,F,Gold,70320.0,35803.0,24.0,171.0,55.0
"Fencing Women's epee, Individual",Fencing,2000,Hungary,HUN,F,Gold,167573.0,84193.0,30.0,180.0,69.0
"Fencing Women's epee, Individual",Fencing,2004,Hungary,HUN,F,Gold,167575.0,84193.0,33.0,180.0,69.0
"Fencing Women's epee, Individual",Fencing,2008,Germany,GER,F,Gold,93186.0,47187.0,25.0,180.0,70.0
"Fencing Women's epee, Individual",Fencing,2012,Ukraine,UKR,F,Gold,218045.0,109527.0,26.0,168.0,60.0
"Fencing Women's epee, Individual",Fencing,2016,Hungary,HUN,F,Gold,234110.0,117407.0,33.0,176.0,71.0
"Fencing Women's epee, Team",Fencing,1996,France,FRA,F,Gold,70321.0,35803.0,27.0,171.0,55.0
"Fencing Women's epee, Team",Fencing,2000,Russia,RUS,F,Gold,147627.5,74075.5,26.0,172.0,60.5
"Fencing Women's epee, Team",Fencing,2004,Russia,RUS,F,Gold,181720.0,91268.5,26.5,172.0,60.5
"Fencing Women's epee, Team",Fencing,2012,China,CHN,F,Gold,188251.5,94454.5,24.0,179.5,71.5
"Fencing Women's epee, Team",Fencing,2016,Romania,ROU,F,Gold,67389.5,34344.5,31.0,172.5,61.0
Figure Skating Mixed Ice Dancing,Figure Skating,1980,Russia,URS,F,Gold,140071.0,70326.0,24.0,165.0,52.0
Figure Skating Mixed Ice Dancing,Figure Skating,1984,UK,GBR,F,Gold,242250.0,121341.0,26.0,160.0,48.0
Figure Skating Mixed Ice Dancing,Figure Skating,1988,Russia,URS,F,Gold,20881.0,11015.0,28.0,170.0,51.0
Figure Skating Mixed Ice Dancing,Figure Skating,1992,Russia,EUN,F,Gold,121186.0,61272.0,25.0,165.0,47.0
Figure Skating Mixed Ice Dancing,Figure Skating,1994,Russia,RUS,F,Gold,84777.0,43025.0,22.0,164.0,50.0
Figure Skating Mixed Ice Dancing,Figure Skating,1998,Russia,RUS,F,Gold,84778.0,43025.0,26.0,164.0,50.0
Figure Skating Mixed Ice Dancing,Figure Skating,2002,France,FRA,F,Gold,7934.0,4392.0,26.0,162.0,52.0
Figure Skating Mixed Ice Dancing,Figure Skating,2006,Russia,RUS,F,Gold,168717.0,84796.0,30.0,170.0,52.0
Figure Skating Mixed Ice Dancing,Figure Skating,2010,Canada,CAN,F,Gold,253207.0,126799.0,20.0,165.0,53.0
Figure Skating Mixed Ice Dancing,Figure Skating,2014,USA,USA,F,Gold,49900.0,25713.0,27.0,160.0,49.0
Figure Skating Mixed Pairs,Figure Skating,1920,Finland,FIN,F,Gold,105597.0,53409.0,35.0,165.0,58.0
Figure Skating Mixed Pairs,Figure Skating,1964,Russia,URS,F,Gold,18468.0,9778.0,28.0,160.0,46.0
Figure Skating Mixed Pairs,Figure Skating,1968,Russia,URS,F,Gold,18469.0,9778.0,32.0,160.0,46.0
Figure Skating Mixed Pairs,Figure Skating,1972,Russia,URS,F,Gold,202390.0,101661.0,22.0,152.0,41.0
Figure Skating Mixed Pairs,Figure Skating,1976,Russia,URS,F,Gold,202391.0,101661.0,26.0,152.0,41.0
Figure Skating Mixed Pairs,Figure Skating,1980,Russia,URS,F,Gold,202392.0,101661.0,30.0,152.0,41.0
Figure Skating Mixed Pairs,Figure Skating,1984,Russia,URS,F,Gold,247854.0,124102.0,21.0,155.0,47.0
Figure Skating Mixed Pairs,Figure Skating,1992,Russia,EUN,F,Gold,160102.0,80341.0,21.0,159.0,50.0
Figure Skating Mixed Pairs,Figure Skating,1998,Russia,RUS,F,Gold,115022.0,58265.0,22.0,158.0,48.0
Figure Skating Mixed Pairs,Figure Skating,2002,Canada,CAN,F,Gold,208543.0,104687.0,24.0,155.0,50.0
Figure Skating Mixed Pairs,Figure Skating,2002,Russia,RUS,F,Gold,19635.0,10361.0,24.0,154.0,42.0
Figure Skating Mixed Pairs,Figure Skating,2006,Russia,RUS,F,Gold,242442.0,121426.0,24.0,160.0,44.0
Figure Skating Mixed Pairs,Figure Skating,2010,China,CHN,F,Gold,218111.0,109553.0,31.0,160.0,45.0
Figure Skating Mixed Pairs,Figure Skating,2014,Russia,RUS,F,Gold,254117.0,127236.0,27.0,159.0,44.0
Figure Skating Mixed Team,Figure Skating,2014,Russia,RUS,F,Gold,138951.0,69865.0,25.0,159.5,46.5
Figure Skating Women's Singles,Figure Skating,1928,Norway,NOR,F,Gold,94059.0,47618.0,15.0,155.0,45.0
Figure Skating Women's Singles,Figure Skating,1932,Norway,NOR,F,Gold,94060.0,47618.0,19.0,155.0,45.0
Figure Skating Women's Singles,Figure Skating,1936,Norway,NOR,F,Gold,94061.0,47618.0,23.0,155.0,45.0
Figure Skating Women's Singles,Figure Skating,1964,Netherlands,NED,F,Gold,55653.0,28517.0,21.0,169.0,54.0
Figure Skating Women's Singles,Figure Skating,1968,USA,USA,F,Gold,70289.0,35785.0,19.0,163.0,50.0
Figure Skating Women's Singles,Figure Skating,1972,Austria,AUT,F,Gold,214275.0,107578.0,20.0,170.0,67.0
Figure Skating Women's Singles,Figure Skating,1976,USA,USA,F,Gold,89304.0,45263.0,19.0,160.0,55.0
Figure Skating Women's Singles,Figure Skating,1980,Germany,GDR,F,Gold,192230.0,96523.0,19.0,162.0,55.0
Figure Skating Women's Singles,Figure Skating,1984,Germany,GDR,F,Gold,262129.0,131154.0,18.0,165.0,55.0
Figure Skating Women's Singles,Figure Skating,1988,Germany,GDR,F,Gold,262130.0,131154.0,22.0,165.0,55.0
Figure Skating Women's Singles,Figure Skating,1992,USA,USA,F,Gold,264335.0,132284.0,20.0,152.0,42.0
Figure Skating Women's Singles,Figure Skating,1994,Ukraine,UKR,F,Gold,12785.0,6956.0,16.0,159.0,43.0
Figure Skating Women's Singles,Figure Skating,1998,USA,USA,F,Gold,140225.0,70400.0,15.0,147.0,36.0
Figure Skating Women's Singles,Figure Skating,2006,Japan,JPN,F,Gold,8730.0,4799.0,24.0,164.0,50.0
Figure Skating Women's Singles,Figure Skating,2010,South Korea,KOR,F,Gold,119254.0,60372.0,19.0,165.0,47.0
Football Women's Football,Football,1996,USA,USA,F,Gold,145699.0,73119.0,24.0,165.0,59.0
Football Women's Football,Football,2000,Norway,NOR,F,Gold,127056.0,64054.0,25.0,169.0,64.0
Football Women's Football,Football,2004,USA,USA,F,Gold,177748.0,89324.0,27.0,168.0,60.0
Football Women's Football,Football,2008,USA,USA,F,Gold,141152.0,70843.0,25.0,168.0,63.0
Football Women's Football,Football,2012,USA,USA,F,Gold,163362.0,82008.0,27.0,170.0,64.0
Football Women's Football,Football,2016,Germany,GER,F,Gold,121267.5,61269.5,26.5,171.0,59.5
Freestyle Skiing Women's Aerials,Freestyle Skiing,1994,Uzbekistan,UZB,F,Gold,39932.0,20535.0,25.0,164.0,60.0
Freestyle Skiing Women's Aerials,Freestyle Skiing,1998,USA,USA,F,Gold,229998.0,115464.0,27.0,173.0,58.0
Freestyle Skiing Women's Aerials,Freestyle Skiing,2002,Australia,AUS,F,Gold,34483.0,17774.0,27.0,157.0,49.0
Freestyle Skiing Women's Aerials,Freestyle Skiing,2006,Switzerland,SUI,F,Gold,137366.0,69058.0,29.0,167.0,62.0
Freestyle Skiing Women's Aerials,Freestyle Skiing,2010,Australia,AUS,F,Gold,102093.0,51648.0,28.0,157.0,54.0
Freestyle Skiing Women's Aerials,Freestyle Skiing,2014,Belarus,BLR,F,Gold,244476.0,122408.0,34.0,153.0,53.0
Freestyle Skiing Women's Halfpipe,Freestyle Skiing,2014,USA,USA,F,Gold,27503.0,14276.0,20.0,155.0,63.0
Freestyle Skiing Women's Moguls,Freestyle Skiing,1992,USA,USA,F,Gold,258358.0,129373.0,26.0,162.0,55.0
Freestyle Skiing Women's Moguls,Freestyle Skiing,1994,Norway,NOR,F,Gold,91943.0,46592.0,27.0,172.0,64.0
Freestyle Skiing Women's Moguls,Freestyle Skiing,1998,Japan,JPN,F,Gold,211209.0,106062.0,21.0,166.0,55.0
Freestyle Skiing Women's Moguls,Freestyle Skiing,2002,Norway,NOR,F,Gold,242789.0,121592.0,28.0,168.0,65.0
Freestyle Skiing Women's Moguls,Freestyle Skiing,2006,Canada,CAN,F,Gold,93288.0,47229.0,22.0,162.0,56.5
Freestyle Skiing Women's Moguls,Freestyle Skiing,2010,USA,USA,F,Gold,115128.0,58326.0,23.0,168.0,69.0
Freestyle Skiing Women's Moguls,Freestyle Skiing,2014,Canada,CAN,F,Gold,59457.0,30454.0,19.0,164.0,54.0
Freestyle Skiing Women's Ski Cross,Freestyle Skiing,2010,Canada,CAN,F,Gold,154667.0,77649.0,26.0,178.0,66.0
Freestyle Skiing Women's Ski Cross,Freestyle Skiing,2014,Canada,CAN,F,Gold,239275.0,119937.0,21.0,178.0,70.0
Freestyle Skiing Women's Slopestyle,Freestyle Skiing,2014,Canada,CAN,F,Gold,99495.0,50359.0,19.0,170.0,58.0
Golf Women's Individual,Golf,2016,South Korea,KOR,F,Gold,182085.0,91521.0,28.0,168.0,65.0
Gymnastics Women's Balance Beam,Gymnastics,1960,Czech Republic,TCH,F,Gold,26329.0,13708.0,28.0,162.0,59.0
