NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
ESP,Laura Lpez Ventosa,F,24.0,171.0,65.0,Summer,2012,Water Polo,Water Polo Women's Water Polo,Silver
USA,Ericka Denise Lorenz,F,19.0,180.0,71.0,Summer,2000,Water Polo,Water Polo Women's Water Polo,Silver
GER,Ingrid Lotz (Eichmann-),F,30.0,169.0,74.0,Summer,1964,Athletics,Athletics Women's Discus Throw,Silver
USA,Caitlin Lowe,F,23.0,170.0,57.0,Summer,2008,Softball,Softball Women's Softball,Silver
GDR,Gabriele Lwe (Kotte-),F,21.0,172.0,60.0,Summer,1980,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
HUN,Dra Mercedesz Lwy,F,23.0,172.0,65.0,Summer,2000,Handball,Handball Women's Handball,Silver
CHN,Lu Bin,F,15.0,165.0,53.0,Summer,1992,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
CHN,Lu Li,F,15.0,136.0,30.0,Summer,1992,Gymnastics,Gymnastics Women's Balance Beam,Silver
CHN,Lu Ying,F,23.0,175.0,65.0,Summer,2012,Swimming,Swimming Women's 100 metres Butterfly,Silver
CHN,Lu Yuanyang,F,25.0,174.0,54.0,Summer,2008,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
ARG,Rosario Luchetti,F,28.0,160.0,57.0,Summer,2012,Hockey,Hockey Women's Hockey,Silver
URS,Ninel Vasilyevna Lukanina (-Yevteyeva),F,27.0,171.0,67.0,Summer,1964,Volleyball,Volleyball Women's Volleyball,Silver
CAN,Theresa Anne Luke,F,29.0,180.0,78.0,Summer,1996,Rowing,Rowing Women's Coxed Eights,Silver
SWE,Kristina Anna Maria Lundberg,F,20.0,172.0,86.0,Winter,2006,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
ROU,Nomi Ildiko Lung,F,20.0,175.0,65.0,Summer,1988,Swimming,Swimming Women's 400 metres Individual Medley,Silver
CHN,Luo Xi,F,24.0,166.0,54.0,Summer,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
GER,Amelie Lux,F,23.0,162.0,48.0,Summer,2000,Sailing,Sailing Women's Windsurfer,Silver
RUS,Oksana Vasilyevna Lyapina,F,16.0,144.0,33.0,Summer,1996,Gymnastics,Gymnastics Women's Team All-Around,Silver
URS,Nadezhda Yuryevna Lyubimova,F,20.0,179.0,76.0,Summer,1980,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
CHN,Ma Jin,F,24.0,167.0,58.0,Summer,2012,Badminton,Badminton Mixed Doubles,Silver
CHN,Ma Xiangjun,F,27.0,171.0,65.0,Summer,1992,Archery,Archery Women's Team,Silver
CHN,Ma Yibo,F,28.0,174.0,70.0,Summer,2008,Hockey,Hockey Women's Hockey,Silver
CHN,Ma Ying,F,24.0,176.0,75.0,Summer,1996,Softball,Softball Women's Softball,Silver
ARG,Sofa Maccari,F,28.0,165.0,66.0,Summer,2012,Hockey,Hockey Women's Hockey,Silver
USA,Shannon Ann MacMillan,F,25.0,165.0,59.0,Summer,2000,Football,Football Women's Football,Silver
AUS,"Kate ""Katie"" Mactier",F,29.0,171.0,57.0,Summer,2004,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver
USA,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,Summer,2016,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
USA,"Samantha ""Sam"" Magee",F,21.0,182.0,83.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Silver
USA,Rose Mary Magers (-Powell),F,24.0,190.0,73.0,Summer,1984,Volleyball,Volleyball Women's Volleyball,Silver
USA,Christine Marie Magnuson,F,22.0,185.0,73.0,Summer,2008,Swimming,Swimming Women's 100 metres Butterfly,Silver
USA,Christine Marie Magnuson,F,22.0,185.0,73.0,Summer,2008,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
CAN,Karen Diane Magnussen (-Cella),F,19.0,160.0,53.0,Winter,1972,Figure Skating,Figure Skating Women's Singles,Silver
ARG,Laura Maiztegui,F,21.0,163.0,64.0,Summer,2000,Hockey,Hockey Women's Hockey,Silver
BUL,Petkana Bogdanova Makaveeva,F,27.0,174.0,66.0,Summer,1980,Basketball,Basketball Women's Basketball,Silver
URS,Antonina Viktorovna Makhina-Dumcheva-Zelikovich,F,22.0,178.0,81.0,Summer,1980,Rowing,Rowing Women's Single Sculls,Silver
URS,Antonina Viktorovna Makhina-Dumcheva-Zelikovich,F,30.0,178.0,81.0,Summer,1988,Rowing,Rowing Women's Quadruple Sculls,Silver
HUN,Katalin Makray-Schmitt,F,19.0,168.0,54.0,Summer,1964,Gymnastics,Gymnastics Women's Uneven Bars,Silver
SRB,Ivana Maksimovi-Anui,F,22.0,161.0,51.0,Summer,2012,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver
PER,Natalia Mara Mlaga Dibos,F,24.0,170.0,59.0,Summer,1988,Volleyball,Volleyball Women's Volleyball,Silver
EUN,Galina Vyacheslavovna Malchugina (Mikheyeva-),F,29.0,168.0,62.0,Summer,1992,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
SRB,Tijana Maleevi,F,25.0,185.0,78.0,Summer,2016,Volleyball,Volleyball Women's Volleyball,Silver
NZL,"Alexandra Maria ""Alex"" Maloney",F,24.0,158.0,56.0,Summer,2016,Sailing,Sailing Women's Skiff,Silver
CAN,Dominique Maltais,F,33.0,178.0,71.0,Winter,2014,Snowboarding,Snowboarding Women's Boardercross,Silver
CAN,Valrie Maltais,F,23.0,165.0,62.0,Winter,2014,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
BLR,Mariya Ruslanovna Mamoshuk,F,23.0,163.0,65.0,Summer,2016,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
FRA,Laure Manaudou,F,17.0,180.0,69.0,Summer,2004,Swimming,Swimming Women's 800 metres Freestyle,Silver
USA,Julia Marie Mancuso (-Fish),F,25.0,168.0,64.0,Winter,2010,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
USA,Julia Marie Mancuso (-Fish),F,25.0,168.0,64.0,Winter,2010,Alpine Skiing,Alpine Skiing Women's Combined,Silver
GRE,Mirela Maniani-Tzelili,F,23.0,165.0,64.0,Summer,2000,Athletics,Athletics Women's Javelin Throw,Silver
URS,Tamara Ivanovna Manina,F,22.0,162.0,56.0,Summer,1956,Gymnastics,Gymnastics Women's Horse Vault,Silver
URS,Tamara Ivanovna Manina,F,22.0,162.0,56.0,Summer,1956,Gymnastics,Gymnastics Women's Balance Beam,Silver
URS,Tamara Ivanovna Manina,F,30.0,162.0,56.0,Summer,1964,Gymnastics,Gymnastics Women's Balance Beam,Silver
GBR,"Dorothy Gladys Manley (-Hall, -Parlett)",F,21.0,165.0,51.0,Summer,1948,Athletics,Athletics Women's 100 metres,Silver
CAN,Elizabeth Ann Manley-Theobald,F,22.0,152.0,49.0,Winter,1988,Figure Skating,Figure Skating Women's Singles,Silver
USA,Shelley Isabel Mann,F,19.0,172.0,61.0,Summer,1956,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
USA,Madeline Manning-Jackson (-Mims),F,24.0,175.0,75.0,Summer,1972,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
NZL,Huriana Manuel,F,29.0,166.0,65.0,Summer,2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
USA,Simone Ashley Manuel,F,20.0,178.0,73.0,Summer,2016,Swimming,Swimming Women's 50 metres Freestyle,Silver
USA,Simone Ashley Manuel,F,20.0,178.0,73.0,Summer,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
RUS,Gyuzel Tagirovna Manyurova,F,26.0,174.0,75.0,Summer,2004,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Silver
KAZ,Gyuzel Tagirovna Manyurova,F,38.0,174.0,75.0,Summer,2016,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Silver
FRA,Roxana Maracineanu,F,25.0,165.0,52.0,Summer,2000,Swimming,Swimming Women's 200 metres Backstroke,Silver
USA,Anne R. Marden (-Grainger),F,26.0,170.0,68.0,Summer,1984,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
USA,Anne R. Marden (-Grainger),F,30.0,170.0,68.0,Summer,1988,Rowing,Rowing Women's Single Sculls,Silver
RUS,Yekaterina Aleksandrovna Marennikova,F,26.0,176.0,70.0,Summer,2008,Handball,Handball Women's Handball,Silver
ARG,"Mara Mercedes ""Mechi"" Margalot",F,25.0,159.0,52.0,Summer,2000,Hockey,Hockey Women's Hockey,Silver
BEL,Hanna Emilie Marin,F,26.0,169.0,65.0,Summer,2008,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
HUN,Erzsbet Mrkus-Peresztegi,F,31.0,167.0,69.0,Summer,2000,Weightlifting,Weightlifting Women's Light-Heavyweight,Silver
USA,McKayla Rose Maroney,F,16.0,160.0,46.0,Summer,2012,Gymnastics,Gymnastics Women's Horse Vault,Silver
HUN,"Magdolna ""Magda"" Maros",F,28.0,170.0,56.0,Summer,1980,Fencing,"Fencing Women's Foil, Individual",Silver
HUN,Paula Marosi (-Fldessy),F,31.0,170.0,63.0,Summer,1968,Fencing,"Fencing Women's Foil, Team",Silver
CAN,Darcy Marquardt,F,33.0,182.0,72.0,Summer,2012,Rowing,Rowing Women's Coxed Eights,Silver
USA,Gail Annette Marquis,F,21.0,182.0,75.0,Summer,1976,Basketball,Basketball Women's Basketball,Silver
BRA,Marta Vieira da Silva,F,18.0,162.0,58.0,Summer,2004,Football,Football Women's Football,Silver
BRA,Marta Vieira da Silva,F,22.0,162.0,58.0,Summer,2008,Football,Football Women's Football,Silver
SWE,Ulla Agneta Linna Mrtensson (-Baron),F,18.0,173.0,61.0,Summer,1980,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
DEN,Camilla Martin (-Nygaard),F,26.0,174.0,59.0,Summer,2000,Badminton,Badminton Women's Singles,Silver
USA,LaVonna Ann Martin (-Floral),F,25.0,170.0,66.0,Summer,1992,Athletics,Athletics Women's 100 metres Hurdles,Silver
SWE,Kim Kristine Martin-Hasson,F,19.0,166.0,68.0,Winter,2006,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
AUS,Lisa Frances Martin-Ondieki (-O'Dea),F,28.0,168.0,47.0,Summer,1988,Athletics,Athletics Women's Marathon,Silver
ESP,Conchita Martnez Bernat,F,20.0,170.0,59.0,Summer,1992,Tennis,Tennis Women's Doubles,Silver
ESP,Conchita Martnez Bernat,F,32.0,170.0,59.0,Summer,2004,Tennis,Tennis Women's Doubles,Silver
FRA,Marie Martinod,F,29.0,158.0,48.0,Winter,2014,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Silver
SWE,Barbro Martinsson (-Grahn),F,28.0,172.0,62.0,Winter,1964,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver
SWE,Barbro Martinsson (-Grahn),F,32.0,172.0,62.0,Winter,1968,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver
JPN,Karina Maruyama,F,29.0,162.0,56.0,Summer,2012,Football,Football Women's Football,Silver
USA,"Gisle Marie ""Gigi"" Marvin",F,22.0,173.0,75.0,Winter,2010,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
USA,"Gisle Marie ""Gigi"" Marvin",F,26.0,173.0,75.0,Winter,2014,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
AUS,Michele Mary Mason-Brown,F,25.0,171.0,55.0,Summer,1964,Athletics,Athletics Women's High Jump,Silver
ARG,Paula Karina Masotta Biagetti,F,29.0,170.0,58.0,Summer,2000,Hockey,Hockey Women's Hockey,Silver
ITA,Daniela Masseroni,F,19.0,170.0,48.0,Summer,2004,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
CAN,Natalie Mastracci,F,23.0,178.0,75.0,Summer,2012,Rowing,Rowing Women's Coxed Eights,Silver
JPN,Mariko Masubuchi,F,20.0,169.0,61.0,Summer,2000,Softball,Softball Women's Softball,Silver
UKR,Svitlana Valerivna Matevusheva,F,23.0,178.0,75.0,Summer,2004,Sailing,Sailing Women's Three Person Keelboat,Silver
URS,Yelena Gennadyevna Matiyevskaya (-Bratishko),F,19.0,168.0,62.0,Summer,1980,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
TCH,Matylda Matoukov-nov (-Rikov),F,27.0,158.0,53.0,Summer,1960,Gymnastics,Gymnastics Women's Team All-Around,Silver
BUL,Nonka Decheva Matova (Shatarova-),F,37.0,165.0,65.0,Summer,1992,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver
JPN,Naomi Matsumoto,F,32.0,166.0,60.0,Summer,2000,Softball,Softball Women's Softball,Silver
JPN,Katsumi Matsumura (-Tida),F,28.0,173.0,74.0,Summer,1972,Volleyball,Volleyball Women's Volleyball,Silver
NED,Margriet Matthijsse,F,19.0,177.0,70.0,Summer,1996,Sailing,Sailing Women's One Person Dinghy,Silver
NED,Margriet Matthijsse,F,23.0,177.0,70.0,Summer,2000,Sailing,Sailing Women's One Person Dinghy,Silver
GDR,Evelyn Matz (-Hbscher),F,20.0,176.0,70.0,Summer,1976,Handball,Handball Women's Handball,Silver
CAN,Maria Maunder,F,24.0,180.0,72.0,Summer,1996,Rowing,Rowing Women's Coxed Eights,Silver
FRA,Amlie Simone Mauresmo,F,25.0,175.0,69.0,Summer,2004,Tennis,Tennis Women's Singles,Silver
BRA,Maurine Dorneles Gonalves,F,22.0,159.0,51.0,Summer,2008,Football,Football Women's Football,Silver
ITA,Fiona Winsome Marcia May (-Iapichino),F,26.0,181.0,60.0,Summer,1996,Athletics,Athletics Women's Long Jump,Silver
ITA,Fiona Winsome Marcia May (-Iapichino),F,30.0,181.0,60.0,Summer,2000,Athletics,Athletics Women's Long Jump,Silver
BRA,"Andria ""Maycon"" dos Santos",F,27.0,155.0,56.0,Summer,2004,Football,Football Women's Football,Silver
BRA,"Andria ""Maycon"" dos Santos",F,31.0,155.0,56.0,Summer,2008,Football,Football Women's Football,Silver
SLO,"Klementina ""Tina"" Maze",F,26.0,172.0,68.0,Winter,2010,Alpine Skiing,Alpine Skiing Women's Super G,Silver
SLO,"Klementina ""Tina"" Maze",F,26.0,172.0,68.0,Winter,2010,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver
URS,Svitlana Ivanivna Maziy (-Pachkun),F,20.0,183.0,80.0,Summer,1988,Rowing,Rowing Women's Quadruple Sculls,Silver
UKR,Svitlana Ivanivna Maziy (-Pachkun),F,28.0,183.0,80.0,Summer,1996,Rowing,Rowing Women's Quadruple Sculls,Silver
NZL,Kayla McAlister,F,27.0,169.0,70.0,Summer,2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
AUS,"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,17.0,177.0,66.0,Summer,1968,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
GBR,"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",F,24.0,170.0,45.0,Summer,1988,Athletics,"Athletics Women's 10,000 metres",Silver
USA,Courtney Lynn McCool,F,16.0,154.0,43.0,Summer,2004,Gymnastics,Gymnastics Women's Team All-Around,Silver
CAN,"Katheryn Anne ""Kathy"" McCormack",F,23.0,175.0,77.0,Winter,1998,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
USA,Kelly Anne McCormick,F,24.0,162.0,55.0,Summer,1984,Diving,Diving Women's Springboard,Silver
CAN,Heather Jane McDermid,F,27.0,178.0,68.0,Summer,1996,Rowing,Rowing Women's Coxed Eights,Silver
JAM,Beverly McDonald (-Stewart),F,30.0,169.0,59.0,Summer,2000,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
USA,Tracey Danielle McFarlane (-Mirande),F,22.0,172.0,59.0,Summer,1988,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
USA,Edith Marie McGuire (-Duvall),F,20.0,173.0,59.0,Summer,1964,Athletics,Athletics Women's 100 metres,Silver
USA,Edith Marie McGuire (-Duvall),F,20.0,173.0,59.0,Summer,1964,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
USA,"Elizabeth Geary ""Liz"" McIntyre",F,28.0,173.0,61.0,Winter,1994,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
AUS,Emma McKeon,F,22.0,180.0,60.0,Summer,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
AUS,Emma McKeon,F,22.0,180.0,60.0,Summer,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
AUS,Taylor McKeown,F,21.0,178.0,65.0,Summer,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
USA,Brianne Lea McLaughlin,F,22.0,173.0,59.0,Winter,2010,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
JAM,Anneisha McLaughlin-Whilby,F,30.0,170.0,65.0,Summer,2016,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
AUS,Sally McLellan-Pearson,F,21.0,167.0,60.0,Summer,2008,Athletics,Athletics Women's 100 metres Hurdles,Silver
USA,Sara McMann,F,23.0,167.0,62.0,Summer,2004,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
USA,Kathy Laverne McMillan (-Ray),F,18.0,170.0,57.0,Summer,1976,Athletics,Athletics Women's Long Jump,Silver
USA,Julianne Lyn McNamara (-Zeile),F,18.0,148.0,40.0,Summer,1984,Gymnastics,Gymnastics Women's Team All-Around,Silver
USA,Julianne Lyn McNamara (-Zeile),F,18.0,148.0,40.0,Summer,1984,Gymnastics,Gymnastics Women's Floor Exercise,Silver
SUI,Lesley McNaught-Mndli,F,36.0,173.0,70.0,Summer,2000,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
AUS,Louise McPaul-Currey,F,27.0,175.0,68.0,Summer,1996,Athletics,Athletics Women's Javelin Throw,Silver
JAM,Stephenie Ann McPherson,F,27.0,173.0,57.0,Summer,2016,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
USA,Mary Terstegge Meagher (-Plant),F,23.0,172.0,64.0,Summer,1988,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
AUS,Anna Maree Devenish Meares,F,24.0,165.0,70.0,Summer,2008,Cycling,Cycling Women's Sprint,Silver
ESP,"Ana Isabel ""Anabel"" Medina Garrigues",F,26.0,169.0,59.0,Summer,2008,Tennis,Tennis Women's Doubles,Silver
NZL,Molly Meech,F,23.0,178.0,74.0,Summer,2016,Sailing,Sailing Women's Skiff,Silver
MNE,Majda Mehmedovi,F,22.0,170.0,67.0,Summer,2012,Handball,Handball Women's Handball,Silver
NED,"Elsiena Janneke ""Elien"" Meijer",F,30.0,177.0,71.0,Summer,2000,Rowing,Rowing Women's Coxed Eights,Silver
AUT,Alexandra Meissnitzer,F,24.0,165.0,62.0,Winter,1998,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver
CUB,Urbia Melndez Rodrguez,F,28.0,166.0,49.0,Summer,2000,Taekwondo,Taekwondo Women's Flyweight,Silver
GRE,Antiopi Melidoni,F,26.0,171.0,63.0,Summer,2004,Water Polo,Water Polo Women's Water Polo,Silver
RUS,Olga Ivanovna Melnik,F,23.0,174.0,64.0,Winter,1998,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
RUS,Angelina Romanovna Melnikova,F,16.0,151.0,44.0,Summer,2016,Gymnastics,Gymnastics Women's Team All-Around,Silver
USA,Chellsie Marie Memmel (-Maier),F,20.0,160.0,54.0,Summer,2008,Gymnastics,Gymnastics Women's Team All-Around,Silver
USA,Jessica Mendoza (-Burks),F,27.0,173.0,66.0,Summer,2008,Softball,Softball Women's Softball,Silver
ESP,Gemma Mengual Civil,F,31.0,173.0,54.0,Summer,2008,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
ESP,Gemma Mengual Civil,F,31.0,173.0,54.0,Summer,2008,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
ROU,Argentina Menis,F,24.0,171.0,85.0,Summer,1972,Athletics,Athletics Women's Discus Throw,Silver
GER,Barbara Mensing,F,35.0,170.0,70.0,Summer,1996,Archery,Archery Women's Team,Silver
ARG,Delfina Merino,F,22.0,169.0,59.0,Summer,2012,Hockey,Hockey Women's Hockey,Silver
FRA,Carole Hlne Merle (-Pellet),F,28.0,160.0,57.0,Winter,1992,Alpine Skiing,Alpine Skiing Women's Super G,Silver
USA,"Suzanne ""Sue"" Merz",F,29.0,165.0,66.0,Winter,2002,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
ESP,Ona Meseguer Flaqu,F,24.0,167.0,62.0,Summer,2012,Water Polo,Water Polo Women's Water Polo,Silver
HUN,Erika Mszros,F,22.0,176.0,66.0,Summer,1988,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
FRA,Malia Metella,F,22.0,175.0,67.0,Summer,2004,Swimming,Swimming Women's 50 metres Freestyle,Silver
BUL,Penka Metodieva,F,29.0,166.0,62.0,Summer,1980,Basketball,Basketball Women's Basketball,Silver
GDR,Caren Metschuck (-Mahn),F,16.0,184.0,76.0,Summer,1980,Swimming,Swimming Women's 100 metres Freestyle,Silver
RSA,Elana Meyer (-van Zyl),F,25.0,158.0,55.0,Summer,1992,Athletics,"Athletics Women's 10,000 metres",Silver
USA,Ann Elizabeth Meyers (-Drysdale),F,21.0,175.0,61.0,Summer,1976,Basketball,Basketball Women's Basketball,Silver
USA,Elana Alessandra Meyers (-Taylor),F,29.0,170.0,82.0,Winter,2014,Bobsleigh,Bobsleigh Women's Two,Silver
USA,"Mary Margret Meyers (-Berger, -Rothstein)",F,21.0,163.0,59.0,Winter,1968,Speed Skating,Speed Skating Women's 500 metres,Silver
INA,Mia Audina Tjiptawan-Lobman,F,16.0,163.0,67.0,Summer,1996,Badminton,Badminton Women's Singles,Silver
NED,Mia Audina Tjiptawan-Lobman,F,24.0,163.0,67.0,Summer,2004,Badminton,Badminton Women's Singles,Silver
GDR,Liane Michaelis,F,23.0,165.0,63.0,Summer,1976,Handball,Handball Women's Handball,Silver
USA,Anna Mickelson-Cummins,F,24.0,183.0,75.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Silver
NOR,Kristin Midthun (-Ihle),F,27.0,173.0,67.0,Summer,1988,Handball,Handball Women's Handball,Silver
UKR,Dina Arturivna Miftakhutdynova,F,22.0,181.0,72.0,Summer,1996,Rowing,Rowing Women's Quadruple Sculls,Silver
RUS,Yelena Sergeyevna Migunova,F,24.0,168.0,58.0,Summer,2008,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
SRB,Brankica Mihajlovi,F,25.0,190.0,83.0,Summer,2016,Volleyball,Volleyball Women's Volleyball,Silver
ROU,Aneta Mihaly (-Marin),F,26.0,178.0,77.0,Summer,1984,Rowing,Rowing Women's Coxed Eights,Silver
BUL,Angelina Trifnova Mikhaylova,F,20.0,176.0,64.0,Summer,1980,Basketball,Basketball Women's Basketball,Silver
BUL,Snezhana Mikhaylova,F,26.0,176.0,69.0,Summer,1980,Basketball,Basketball Women's Basketball,Silver
POL,Beata Mikoajczyk,F,22.0,170.0,68.0,Summer,2008,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
USA,Tiffeny Carleen Milbrett,F,27.0,155.0,56.0,Summer,2000,Football,Football Women's Football,Silver
USA,Gina Miles,F,34.0,163.0,57.0,Summer,2008,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
USA,Jearl Atawa Miles-Clark,F,25.0,170.0,60.0,Summer,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
MNE,Radmila Miljani-Petrovi,F,24.0,157.0,60.0,Summer,2012,Handball,Handball Women's Handball,Silver
USA,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,Summer,1992,Gymnastics,Gymnastics Women's Individual All-Around,Silver
USA,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,Summer,1992,Gymnastics,Gymnastics Women's Balance Beam,Silver
GBR,Hannah Louise Mills,F,24.0,157.0,50.0,Summer,2012,Sailing,Sailing Women's Two Person Dinghy,Silver
YUG,Bojana Miloevi,F,22.0,188.0,77.0,Summer,1988,Basketball,Basketball Women's Basketball,Silver
YUG,Vesna Miloevi (-Petrovi),F,24.0,183.0,73.0,Summer,1980,Handball,Handball Women's Handball,Silver
FRA,Isabelle Catherine Mir,F,18.0,161.0,60.0,Winter,1968,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
ESP,Lorena Miranda Dorado,F,21.0,174.0,73.0,Summer,2012,Water Polo,Water Polo Women's Water Polo,Silver
EUN,Yelena Miroshina,F,18.0,142.0,32.0,Summer,1992,Diving,Diving Women's Platform,Silver
GER,Antje Misersky-Harvey,F,24.0,173.0,66.0,Winter,1992,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
GER,Antje Misersky-Harvey,F,24.0,173.0,66.0,Winter,1992,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Silver
GER,Antje Misersky-Harvey,F,26.0,173.0,66.0,Winter,1994,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
RUS,"Nataliya Yevgenyevna Mishkutyonok (-Shepherd, -Hainline)",F,23.0,159.0,50.0,Winter,1994,Figure Skating,Figure Skating Mixed Pairs,Silver
USA,"Elizabeth ""Betsy"" Mitchell",F,18.0,175.0,68.0,Summer,1984,Swimming,Swimming Women's 100 metres Backstroke,Silver
USA,"Elizabeth ""Betsy"" Mitchell",F,22.0,175.0,68.0,Summer,1988,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
USA,Michele Anne Mitchell,F,22.0,162.0,50.0,Summer,1984,Diving,Diving Women's Platform,Silver
USA,Michele Anne Mitchell,F,26.0,162.0,50.0,Summer,1988,Diving,Diving Women's Platform,Silver
FRG,"Rosemarie ""Rosi"" Mittermaier (-Neureuther)",F,25.0,159.0,55.0,Winter,1976,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver
GER,Tatjana Mittermayer,F,33.0,158.0,51.0,Winter,1998,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
JPN,Hiromi Miyake,F,26.0,145.0,48.0,Summer,2012,Weightlifting,Weightlifting Women's Flyweight,Silver
JPN,Aya Miyama,F,27.0,157.0,51.0,Summer,2012,Football,Football Women's Football,Silver
USA,Tamari Miyashiro,F,25.0,170.0,73.0,Summer,2012,Volleyball,Volleyball Women's Volleyball,Silver
FRA,Nwal-Endn Miyem,F,24.0,188.0,87.0,Summer,2012,Basketball,Basketball Women's Basketball,Silver
JPN,Noriko Mizoguchi,F,21.0,160.0,56.0,Summer,1992,Judo,Judo Women's Half-Lightweight,Silver
USA,"Allison Jaime ""A. J."" Mleczko (-Griswold)",F,26.0,180.0,73.0,Winter,2002,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
CHN,Mo Huilan,F,17.0,140.0,38.0,Summer,1996,Gymnastics,Gymnastics Women's Horse Vault,Silver
BUL,Mariyka Modeva,F,22.0,174.0,74.0,Summer,1976,Rowing,Rowing Women's Coxed Fours,Silver
BUL,Mariyka Modeva,F,26.0,174.0,74.0,Summer,1980,Rowing,Rowing Women's Coxed Fours,Silver
NOR,Anita Moen-Guidon (-Moen Bonden),F,26.0,167.0,58.0,Winter,1994,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
NOR,Anita Moen-Guidon (-Moen Bonden),F,30.0,167.0,58.0,Winter,1998,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
