NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
FRA,lodie Pascaline Clouvel,F,27.0,182.0,69.0,Summer,2016,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver
ROU,Beatrice Nicoleta Coad-Claru,F,25.0,170.0,64.0,Summer,2000,Swimming,Swimming Women's 200 metres Individual Medley,Silver
GBR,Marion Janice Coakes (-Mould),F,21.0,165.0,60.0,Summer,1968,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
NZL,Annelise Coberger,F,20.0,178.0,71.0,Winter,1992,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
CUB,Miguelina Cobin Hechavarra,F,26.0,170.0,63.0,Summer,1968,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
CAN,Karen Cockburn (-Turgeon),F,23.0,161.0,55.0,Summer,2004,Trampolining,Trampolining Women's Individual,Silver
CAN,Karen Cockburn (-Turgeon),F,27.0,161.0,55.0,Summer,2008,Trampolining,Trampolining Women's Individual,Silver
ROU,Roxana Daniela Coco,F,23.0,158.0,68.0,Summer,2012,Weightlifting,Weightlifting Women's Light-Heavyweight,Silver
ROU,Veronica Cogeanu-Cochela,F,22.0,175.0,78.0,Summer,1988,Rowing,Rowing Women's Double Sculls,Silver
ROU,Veronica Cogeanu-Cochela,F,26.0,175.0,78.0,Summer,1992,Rowing,Rowing Women's Double Sculls,Silver
ROU,Veronica Cogeanu-Cochela,F,26.0,175.0,78.0,Summer,1992,Rowing,Rowing Women's Quadruple Sculls,Silver
USA,"Alexandra Pauline ""Sasha"" Cohen",F,21.0,157.0,43.0,Winter,2006,Figure Skating,Figure Skating Women's Singles,Silver
AUS,"Briony Christine ""Bree"" Cole",F,25.0,160.0,50.0,Summer,2008,Diving,Diving Women's Synchronized Platform,Silver
USA,Lynn Ann Colella,F,22.0,170.0,61.0,Summer,1972,Swimming,Swimming Women's 200 metres Butterfly,Silver
USA,Jeanne Ellen Collier (-Sitzberger),F,18.0,156.0,48.0,Summer,1964,Diving,Diving Women's Springboard,Silver
ITA,Maria Consolata Collino,F,28.0,173.0,67.0,Summer,1976,Fencing,"Fencing Women's Foil, Individual",Silver
AUS,Alva Merlin Colquhoun,F,18.0,169.0,61.0,Summer,1960,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
ROU,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Summer,1976,Gymnastics,Gymnastics Women's Team All-Around,Silver
ROU,Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,Summer,1980,Gymnastics,Gymnastics Women's Individual All-Around,Silver
ROU,Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,Summer,1980,Gymnastics,Gymnastics Women's Team All-Around,Silver
ITA,Deborah Compagnoni,F,27.0,165.0,62.0,Winter,1998,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
USA,Carin Alice Cone (-Vanderbush),F,16.0,167.0,59.0,Summer,1956,Swimming,Swimming Women's 100 metres Backstroke,Silver
CHN,Cong Xuedi,F,29.0,166.0,58.0,Summer,1992,Basketball,Basketball Women's Basketball,Silver
ROU,Mariana Constantin,F,15.0,160.0,46.0,Summer,1976,Gymnastics,Gymnastics Women's Team All-Around,Silver
AUS,Tamsin Cook,F,17.0,170.0,61.0,Summer,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
GBR,"Althea Kristina ""Tina"" Cook (Gifford-)",F,41.0,175.0,71.0,Summer,2012,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
AUS,Allison Petra Cook-Tranquilli,F,31.0,178.0,69.0,Summer,2004,Basketball,Basketball Women's Basketball,Silver
USA,Christin Elizabeth Cooper,F,24.0,170.0,57.0,Winter,1984,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver
USA,Haley Cope (-Clark),F,25.0,177.0,63.0,Summer,2004,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
USA,Lillian Copeland (Drossin-),F,23.0,165.0,59.0,Summer,1928,Athletics,Athletics Women's Discus Throw,Silver
NED,Monique Adelinde Cornelissen,F,33.0,168.0,55.0,Summer,2012,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
ESP,Raquel Corral Aznar,F,27.0,175.0,65.0,Summer,2008,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
USA,"Maritza ""Ritz"" Correia (-McClendon)",F,22.0,175.0,61.0,Summer,2004,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
ITA,Aleksandra Cotti,F,27.0,167.0,65.0,Summer,2016,Water Polo,Water Polo Women's Water Polo,Silver
USA,Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,Summer,2004,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
USA,Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,Summer,2004,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
USA,Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,Summer,2008,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
USA,Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,Summer,2008,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
AUS,Alicia Jayne Coutts,F,24.0,176.0,69.0,Summer,2012,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
AUS,Alicia Jayne Coutts,F,24.0,176.0,69.0,Summer,2012,Swimming,Swimming Women's 200 metres Individual Medley,Silver
AUS,Alicia Jayne Coutts,F,24.0,176.0,69.0,Summer,2012,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
ZIM,Kirsty Leigh Coventry (-Seward),F,20.0,176.0,64.0,Summer,2004,Swimming,Swimming Women's 100 metres Backstroke,Silver
ZIM,Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Summer,2008,Swimming,Swimming Women's 100 metres Backstroke,Silver
ZIM,Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Summer,2008,Swimming,Swimming Women's 200 metres Individual Medley,Silver
ZIM,Kirsty Leigh Coventry (-Seward),F,24.0,176.0,64.0,Summer,2008,Swimming,Swimming Women's 400 metres Individual Medley,Silver
USA,Alison Cox,F,25.0,182.0,83.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Silver
AUS,Rohanee Cox,F,27.0,182.0,83.0,Summer,2008,Basketball,Basketball Women's Basketball,Silver
USA,Kendall Coyne,F,21.0,157.0,57.0,Winter,2014,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
CAN,"Marion Elizabeth ""Betty"" Craig (-Eaton)",F,26.0,170.0,61.0,Summer,1984,Rowing,Rowing Women's Coxless Pairs,Silver
USA,"Kameryn Louise ""Kami"" Craig",F,21.0,181.0,88.0,Summer,2008,Water Polo,Water Polo Women's Water Polo,Silver
BRA,Cristiane Rozeira de Souza Silva,F,19.0,176.0,69.0,Summer,2004,Football,Football Women's Football,Silver
BRA,Cristiane Rozeira de Souza Silva,F,23.0,176.0,69.0,Summer,2008,Football,Football Women's Football,Silver
USA,Rita Louise Crockett (-Buck),F,26.0,174.0,64.0,Summer,1984,Volleyball,Volleyball Women's Volleyball,Silver
GBR,June Alexandra Croft,F,17.0,170.0,60.0,Summer,1980,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
CAN,Charmaine A. Crooks (-Thorsen),F,21.0,175.0,58.0,Summer,1984,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
USA,Emily Ruth Cross,F,21.0,165.0,57.0,Summer,2008,Fencing,"Fencing Women's Foil, Team",Silver
AUS,"Kimberley ""Kim"" Crow-Brennan",F,26.0,188.0,74.0,Summer,2012,Rowing,Rowing Women's Double Sculls,Silver
ESP,Anna Cruz Lebrato,F,29.0,176.0,60.0,Summer,2016,Basketball,Basketball Women's Basketball,Silver
CHN,Cui Yongmei,F,27.0,181.0,71.0,Summer,1996,Volleyball,Volleyball Women's Volleyball,Silver
AUS,Nina Curtis,F,24.0,167.0,68.0,Summer,2012,Sailing,Sailing Women's Three Person Keelboat,Silver
JAM,Juliet Jean Cuthbert,F,28.0,160.0,54.0,Summer,1992,Athletics,Athletics Women's 100 metres,Silver
JAM,Juliet Jean Cuthbert,F,28.0,160.0,54.0,Summer,1992,Athletics,Athletics Women's 200 metres,Silver
GDR,Barbara Czekalla,F,28.0,173.0,67.0,Summer,1980,Volleyball,Volleyball Women's Volleyball,Silver
POL,Natalia Barbara Czerwonka,F,25.0,177.0,70.0,Winter,2014,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
NOR,Mona Dahle (-Sivertsen),F,21.0,168.0,63.0,Summer,1992,Handball,Handball Women's Handball,Silver
SWE,Lisa Karolina Viktoria Dahlkvist,F,29.0,173.0,66.0,Summer,2016,Football,Football Women's Football,Silver
NOR,Marianne Dahlmo (-Breivoll),F,23.0,179.0,65.0,Winter,1988,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
GDR,Sabine Dhne,F,26.0,177.0,73.0,Summer,1976,Rowing,Rowing Women's Coxless Pairs,Silver
CAN,Sylvie Daigle,F,31.0,168.0,61.0,Winter,1994,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
ITA,Francesca Dallap,F,30.0,163.0,57.0,Summer,2016,Diving,Diving Women's Synchronized Springboard,Silver
ROU,Aurora Dan (-Criu),F,28.0,165.0,52.0,Summer,1984,Fencing,"Fencing Women's Foil, Team",Silver
FRA,Blandine Dancette,F,28.0,169.0,60.0,Summer,2016,Handball,Handball Women's Handball,Silver
USA,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,18.0,173.0,65.0,Summer,1968,Swimming,Swimming Women's 100 metres Butterfly,Silver
BRA,Daniela Alves Lima,F,20.0,171.0,66.0,Summer,2004,Football,Football Women's Football,Silver
BRA,Daniela Alves Lima,F,24.0,171.0,66.0,Summer,2008,Football,Football Women's Football,Silver
RUS,Olga Valeryevna Danilova,F,27.0,168.0,56.0,Winter,1998,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Silver
CAN,Carolyn Darbyshire-McRory,F,46.0,168.0,61.0,Winter,2010,Curling,Curling Women's Curling,Silver
AUS,Lisa Darmanin,F,24.0,168.0,65.0,Summer,2016,Sailing,Sailing Mixed Multihull,Silver
USA,Natalie Rose Darwitz,F,18.0,160.0,65.0,Winter,2002,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
USA,Natalie Rose Darwitz,F,26.0,160.0,65.0,Winter,2010,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
RUS,Tuyana Norpolovna Dashidorzhiyeva,F,20.0,169.0,57.0,Summer,2016,Archery,Archery Women's Team,Silver
YUG,Svetlana Dai-Kiti,F,20.0,172.0,67.0,Summer,1980,Handball,Handball Women's Handball,Silver
USA,Caryn Davies,F,22.0,193.0,82.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Silver
GBR,"Sharron Elizabeth Davies (-Crisp, -Redmond, -Kingston)",F,17.0,180.0,67.0,Summer,1980,Swimming,Swimming Women's 400 metres Individual Medley,Silver
USA,Lucy Davis,F,23.0,165.0,55.0,Summer,2016,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
USA,Meryl Elizabeth Davis,F,23.0,160.0,49.0,Winter,2010,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
USA,Nicole Marie Davis,F,26.0,167.0,66.0,Summer,2008,Volleyball,Volleyball Women's Volleyball,Silver
USA,Nicole Marie Davis,F,30.0,167.0,66.0,Summer,2012,Volleyball,Volleyball Women's Volleyball,Silver
BAH,Pauline Elaine Davis-Thompson,F,30.0,167.0,57.0,Summer,1996,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
URS,Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,Summer,1980,Gymnastics,Gymnastics Women's Balance Beam,Silver
JAM,Christine Day,F,29.0,168.0,51.0,Summer,2016,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
ARG,Mara Silvina D'Elia,F,26.0,173.0,69.0,Summer,2012,Hockey,Hockey Women's Hockey,Silver
SUI,Amy-Cathrine de Bary,F,40.0,170.0,59.0,Summer,1984,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
NED,Chantal de Bruijn,F,28.0,174.0,71.0,Summer,2004,Hockey,Hockey Women's Hockey,Silver
NED,Inge de Bruijn,F,27.0,174.0,55.0,Summer,2000,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
NED,Inge de Bruijn,F,30.0,174.0,55.0,Summer,2004,Swimming,Swimming Women's 100 metres Freestyle,Silver
NED,Eva Roma Maria de Goede,F,27.0,170.0,61.0,Summer,2016,Hockey,Hockey Women's Hockey,Silver
NED,Annemiek Nicolien de Haan,F,27.0,187.0,70.0,Summer,2008,Rowing,Rowing Women's Coxed Eights,Silver
CAN,Rachelle De Jong-Viinberg,F,33.0,183.0,74.0,Summer,2012,Rowing,Rowing Women's Coxed Eights,Silver
PER,Alejandra de la Guerra,F,20.0,173.0,59.0,Summer,1988,Volleyball,Volleyball Women's Volleyball,Silver
NED,Dianne Margaret de Leeuw,F,20.0,165.0,57.0,Winter,1976,Figure Skating,Figure Skating Women's Singles,Silver
NED,Lisanne Freya de Roever,F,25.0,172.0,58.0,Summer,2004,Hockey,Hockey Women's Hockey,Silver
GBR,Zoe Michaela  de Toledo,F,29.0,172.0,58.0,Summer,2016,Rowing,Rowing Women's Coxed Eights,Silver
NED,Xan de Waard,F,20.0,163.0,55.0,Summer,2016,Hockey,Hockey Women's Hockey,Silver
FRA,Danile Debernard,F,17.0,156.0,48.0,Winter,1972,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
USA,Brianna Decker,F,22.0,163.0,67.0,Winter,2014,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
FRA,Lucie Dcosse,F,27.0,168.0,70.0,Summer,2008,Judo,Judo Women's Half-Middleweight,Silver
USA,Sara DeCosta (-Hayes),F,24.0,178.0,59.0,Winter,2002,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
FRG,Beate Deininger,F,20.0,166.0,54.0,Summer,1984,Hockey,Hockey Women's Hockey,Silver
NED,Femke Pauline Dekker,F,29.0,186.0,70.0,Summer,2008,Rowing,Rowing Women's Coxed Eights,Silver
NED,Inge Dekker,F,26.0,183.0,67.0,Summer,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
BUL,Ina Delcheva,F,19.0,168.0,44.0,Summer,1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
HUN,Rita Deli,F,28.0,180.0,69.0,Summer,2000,Handball,Handball Women's Handball,Silver
FRA,Siraba Dembl,F,30.0,172.0,64.0,Summer,2016,Handball,Handball Women's Handball,Silver
RUS,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,18.0,180.0,64.0,Summer,2000,Tennis,Tennis Women's Singles,Silver
USA,"Deirdre ""Dede"" Demet-Barry",F,31.0,175.0,61.0,Summer,2004,Cycling,Cycling Women's Individual Time Trial,Silver
BUL,Mirela Krasimirova Demireva,F,26.0,180.0,58.0,Summer,2016,Athletics,Athletics Women's High Jump,Silver
USA,Lashinda Monique Demus,F,29.0,170.0,60.0,Summer,2012,Athletics,Athletics Women's 400 metres Hurdles,Silver
URS,Yelena Yuryevna Dendeberova (-Kuznetsova),F,19.0,181.0,75.0,Summer,1988,Swimming,Swimming Women's 200 metres Individual Medley,Silver
USA,Leslie Jean Deniz,F,22.0,170.0,86.0,Summer,1984,Athletics,Athletics Women's Discus Throw,Silver
AUS,Helen Jennifer Denman,F,19.0,182.0,70.0,Summer,1996,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
USA,Emily Ann deRiel,F,25.0,178.0,63.0,Summer,2000,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver
RUS,Inna Vasilyevna Deriglazova,F,22.0,173.0,61.0,Summer,2012,Fencing,"Fencing Women's Foil, Team",Silver
BUL,Vanya Dermendzhieva,F,21.0,180.0,69.0,Summer,1980,Basketball,Basketball Women's Basketball,Silver
GRE,"Khrysopigi ""Pigi"" Devetzi",F,28.0,170.0,59.0,Summer,2004,Athletics,Athletics Women's Triple Jump,Silver
ITA,Manuela Di Centa,F,31.0,164.0,55.0,Winter,1994,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver
ITA,Manuela Di Centa,F,31.0,164.0,55.0,Winter,1994,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Silver
ITA,Elisa Di Francisca,F,33.0,177.0,65.0,Summer,2016,Fencing,"Fencing Women's Foil, Individual",Silver
ITA,Tania Di Mario,F,37.0,168.0,62.0,Summer,2016,Water Polo,Water Polo Women's Water Polo,Silver
ROU,Camelia Diaconescu,F,21.0,178.0,80.0,Summer,1984,Rowing,Rowing Women's Coxed Eights,Silver
PHI,Hidilyn Diaz,F,25.0,149.0,53.0,Summer,2016,Weightlifting,Weightlifting Women's Featherweight,Silver
ETH,Ejegayehu Dibaba Keneni,F,22.0,162.0,47.0,Summer,2004,Athletics,"Athletics Women's 10,000 metres",Silver
ETH,Genzebe Dibaba Keneni,F,25.0,168.0,52.0,Summer,2016,Athletics,"Athletics Women's 1,500 metres",Silver
GER,Tanja Roswitha Dickenscheid,F,23.0,176.0,70.0,Summer,1992,Hockey,Hockey Women's Hockey,Silver
USA,"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)",F,21.0,169.0,57.0,Summer,1932,Athletics,Athletics Women's High Jump,Silver
CAN,"Judith Anne ""Judy"" Diduck",F,31.0,168.0,63.0,Winter,1998,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
GDR,Ines Diers (-Noack),F,16.0,175.0,64.0,Summer,1980,Swimming,Swimming Women's 200 metres Freestyle,Silver
GDR,Ines Diers (-Noack),F,16.0,175.0,64.0,Summer,1980,Swimming,Swimming Women's 800 metres Freestyle,Silver
GER,Tina Dietze,F,24.0,172.0,68.0,Summer,2012,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
GER,Tina Dietze,F,28.0,172.0,68.0,Summer,2016,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
GER,Tina Dietze,F,28.0,172.0,68.0,Summer,2016,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
FRA,Jennifer Digbeu (-Gadiou),F,25.0,190.0,82.0,Summer,2012,Basketball,Basketball Women's Basketball,Silver
NOR,Berit Digre (-Nord),F,21.0,162.0,57.0,Summer,1988,Handball,Handball Women's Handball,Silver
NED,Sjoukje Rosalinde Dijkstra (-Kossmayer),F,18.0,169.0,54.0,Winter,1960,Figure Skating,Figure Skating Women's Singles,Silver
BUL,Diana Dilova-Braynova,F,28.0,185.0,79.0,Summer,1980,Basketball,Basketball Women's Basketball,Silver
CHN,Ding Ning,F,22.0,171.0,63.0,Summer,2012,Table Tennis,Table Tennis Women's Singles,Silver
USA,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,Summer,2016,Swimming,Swimming Women's 400 metres Individual Medley,Silver
USA,Megan Dirkmaat,F,28.0,185.0,81.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Silver
NED,Carlien Clemens Dirkse van den Heuvel,F,29.0,170.0,56.0,Summer,2016,Hockey,Hockey Women's Hockey,Silver
GER,"Ursula ""Uschi"" Disl",F,21.0,163.0,57.0,Winter,1992,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Silver
GER,"Ursula ""Uschi"" Disl",F,23.0,163.0,57.0,Winter,1994,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
GER,"Ursula ""Uschi"" Disl",F,27.0,163.0,57.0,Winter,1998,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
GER,"Ursula ""Uschi"" Disl",F,31.0,163.0,57.0,Winter,2002,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
USA,Diane Lynn Dixon (-Trouse),F,23.0,165.0,54.0,Summer,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
POL,Magorzata Duewska (-Wieliczko),F,21.0,177.0,70.0,Summer,1980,Rowing,Rowing Women's Coxless Pairs,Silver
RUS,Yelena Viktorovna Dmitriyeva,F,25.0,175.0,66.0,Summer,2008,Handball,Handball Women's Handball,Silver
ITA,Fabrizia D'Ottavio,F,19.0,173.0,52.0,Summer,2004,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
GER,Annette Dobmeier,F,24.0,172.0,60.0,Summer,1992,Fencing,"Fencing Women's Foil, Team",Silver
RUS,Marina Viktorovna Dobrancheva-Logvinenko,F,34.0,154.0,63.0,Summer,1996,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
ROU,Aurelia Dobre (-Mofid),F,15.0,146.0,42.0,Summer,1988,Gymnastics,Gymnastics Women's Team All-Around,Silver
USA,Darcie Dohnal (-Sharapova),F,19.0,165.0,64.0,Winter,1992,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
RUS,Yelena Vladimirovna Dolgopolova,F,16.0,149.0,38.0,Summer,1996,Gymnastics,Gymnastics Women's Team All-Around,Silver
URS,"Svetlana Ivanovna ""Esfir"" Dolzhenko-Krachevskaya",F,35.0,173.0,83.0,Summer,1980,Athletics,Athletics Women's Shot Put,Silver
AUS,Amanda Doman,F,26.0,178.0,70.0,Summer,2004,Softball,Softball Women's Softball,Silver
GDR,Carola Dombeck,F,16.0,159.0,44.0,Summer,1976,Gymnastics,Gymnastics Women's Horse Vault,Silver
ESP,Slvia Domnguez Fernndez,F,29.0,167.0,64.0,Summer,2016,Basketball,Basketball Women's Basketball,Silver
HUN,Ldia Dmlky-Skovics,F,24.0,165.0,55.0,Summer,1960,Fencing,"Fencing Women's Foil, Team",Silver
HUN,Ldia Dmlky-Skovics,F,32.0,165.0,55.0,Summer,1968,Fencing,"Fencing Women's Foil, Team",Silver
NED,"Wilhelmina Petronella Ardina Maria ""Mijntje"" Donners",F,30.0,170.0,59.0,Summer,2004,Hockey,Hockey Women's Hockey,Silver
USA,Shelagh Donohoe,F,27.0,170.0,67.0,Summer,1992,Rowing,Rowing Women's Coxless Fours,Silver
AUT,Michaela Dorfmeister,F,24.0,172.0,72.0,Winter,1998,Alpine Skiing,Alpine Skiing Women's Super G,Silver
FRA,Marie Dorin-Habert,F,23.0,168.0,55.0,Winter,2010,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
MGL,Dorjsurengiin Sumiya,F,25.0,160.0,59.0,Summer,2016,Judo,Judo Women's Lightweight,Silver
YUG,Polona Dornik,F,25.0,196.0,95.0,Summer,1988,Basketball,Basketball Women's Basketball,Silver
GER,Jana Drries,F,16.0,180.0,66.0,Summer,1992,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
HUN,Natasa Douchev-Janics,F,26.0,174.0,68.0,Summer,2008,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
HUN,Natasa Douchev-Janics,F,30.0,174.0,68.0,Summer,2012,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
MNE,Ana oki,F,33.0,165.0,60.0,Summer,2012,Handball,Handball Women's Handball,Silver
GDR,Heike Gabriela Drechsler (Daute-),F,23.0,181.0,68.0,Summer,1988,Athletics,Athletics Women's Long Jump,Silver
YUG,Radmila Drljaa (-Savi),F,20.0,173.0,73.0,Summer,1980,Handball,Handball Women's Handball,Silver
CAN,Marie-ve Drolet,F,32.0,167.0,60.0,Winter,2014,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
CAN,Nancy Drolet,F,24.0,168.0,63.0,Winter,1998,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
FRG,Elke Doris Drll (-Sprink),F,28.0,163.0,58.0,Summer,1984,Hockey,Hockey Women's Hockey,Silver
CHN,Du Li,F,34.0,170.0,55.0,Summer,2016,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
USA,"Helena Allaire ""Lana"" du Pont (-Wright)",F,25.0,170.0,61.0,Summer,1964,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
FRA,Isabelle Duchesnay (-Dean),F,28.0,168.0,55.0,Winter,1992,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
TCH,Milena Duchkov (-Neveklovsk),F,20.0,162.0,67.0,Summer,1972,Diving,Diving Women's Platform,Silver
CAN,Chlo Dufour-Lapointe,F,22.0,165.0,61.0,Winter,2014,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
USA,Meghan Duggan,F,22.0,178.0,73.0,Winter,2010,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
USA,Meghan Duggan,F,26.0,178.0,73.0,Winter,2014,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
CAN,Meagan Duhamel,F,28.0,148.0,48.0,Winter,2014,Figure Skating,Figure Skating Mixed Team,Silver
GBR,Charlotte Susan Jane Dujardin,F,31.0,170.0,57.0,Summer,2016,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
FRA,Cline Dumerc,F,30.0,169.0,60.0,Summer,2012,Basketball,Basketball Women's Basketball,Silver
ROU,Alina Alexandra Dumitru (-Croitoru),F,29.0,158.0,48.0,Summer,2012,Judo,Judo Women's Extra-Lightweight,Silver
BUL,Adriana Vladimirova Dunavska,F,18.0,163.0,41.0,Summer,1988,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
ROU,Rodica Dunca (-Kszegi),F,15.0,158.0,43.0,Summer,1980,Gymnastics,Gymnastics Women's Team All-Around,Silver
USA,Nancy Lynn Dunkle,F,21.0,188.0,70.0,Summer,1976,Basketball,Basketball Women's Basketball,Silver
USA,"Patricia ""Tricia"" Dunn-Luoma",F,27.0,173.0,66.0,Winter,2002,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
GER,Imke Duplitzer,F,29.0,186.0,79.0,Summer,2004,Fencing,"Fencing Women's epee, Team",Silver
CAN,Lori Dupuis,F,25.0,173.0,75.0,Winter,1998,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
FRA,Maryvonne Dupureur (Samson-),F,27.0,167.0,58.0,Summer,1964,Athletics,Athletics Women's 800 metres,Silver
USA,Andrea Duran,F,24.0,168.0,60.0,Summer,2008,Softball,Softball Women's Softball,Silver
USA,Michelle Hollis Dusserre (-Farrell),F,15.0,153.0,41.0,Summer,1984,Gymnastics,Gymnastics Women's Team All-Around,Silver
NOR,Kristine Duvholt (-Havns),F,18.0,166.0,64.0,Summer,1992,Handball,Handball Women's Handball,Silver
YUG,Mirjana urica,F,19.0,177.0,67.0,Summer,1980,Handball,Handball Women's Handball,Silver
NOR,Trude Dybendahl-Hartz,F,22.0,173.0,60.0,Winter,1988,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
NOR,Trude Dybendahl-Hartz,F,26.0,173.0,60.0,Winter,1992,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
NOR,Trude Dybendahl-Hartz,F,28.0,173.0,60.0,Winter,1994,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
USA,Chlo Dygert (-Owen),F,19.0,176.0,66.0,Summer,2016,Cycling,Cycling Women's Team Pursuit,Silver
RUS,Svetlana Aleksandrovna Dyomina (Yakimova-),F,39.0,168.0,58.0,Summer,2000,Shooting,Shooting Women's Skeet,Silver
BUL,Rumyana Dimitrova Dzhadzharova-Neykova,F,27.0,177.0,77.0,Summer,2000,Rowing,Rowing Women's Single Sculls,Silver
ROU,Gertrd Emilia Eberle (-Kollar),F,16.0,153.0,40.0,Summer,1980,Gymnastics,Gymnastics Women's Team All-Around,Silver
