NOC,Name,Sex,Age,Height,Weight,Season,Year,Sport,Event,Medal
URS,Nadezhda Vladimirovna Chizhova,F,23.0,174.0,90.0,Summer,1968,Athletics,Athletics Women's Shot Put,Bronze
POL,"Lidia Teresa Chmielnicka (muda-, -Obonczek)",F,29.0,170.0,60.0,Summer,1968,Volleyball,Volleyball Women's Volleyball,Bronze
KOR,Choi Im-Jeong,F,27.0,182.0,75.0,Summer,2008,Handball,Handball Women's Handball,Bronze
TJK,Mavzuna Chorieva,F,19.0,160.0,60.0,Summer,2012,Boxing,Boxing Women's Lightweight,Bronze
ESP,Maialen Chourraut Yurramendi,F,29.0,161.0,55.0,Summer,2012,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
USA,Amy Yuen-Yee Chow (-Ho),F,22.0,155.0,44.0,Summer,2000,Gymnastics,Gymnastics Women's Team All-Around,Bronze
DEN,Birte Christoffersen-Hanson (-Ekberg),F,24.0,162.0,56.0,Summer,1948,Diving,Diving Women's Platform,Bronze
USA,Julie Wu Chu,F,23.0,173.0,67.0,Winter,2006,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
URS,Aleksandra Georgiyevna Chudina,F,28.0,188.0,73.0,Summer,1952,Athletics,Athletics Women's High Jump,Bronze
USA,Clarissa Kyoko Mei Ling Chun,F,30.0,150.0,48.0,Summer,2012,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
URS,Iryna Volodymyrivna Chunykhovska,F,21.0,160.0,60.0,Summer,1988,Sailing,Sailing Women's Two Person Dinghy,Bronze
POL,Monika Ciaciuch,F,24.0,182.0,74.0,Summer,2016,Rowing,Rowing Women's Quadruple Sculls,Bronze
FRA,Christine Cicot,F,31.0,175.0,80.0,Summer,1996,Judo,Judo Women's Heavyweight,Bronze
POL,Teresa Barbara Ciepy-Wieczorek,F,22.0,166.0,60.0,Summer,1960,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
BRA,Cntia Silva dos Santos,F,25.0,195.0,83.0,Summer,2000,Basketball,Basketball Women's Basketball,Bronze
ESP,Mihaela Ciobanu Ciobanu,F,39.0,175.0,73.0,Summer,2012,Handball,Handball Women's Handball,Bronze
ROU,Maria Cioncan,F,27.0,172.0,57.0,Summer,2004,Athletics,"Athletics Women's 1,500 metres",Bronze
URS,Galina isakovov (-Beskrovnaj),F,26.0,169.0,53.0,Summer,1988,Athletics,Athletics Women's Long Jump,Bronze
ROU,Doina Ciucanu-Robu,F,21.0,195.0,91.0,Summer,1988,Rowing,Rowing Women's Quadruple Sculls,Bronze
CAN,Barbara Lynne Clark (-Parolin),F,17.0,168.0,61.0,Summer,1976,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
USA,Kelly Clark,F,26.0,163.0,61.0,Winter,2010,Snowboarding,Snowboarding Women's Halfpipe,Bronze
USA,Kelly Clark,F,30.0,163.0,61.0,Winter,2014,Snowboarding,Snowboarding Women's Halfpipe,Bronze
RSA,Marjorie Rees Clark (-Smith),F,22.0,172.0,65.0,Summer,1932,Athletics,Athletics Women's 80 metres Hurdles,Bronze
USA,Mary Ellen Clark,F,29.0,155.0,54.0,Summer,1992,Diving,Diving Women's Platform,Bronze
USA,Mary Ellen Clark,F,33.0,155.0,54.0,Summer,1996,Diving,Diving Women's Platform,Bronze
CAN,"Deborah ""Debbie"" Clarke (-Zemba)",F,15.0,166.0,56.0,Summer,1976,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
CAN,"Deborah ""Debbie"" Clarke (-Zemba)",F,15.0,166.0,56.0,Summer,1976,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
FRA,Vronique Claudel,F,27.0,174.0,60.0,Winter,1994,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
BRA,"Cludia Maria ""Cludinha"" das Neves",F,25.0,170.0,67.0,Summer,2000,Basketball,Basketball Women's Basketball,Bronze
ROU,Beatrice Nicoleta Coad-Claru,F,25.0,170.0,64.0,Summer,2000,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
USA,Janet Marie Cobbs (-Mulholland),F,25.0,183.0,70.0,Summer,1992,Volleyball,Volleyball Women's Volleyball,Bronze
USA,Emma Jane Coburn,F,25.0,173.0,54.0,Summer,2016,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
CAN,Karen Cockburn (-Turgeon),F,19.0,161.0,55.0,Summer,2000,Trampolining,Trampolining Women's Individual,Bronze
USA,Corey Cogdell-Unrein,F,21.0,173.0,70.0,Summer,2008,Shooting,Shooting Women's Trap,Bronze
USA,Corey Cogdell-Unrein,F,29.0,173.0,70.0,Summer,2016,Shooting,Shooting Women's Trap,Bronze
ROU,Veronica Cogeanu-Cochela,F,22.0,175.0,78.0,Summer,1988,Rowing,Rowing Women's Quadruple Sculls,Bronze
ROU,Roxana Gabriela Cogianu,F,29.0,180.0,72.0,Summer,2016,Rowing,Rowing Women's Coxed Eights,Bronze
ROU,Adelina Maria Cojocariu-Bogus,F,27.0,186.0,75.0,Summer,2016,Rowing,Rowing Women's Coxed Eights,Bronze
ROU,Christeana Cojocaru (-Matei),F,22.0,172.0,62.0,Summer,1984,Athletics,Athletics Women's 400 metres Hurdles,Bronze
USA,Christine Smith Collins,F,31.0,170.0,58.0,Summer,2000,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
ITA,Bruna Giulia Colombetti-Peroncini,F,24.0,173.0,75.0,Summer,1960,Fencing,"Fencing Women's Foil, Team",Bronze
ROU,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Summer,1976,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
ITA,Antonella Confortola-Wyatt,F,30.0,170.0,51.0,Winter,2006,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
CHN,Cong Xuedi,F,21.0,166.0,58.0,Summer,1984,Basketball,Basketball Women's Basketball,Bronze
ROU,Maria Constantinescu,F,24.0,179.0,75.0,Summer,1980,Rowing,Rowing Women's Coxed Eights,Bronze
VEN,Dalia Contreras Rivero,F,24.0,155.0,49.0,Summer,2008,Taekwondo,Taekwondo Women's Flyweight,Bronze
GBR,Sally Conway,F,29.0,167.0,70.0,Summer,2016,Judo,Judo Women's Middleweight,Bronze
AUS,Natalie Louise Cook,F,21.0,181.0,73.0,Summer,1996,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
GBR,"Althea Kristina ""Tina"" Cook (Gifford-)",F,37.0,175.0,71.0,Summer,2008,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
GBR,"Althea Kristina ""Tina"" Cook (Gifford-)",F,37.0,175.0,71.0,Summer,2008,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
CAN,Wendy Elizabeth Cook-Hogg,F,19.0,175.0,64.0,Summer,1976,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
AUS,Allison Petra Cook-Tranquilli,F,23.0,178.0,69.0,Summer,1996,Basketball,Basketball Women's Basketball,Bronze
GBR,"Alexandrea Andrea ""Alex"" Coomber (Hamilton-)",F,28.0,162.0,51.0,Winter,2002,Skeleton,Skeleton Women's Skeleton,Bronze
USA,Cynthia Lynne Cooper (-Dyke),F,29.0,178.0,68.0,Summer,1992,Basketball,Basketball Women's Basketball,Bronze
AUS,Kim Cooper (-Maguire),F,30.0,170.0,66.0,Summer,1996,Softball,Softball Women's Softball,Bronze
NED,Monique Adelinde Cornelissen,F,33.0,168.0,55.0,Summer,2012,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
NED,Lynda Ann Cornet,F,22.0,174.0,66.0,Summer,1984,Rowing,Rowing Women's Coxed Eights,Bronze
USA,"Susan Ada ""Susie"" Corrock (-Zoberski, -Luby)",F,20.0,163.0,55.0,Winter,1972,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze
CAN,Robin Marie Corsiglia (-Scholefield),F,13.0,157.0,45.0,Summer,1976,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
CAN,Marilyn Corson (-Whitney),F,18.0,167.0,60.0,Summer,1968,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
FRA,Hlne Cortin,F,24.0,186.0,80.0,Summer,1996,Rowing,Rowing Women's Coxless Pairs,Bronze
AUS,Daniela Costian,F,27.0,182.0,84.0,Summer,1992,Athletics,Athletics Women's Discus Throw,Bronze
CAN,"Angela Denise Coughlan (-Arusoo, -Sharp)",F,16.0,168.0,59.0,Summer,1968,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
USA,Natalie Anne Coughlin (-Hall),F,21.0,173.0,63.0,Summer,2004,Swimming,Swimming Women's 100 metres Freestyle,Bronze
USA,Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,Summer,2008,Swimming,Swimming Women's 100 metres Freestyle,Bronze
USA,Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,Summer,2008,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
USA,Natalie Anne Coughlin (-Hall),F,25.0,173.0,63.0,Summer,2008,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
USA,Natalie Anne Coughlin (-Hall),F,29.0,173.0,63.0,Summer,2012,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
AUS,Alicia Jayne Coutts,F,24.0,176.0,69.0,Summer,2012,Swimming,Swimming Women's 100 metres Butterfly,Bronze
ZIM,Kirsty Leigh Coventry (-Seward),F,20.0,176.0,64.0,Summer,2004,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
NED,"Annemarie Josefina ""Anna"" Cox-Wood",F,22.0,171.0,64.0,Summer,1988,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
AUS,"Annemarie Josefina ""Anna"" Cox-Wood",F,29.0,171.0,64.0,Summer,1996,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
CUB,Yunaika Crawford Rogert,F,21.0,164.0,78.0,Summer,2004,Athletics,Athletics Women's Hammer Throw,Bronze
ESP,Margalida Cresp Jaume,F,21.0,170.0,55.0,Summer,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
GBR,June Alexandra Croft,F,21.0,170.0,60.0,Summer,1984,Swimming,Swimming Women's 400 metres Freestyle,Bronze
AUS,Kylie Cronk,F,24.0,169.0,58.0,Summer,2008,Softball,Softball Women's Softball,Bronze
USA,Tara Lavell Cross-Battle,F,23.0,182.0,76.0,Summer,1992,Volleyball,Volleyball Women's Volleyball,Bronze
USA,"Tamara ""Tammy"" Crow (-DeClercq)",F,27.0,160.0,48.0,Summer,2004,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
AUS,"Kimberley ""Kim"" Crow-Brennan",F,26.0,188.0,74.0,Summer,2012,Rowing,Rowing Women's Single Sculls,Bronze
AUS,Carolyn Crudgington,F,27.0,168.0,67.0,Summer,1996,Softball,Softball Women's Softball,Bronze
CUB,Eglis Yaima Cruz Farfn,F,28.0,159.0,63.0,Summer,2008,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
SRB,Aleksandra Crvendaki,F,20.0,187.0,76.0,Summer,2016,Basketball,Basketball Women's Basketball,Bronze
HUN,Mnika Csszr,F,17.0,166.0,55.0,Summer,1972,Gymnastics,Gymnastics Women's Team All-Around,Bronze
HUN,va Csernoviczki,F,25.0,160.0,51.0,Summer,2012,Judo,Judo Women's Extra-Lightweight,Bronze
ESP,Vernica Mara Cuadrado Dehesa,F,33.0,184.0,73.0,Summer,2012,Handball,Handball Women's Handball,Bronze
AUS,Nikita Cuffe,F,28.0,179.0,73.0,Summer,2008,Water Polo,Water Polo Women's Water Polo,Bronze
CHN,Cui Yongmei,F,19.0,181.0,71.0,Summer,1988,Volleyball,Volleyball Women's Volleyball,Bronze
GBR,Chay Crista Kerio Cullen,F,26.0,182.0,74.0,Summer,2012,Hockey,Hockey Women's Hockey,Bronze
JAM,Juliet Jean Cuthbert,F,32.0,160.0,54.0,Summer,1996,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
POL,Krystyna Czajkowska-Rawska,F,28.0,172.0,63.0,Summer,1964,Volleyball,Volleyball Women's Volleyball,Bronze
POL,Krystyna Czajkowska-Rawska,F,32.0,172.0,63.0,Summer,1968,Volleyball,Volleyball Women's Volleyball,Bronze
POL,Agnieszka Ewa Czopek (-Sadowska),F,16.0,172.0,63.0,Summer,1980,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
CAN,Sabrina D'Angelo,F,23.0,173.0,71.0,Summer,2016,Football,Football Women's Football,Bronze
BRA,Mayra Aguiar da Silva,F,20.0,177.0,78.0,Summer,2012,Judo,Judo Women's Half-Heavyweight,Bronze
BRA,Mayra Aguiar da Silva,F,25.0,177.0,78.0,Summer,2016,Judo,Judo Women's Half-Heavyweight,Bronze
SRB,Ana Dabovi,F,26.0,183.0,70.0,Summer,2016,Basketball,Basketball Women's Basketball,Bronze
SRB,Milica Dabovi,F,34.0,173.0,63.0,Summer,2016,Basketball,Basketball Women's Basketball,Bronze
NOR,Aslaug Magna Dahl,F,22.0,170.0,52.0,Winter,1972,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
GDR,Heike Dhne (-Mller),F,18.0,172.0,67.0,Summer,1980,Swimming,Swimming Women's 800 metres Freestyle,Bronze
GER,Petra Dallmann,F,25.0,184.0,69.0,Summer,2004,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
ROU,Georgeta Damian-Andrunache,F,32.0,178.0,75.0,Summer,2008,Rowing,Rowing Women's Coxed Eights,Bronze
KOR,Dang Ye-Seo,F,27.0,158.0,50.0,Summer,2008,Table Tennis,Table Tennis Women's Team,Bronze
USA,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,18.0,173.0,65.0,Summer,1968,Swimming,Swimming Women's 200 metres Butterfly,Bronze
USA,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,22.0,173.0,65.0,Summer,1972,Swimming,Swimming Women's 200 metres Butterfly,Bronze
USA,Isabelle Francis Daniels (-Holston),F,19.0,166.0,61.0,Summer,1956,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
FRA,Sarah Delphine lonore Daninthe,F,24.0,172.0,69.0,Summer,2004,Fencing,"Fencing Women's epee, Team",Bronze
GBR,"Alexandra Mary L. ""Alex"" Danson",F,27.0,167.0,56.0,Summer,2012,Hockey,Hockey Women's Hockey,Bronze
USA,Jamie Annette Dantzscher,F,18.0,152.0,49.0,Summer,2000,Gymnastics,Gymnastics Women's Team All-Around,Bronze
GBR,"Natasha De'Anka ""Tasha"" Danvers (-Smith-)",F,30.0,173.0,64.0,Summer,2008,Athletics,Athletics Women's 400 metres Hurdles,Bronze
CAN,Hannah Darling,F,20.0,174.0,72.0,Summer,2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
USA,Natalie Rose Darwitz,F,22.0,160.0,65.0,Winter,2006,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
USA,Clarissa Glennet Davis (-Wrightsil),F,25.0,185.0,73.0,Summer,1992,Basketball,Basketball Women's Basketball,Bronze
AUS,Hannah Davis,F,22.0,167.0,70.0,Summer,2008,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
CAN,Heather Davis,F,26.0,177.0,77.0,Summer,2000,Rowing,Rowing Women's Coxed Eights,Bronze
USA,Meryl Elizabeth Davis,F,27.0,160.0,49.0,Winter,2014,Figure Skating,Figure Skating Mixed Team,Bronze
JAM,Nadia Davy,F,23.0,168.0,54.0,Summer,2004,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
UKR,Nataliya Anatolivna Davydova,F,23.0,165.0,70.0,Summer,2008,Weightlifting,Weightlifting Women's Light-Heavyweight,Bronze
USA,Dominique Margaux Dawes (-Thompson),F,15.0,158.0,54.0,Summer,1992,Gymnastics,Gymnastics Women's Team All-Around,Bronze
USA,Dominique Margaux Dawes (-Thompson),F,19.0,158.0,54.0,Summer,1996,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
USA,Dominique Margaux Dawes (-Thompson),F,23.0,158.0,54.0,Summer,2000,Gymnastics,Gymnastics Women's Team All-Around,Bronze
CAN,Eva Dawes (-Spinks),F,19.0,170.0,60.0,Summer,1932,Athletics,Athletics Women's High Jump,Bronze
JAM,Christine Day,F,25.0,168.0,51.0,Summer,2012,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
NED,"Anna Maria Bernadette ""Det"" de Beus",F,30.0,180.0,66.0,Summer,1988,Hockey,Hockey Women's Hockey,Bronze
NED,Inge de Bruijn,F,30.0,174.0,55.0,Summer,2004,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
NED,Inge de Bruijn,F,30.0,174.0,55.0,Summer,2004,Swimming,Swimming Women's 100 metres Butterfly,Bronze
NED,Sytske Louise de Groot,F,26.0,180.0,72.0,Summer,2012,Rowing,Rowing Women's Coxed Eights,Bronze
NED,Annemiek Nicolien de Haan,F,23.0,187.0,70.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Bronze
NED,Annemiek Nicolien de Haan,F,31.0,187.0,70.0,Summer,2012,Rowing,Rowing Women's Coxed Eights,Bronze
NED,"Regina Constance ""Reggie"" de Jong",F,16.0,168.0,55.0,Summer,1980,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
NED,Irene Margreta Maria de Kok,F,26.0,168.0,71.0,Summer,1992,Judo,Judo Women's Half-Heavyweight,Bronze
NED,Jolanda de Rover (-Toussaint),F,20.0,185.0,70.0,Summer,1984,Swimming,Swimming Women's 100 metres Backstroke,Bronze
NED,Wietske Anniechen de Ruiter,F,26.0,176.0,70.0,Summer,1996,Hockey,Hockey Women's Hockey,Bronze
NED,Dorien Berendina Lubertha de Vries,F,26.0,178.0,61.0,Summer,1992,Sailing,Sailing Women's Windsurfer,Bronze
FRA,Danile Debernard,F,21.0,156.0,48.0,Winter,1976,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
GDR,Monika Debertshuser (-Heler),F,23.0,165.0,55.0,Winter,1976,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
FRA,Virginie Dedieu,F,21.0,164.0,52.0,Summer,2000,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
ETH,Meseret Defar Tola,F,24.0,159.0,42.0,Summer,2008,Athletics,"Athletics Women's 5,000 metres",Bronze
FRA,Hlne Defrance,F,29.0,179.0,66.0,Summer,2016,Sailing,Sailing Women's Two Person Dinghy,Bronze
USA,Anita Lucette DeFrantz,F,23.0,180.0,72.0,Summer,1976,Rowing,Rowing Women's Coxed Eights,Bronze
NED,Julie Bndicte Deiters,F,25.0,165.0,60.0,Summer,2000,Hockey,Hockey Women's Hockey,Bronze
NED,Inge Dekker,F,18.0,183.0,67.0,Summer,2004,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
NED,Hurnet Nicoret Dekkers,F,30.0,193.0,83.0,Summer,2004,Rowing,Rowing Women's Coxed Eights,Bronze
FRA,Marie Claire Delattre-Demory,F,27.0,172.0,61.0,Summer,2008,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
USA,Natalie Dell,F,27.0,175.0,75.0,Summer,2012,Rowing,Rowing Women's Quadruple Sculls,Bronze
USA,"Cynthia ""Janay"" DeLoach (-Soukup)",F,26.0,166.0,58.0,Summer,2012,Athletics,Athletics Women's Long Jump,Bronze
USA,Susan Marie DeMattei (-Wiens),F,33.0,165.0,57.0,Summer,1996,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze
FRG,Elisabeth Demleitner (-Seitz),F,23.0,178.0,84.0,Winter,1976,Luge,Luge Women's Singles,Bronze
AUS,Patricia Dench,F,52.0,163.0,65.0,Summer,1984,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
AUS,Erin Densham,F,27.0,165.0,52.0,Summer,2012,Triathlon,Triathlon Women's Olympic Distance,Bronze
NED,"Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",F,30.0,170.0,67.0,Summer,1984,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
NED,"Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",F,34.0,170.0,67.0,Summer,1988,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
USA,Kimberly Derrick,F,24.0,165.0,56.0,Winter,2010,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
ROU,Ana Deridan-Ene-Pascu,F,24.0,163.0,59.0,Summer,1968,Fencing,"Fencing Women's Foil, Team",Bronze
ROU,Ana Deridan-Ene-Pascu,F,27.0,163.0,59.0,Summer,1972,Fencing,"Fencing Women's Foil, Team",Bronze
GBR,Jean Catherine Desforges (-Pickering),F,23.0,171.0,64.0,Summer,1952,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
YUG,Vesna Despotovi,F,19.0,187.0,84.0,Summer,1980,Basketball,Basketball Women's Basketball,Bronze
URS,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,16.0,166.0,61.0,Summer,1964,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
GRE,"Khrysopigi ""Pigi"" Devetzi",F,32.0,170.0,59.0,Summer,2008,Athletics,Athletics Women's Triple Jump,Bronze
BEL,Jolien D'hoore,F,26.0,176.0,64.0,Summer,2016,Cycling,Cycling Women's Omnium,Bronze
ITA,Manuela Di Centa,F,29.0,164.0,55.0,Winter,1992,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
ITA,Manuela Di Centa,F,31.0,164.0,55.0,Winter,1994,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
ITA,Manuela Di Centa,F,35.0,164.0,55.0,Winter,1998,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
ARG,Marina Emilse Di Giacomo,F,28.0,163.0,59.0,Summer,2004,Hockey,Hockey Women's Hockey,Bronze
GBR,Emily Jane Diamond,F,25.0,173.0,58.0,Summer,2016,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
ETH,Mare Dibaba Hurssa (-Ibrahimova-),F,26.0,156.0,45.0,Summer,2016,Athletics,Athletics Women's Marathon,Bronze
ETH,Tirunesh Dibaba Keneni,F,19.0,166.0,50.0,Summer,2004,Athletics,"Athletics Women's 5,000 metres",Bronze
ETH,Tirunesh Dibaba Keneni,F,27.0,166.0,50.0,Summer,2012,Athletics,"Athletics Women's 5,000 metres",Bronze
ETH,Tirunesh Dibaba Keneni,F,31.0,166.0,50.0,Summer,2016,Athletics,"Athletics Women's 10,000 metres",Bronze
GBR,"Katherine Mary ""Daisy"" Dick (-Berkeley)",F,36.0,168.0,55.0,Summer,2008,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
AUS,Kerry Dienelt,F,27.0,174.0,65.0,Summer,1996,Softball,Softball Women's Softball,Bronze
AUS,Kerry Dienelt,F,31.0,174.0,65.0,Summer,2000,Softball,Softball Women's Softball,Bronze
GDR,Ines Diers (-Noack),F,16.0,175.0,64.0,Summer,1980,Swimming,Swimming Women's 100 metres Freestyle,Bronze
SUI,Heidi Diethelm Gerber,F,47.0,168.0,93.0,Summer,2016,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
BUL,Diana Dilova-Braynova,F,24.0,185.0,79.0,Summer,1976,Basketball,Basketball Women's Basketball,Bronze
BUL,Rositsa Dimitrova,F,25.0,178.0,62.0,Summer,1980,Volleyball,Volleyball Women's Volleyball,Bronze
BUL,Tanya Georgieva Dimitrova (-Todorova),F,23.0,178.0,70.0,Summer,1980,Volleyball,Volleyball Women's Volleyball,Bronze
USA,"Margaret ""Margie"" Dingeldein",F,24.0,167.0,58.0,Summer,2004,Water Polo,Water Polo Women's Water Polo,Bronze
CAN,Deidra Rae Dionne,F,20.0,164.0,57.0,Winter,2002,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze
USA,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,Summer,2016,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
GER,"Ursula ""Uschi"" Disl",F,23.0,163.0,57.0,Winter,1994,Biathlon,Biathlon Women's 15 kilometres,Bronze
GER,"Ursula ""Uschi"" Disl",F,27.0,163.0,57.0,Winter,1998,Biathlon,Biathlon Women's 15 kilometres,Bronze
GER,"Ursula ""Uschi"" Disl",F,35.0,163.0,57.0,Winter,2006,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Bronze
USA,Medina Dixon,F,29.0,190.0,75.0,Summer,1992,Basketball,Basketball Women's Basketball,Bronze
GBR,"Victoria Jane ""Vicky"" Dixon",F,32.0,170.0,73.0,Summer,1992,Hockey,Hockey Women's Hockey,Bronze
URS,Marina Viktorovna Dobrancheva-Logvinenko,F,27.0,154.0,63.0,Summer,1988,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
RUS,Marina Viktorovna Dobrancheva-Logvinenko,F,34.0,154.0,63.0,Summer,1996,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
USA,Erin Patricia Dobratz (-McGregor),F,21.0,167.0,63.0,Summer,2004,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
ROU,Elena Dobrioiu (Radu-),F,22.0,151.0,45.0,Summer,1980,Rowing,Rowing Women's Coxed Eights,Bronze
FRA,Sophie Dodmont,F,34.0,173.0,86.0,Summer,2008,Archery,Archery Women's Team,Bronze
GDR,Carola Dombeck,F,16.0,159.0,44.0,Summer,1976,Gymnastics,Gymnastics Women's Team All-Around,Bronze
RUS,Oksana Aleksandrovna Domnina,F,25.0,173.0,56.0,Winter,2010,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
BLR,Darya Vladimirovna Domracheva,F,23.0,168.0,58.0,Winter,2010,Biathlon,Biathlon Women's 15 kilometres,Bronze
GER,"Ursula ""Ulla"" Donath (Jurewitz-, -Brehme-)",F,29.0,166.0,55.0,Summer,1960,Athletics,Athletics Women's 800 metres,Bronze
ROU,"Anghelache ""Anghel"" Donescu",F,34.0,176.0,72.0,Summer,1980,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
RUS,Tea Gayozovna Donguzashvili,F,28.0,175.0,109.5,Summer,2004,Judo,Judo Women's Heavyweight,Bronze
BUL,Yordanka Lyubchova Donkova,F,30.0,175.0,67.0,Summer,1992,Athletics,Athletics Women's 100 metres Hurdles,Bronze
NED,"Wilhelmina Petronella Ardina Maria ""Mijntje"" Donners",F,22.0,170.0,59.0,Summer,1996,Hockey,Hockey Women's Hockey,Bronze
NED,"Wilhelmina Petronella Ardina Maria ""Mijntje"" Donners",F,26.0,170.0,59.0,Summer,2000,Hockey,Hockey Women's Hockey,Bronze
HUN,va Dnusz,F,24.0,170.0,60.0,Summer,1992,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
GER,Sylvia Drdelmann (-Vedder),F,22.0,188.0,75.0,Summer,1992,Rowing,Rowing Women's Coxed Eights,Bronze
FRA,Marie Dorin-Habert,F,23.0,168.0,55.0,Winter,2010,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
MGL,Munkhbayar Dorjsuren,F,23.0,167.0,51.0,Summer,1992,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
GER,Munkhbayar Dorjsuren,F,39.0,167.0,51.0,Summer,2008,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
RUS,Oksana Anatolyevna Dorodnova,F,26.0,178.0,82.0,Summer,2000,Rowing,Rowing Women's Quadruple Sculls,Bronze
