Event,Season,Sex,Medal,sno,ID,Age,Height,Weight,Year
"Gymnastics Men's Individual All-Around, 5 Events",Summer,M,Gold,183910.0,92434.0,32.0,,,1906.0
"Gymnastics Men's Individual All-Around, Apparatus Work",Summer,M,Gold,226587.0,113874.0,24.0,180.0,,1904.0
"Gymnastics Men's Individual All-Around, Field Sports",Summer,M,Gold,63429.0,32512.0,25.0,,,1904.0
Gymnastics Men's Parallel Bars,Summer,M,Gold,114537.0,57998.0,26.0,163.0,59.0,1970.0
"Gymnastics Men's Parallel Bars, Teams",Summer,M,Gold,159390.5,80034.0,25.0,159.0,66.0,1896.0
Gymnastics Men's Pommelled Horse,Summer,M,Gold,142366.5,71482.5,24.0,169.0,61.0,1974.0
Gymnastics Men's Rings,Summer,M,Gold,89658.0,45442.5,25.0,164.0,60.0,1974.0
Gymnastics Men's Rope Climbing,Summer,M,Gold,15720.0,8474.0,25.0,168.5,59.0,1906.0
Gymnastics Men's Side Horse,Summer,M,Gold,154415.0,77725.0,29.0,,,1914.0
Gymnastics Men's Team All-Around,Summer,M,Gold,144882.0,72706.0,24.0,164.0,59.0,1928.0
"Gymnastics Men's Team All-Around, Free System",Summer,M,Gold,150269.5,75399.0,24.0,,,1912.0
"Gymnastics Men's Team All-Around, Swedish System",Summer,M,Gold,139650.0,70124.0,24.0,177.0,73.0,1916.0
Gymnastics Men's Tumbling,Summer,M,Gold,262490.0,131332.0,17.0,,,1932.0
Handball Men's Handball,Summer,M,Gold,125655.0,63409.0,27.0,190.5,93.0,1992.0
Hockey Men's Hockey,Summer,M,Gold,141231.5,70880.5,26.0,178.0,75.0,1972.0
Ice Hockey Men's Ice Hockey,Summer,M,Gold,77609.0,39430.0,22.5,179.5,71.5,1920.0
Ice Hockey Men's Ice Hockey,Winter,M,Gold,148909.0,74694.0,25.0,182.0,85.0,1980.0
Jeu De Paume Men's Singles,Summer,M,Gold,82805.0,42060.0,19.0,,,1908.0
Judo Men's Extra-Lightweight,Summer,M,Gold,141814.0,71439.5,23.5,164.0,60.0,1998.0
Judo Men's Half-Heavyweight,Summer,M,Gold,137319.0,69052.5,24.5,185.0,100.0,1994.0
Judo Men's Half-Lightweight,Summer,M,Gold,187355.5,94086.5,25.5,164.0,66.0,1998.0
Judo Men's Half-Middleweight,Summer,M,Gold,127209.0,64167.0,23.0,179.5,79.5,1994.0
Judo Men's Heavyweight,Summer,M,Gold,181914.0,91430.0,26.0,185.0,122.5,1992.0
Judo Men's Lightweight,Summer,M,Gold,135522.0,68190.0,23.0,172.0,73.0,1992.0
Judo Men's Middleweight,Summer,M,Gold,215824.0,108359.0,26.0,181.0,86.0,1992.0
Judo Men's Open Class,Summer,M,Gold,206348.0,103576.0,30.0,180.0,103.0,1976.0
Lacrosse Men's Lacrosse,Summer,M,Gold,57756.0,29586.0,27.0,174.0,75.0,1906.0
Luge Men's Singles,Winter,M,Gold,132006.5,66468.0,24.5,180.5,87.5,1990.0
Luge Mixed (Men)'s Doubles,Winter,M,Gold,126629.0,63859.0,24.0,180.0,79.0,1988.0
Luge Mixed Team Relay,Winter,M,Gold,141392.0,70950.0,26.0,184.0,88.0,2014.0
Military Ski Patrol Men's Military Ski Patrol,Winter,M,Gold,111155.0,56238.5,25.0,,,1924.0
Modern Pentathlon Men's Individual,Summer,M,Gold,156479.5,78542.5,27.0,181.0,73.0,1970.0
Modern Pentathlon Men's Team,Summer,M,Gold,159722.0,80154.0,27.0,181.0,73.5,1972.0
Motorboating Mixed A-Class (Open),Summer,M,Gold,239707.0,120129.0,46.0,,,1908.0
Motorboating Mixed B-Class (Under 60 Feet),Summer,M,Gold,198177.0,99504.0,29.0,,,1908.0
Motorboating Mixed C-Class,Summer,M,Gold,198178.0,99504.0,29.0,,,1908.0
Nordic Combined Men's Individual,Winter,M,Gold,126542.5,63824.5,26.5,179.0,68.0,1970.0
"Nordic Combined Men's Large Hill / 10 km, Individual",Winter,M,Gold,68309.5,34829.5,25.5,181.5,66.0,2012.0
"Nordic Combined Men's Normal Hill / 10 km, Individual",Winter,M,Gold,102328.0,51678.0,24.0,176.0,61.0,2012.0
Nordic Combined Men's Sprint,Winter,M,Gold,106964.5,54024.5,26.0,178.0,66.5,2004.0
Nordic Combined Men's Team,Winter,M,Gold,144007.0,72272.0,26.0,178.0,67.0,2002.0
Polo Men's Polo,Summer,M,Gold,150967.5,75791.0,35.5,178.0,,1920.0
Racquets Men's Doubles,Summer,M,Gold,97784.5,49381.0,26.0,176.0,,1908.0
Racquets Men's Singles,Summer,M,Gold,172624.0,86723.0,29.0,,,1908.0
Roque Men's Singles,Summer,M,Gold,105199.0,53238.0,64.0,,,1904.0
Rowing Men's 17-Man Naval Rowing Boats,Summer,M,Gold,142868.0,71683.0,,,,1906.0
Rowing Men's 6-Man Naval Rowing Boats,Summer,M,Gold,236288.0,118471.0,,,,1906.0
Rowing Men's Coxed Eights,Summer,M,Gold,114731.0,58124.5,24.0,191.0,89.0,1964.0
Rowing Men's Coxed Fours,Summer,M,Gold,135526.0,68130.5,24.0,189.0,89.0,1954.0
"Rowing Men's Coxed Fours, Inriggers",Summer,M,Gold,91334.0,46307.0,27.0,,,1912.0
"Rowing Men's Coxed Fours, Outriggers",Summer,M,Gold,68939.0,35157.0,26.0,,,1912.0
Rowing Men's Coxed Pairs,Summer,M,Gold,106466.0,53831.0,25.0,187.0,88.0,1958.0
Rowing Men's Coxed Pairs (1 kilometres),Summer,M,Gold,37861.0,19456.0,24.0,,,1906.0
Rowing Men's Coxed Pairs (1 mile),Summer,M,Gold,37862.0,19456.0,24.0,,,1906.0
Rowing Men's Coxless Fours,Summer,M,Gold,144228.5,72376.0,25.0,192.0,90.0,1970.0
Rowing Men's Coxless Pairs,Summer,M,Gold,131852.0,66356.0,26.0,192.0,89.5,1970.0
Rowing Men's Double Sculls,Summer,M,Gold,104008.5,52687.5,27.0,187.0,87.0,1970.0
Rowing Men's Lightweight Coxless Fours,Summer,M,Gold,95511.0,48348.0,27.0,184.5,72.0,2006.0
Rowing Men's Lightweight Double Sculls,Summer,M,Gold,128271.5,64583.0,28.0,181.5,73.5,2006.0
Rowing Men's Quadruple Sculls,Summer,M,Gold,193391.0,97121.5,24.0,194.0,93.0,1996.0
Rowing Men's Single Sculls,Summer,M,Gold,117620.0,59569.0,26.0,189.0,92.0,1962.0
Rugby Men's Rugby,Summer,M,Gold,153852.0,77231.0,24.0,178.0,74.5,1920.0
Rugby Sevens Men's Rugby Sevens,Summer,M,Gold,197643.0,99232.0,26.0,189.0,98.0,2016.0
Sailing Men's One Person Dinghy,Summer,M,Gold,129649.0,65271.0,27.0,183.0,89.0,2004.0
Sailing Men's One Person Heavyweight Dinghy,Summer,M,Gold,108912.5,54749.0,32.0,190.0,92.5,2014.0
Sailing Men's Skiff,Summer,M,Gold,143478.5,72262.5,25.5,183.5,79.0,2014.0
Sailing Men's Two Person Dinghy,Summer,M,Gold,151186.5,75854.5,29.0,182.5,68.5,2002.0
Sailing Men's Two Person Keelboat,Summer,M,Gold,163682.5,82210.0,35.0,185.0,97.5,2008.0
Sailing Men's Windsurfer,Summer,M,Gold,165781.5,83508.0,25.5,184.5,70.0,2002.0
Sailing Mixed 0-0.5 Ton,Summer,M,Gold,143004.0,71976.0,,,,1900.0
Sailing Mixed 0.5-1 Ton,Summer,M,Gold,65779.5,33597.0,30.0,,,1900.0
Sailing Mixed 1-2 Ton,Summer,M,Gold,177611.0,89271.0,44.0,,,1900.0
Sailing Mixed 10 metres,Summer,M,Gold,108475.0,54879.5,31.0,180.0,,1920.0
Sailing Mixed 10-20 Ton,Summer,M,Gold,103903.0,52517.5,44.0,,,1900.0
Sailing Mixed 12 foot,Summer,M,Gold,96101.0,48660.0,21.0,,,1920.0
Sailing Mixed 12 metres,Summer,M,Gold,108671.5,54944.5,36.0,180.0,,1912.0
Sailing Mixed 2-3 Ton,Summer,M,Gold,65599.5,33564.0,32.5,,,1900.0
Sailing Mixed 20+ Ton,Summer,M,Gold,194994.0,97858.0,,,,1900.0
Sailing Mixed 3-10 Ton,Summer,M,Gold,102892.5,52034.0,50.0,,,1900.0
Sailing Mixed 30 metres,Summer,M,Gold,144121.0,72336.0,27.0,,,1920.0
Sailing Mixed 40 metres,Summer,M,Gold,152314.0,76650.5,24.0,,,1920.0
Sailing Mixed 5.5 metres,Summer,M,Gold,218629.5,109797.0,25.5,183.0,79.0,1960.0
Sailing Mixed 6 metres,Summer,M,Gold,133976.0,67457.5,34.5,,,1930.0
Sailing Mixed 6.5 metres,Summer,M,Gold,35903.0,18441.0,23.0,184.0,,1920.0
Sailing Mixed 7 metres,Summer,M,Gold,101053.0,51004.0,42.0,,,1914.0
Sailing Mixed 8 metres,Summer,M,Gold,107110.0,54133.0,32.5,174.5,,1924.0
Sailing Mixed Multihull,Summer,M,Gold,136759.0,68766.0,33.0,180.0,73.0,1992.0
Sailing Mixed One Person Dinghy,Summer,M,Gold,111862.0,56635.0,24.0,182.5,85.0,1968.0
Sailing Mixed Open,Summer,M,Gold,84234.0,42795.0,29.0,,,1900.0
Sailing Mixed Skiff,Summer,M,Gold,114505.5,57936.0,28.0,181.0,77.5,2004.0
Sailing Mixed Three Person Keelboat,Summer,M,Gold,105446.0,53339.0,33.0,183.0,87.0,1972.0
Sailing Mixed Two Person Dinghy,Summer,M,Gold,130990.5,65948.5,23.5,176.5,69.0,1980.0
Sailing Mixed Two Person Heavyweight Dinghy,Summer,M,Gold,114813.5,57840.5,26.5,182.0,80.0,1974.0
Sailing Mixed Two Person Keelboat,Summer,M,Gold,141053.5,70822.0,34.5,183.0,90.0,1970.0
Sailing Mixed Windsurfer,Summer,M,Gold,115846.0,58679.0,24.0,175.0,65.0,1988.0
"Shooting Men's Air Pistol, 10 metres",Summer,M,Gold,114313.0,57835.5,29.5,175.0,77.5,2002.0
"Shooting Men's Air Rifle, 10 metres",Summer,M,Gold,92804.0,47019.0,25.0,174.0,70.0,2000.0
Shooting Men's Double Trap,Summer,M,Gold,65003.5,33285.5,29.0,183.0,84.0,2006.0
"Shooting Men's Dueling Pistol Au Commandement, 25 metres",Summer,M,Gold,222076.0,111602.0,29.0,,,1906.0
Shooting Men's Dueling Pistol Au Vise 20 metres,Summer,M,Gold,163126.0,81899.0,54.0,,,1906.0
"Shooting Men's Dueling Pistol, 30 metres",Summer,M,Gold,131861.0,66359.0,20.0,,,1912.0
"Shooting Men's Dueling Pistol, 30 metres, Team",Summer,M,Gold,108028.0,54501.0,31.5,175.0,,1912.0
"Shooting Men's Free Pistol, 25 metres",Summer,M,Gold,134557.0,67726.0,52.0,,,1906.0
"Shooting Men's Free Pistol, 30 metres",Summer,M,Gold,180286.0,90607.0,27.0,,,1896.0
"Shooting Men's Free Pistol, 50 metres",Summer,M,Gold,131859.0,66359.0,31.5,176.0,79.5,1964.0
"Shooting Men's Free Pistol, 50 metres, Team",Summer,M,Gold,138159.5,69425.0,34.0,174.5,,1912.0
"Shooting Men's Free Pistol, 50 yards",Summer,M,Gold,247980.0,124156.0,33.0,,,1908.0
"Shooting Men's Free Pistol, 50 yards, Team",Summer,M,Gold,44704.0,22966.0,43.0,,,1908.0
"Shooting Men's Free Rifle, 1,000 Yards",Summer,M,Gold,159298.0,79961.0,60.0,,,1908.0
"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Summer,M,Gold,69848.0,35572.0,25.0,177.0,,1924.0
"Shooting Men's Free Rifle, Any Position, 300 metres",Summer,M,Gold,157847.0,79237.0,28.0,,,1906.0
"Shooting Men's Free Rifle, Kneeling, 300 metres",Summer,M,Gold,227236.0,114177.0,33.0,168.0,,1900.0
"Shooting Men's Free Rifle, Prone, 300 metres",Summer,M,Gold,182520.0,91740.0,32.0,170.0,,1900.0
"Shooting Men's Free Rifle, Prone, 600 metres",Summer,M,Gold,69847.0,35572.0,32.0,,,1924.0
"Shooting Men's Free Rifle, Standing, 300 metres",Summer,M,Gold,145982.0,73260.0,28.0,,,1900.0
"Shooting Men's Free Rifle, Three Positions, 300 metres",Summer,M,Gold,77667.5,39456.5,31.0,172.0,77.5,1934.0
"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Summer,M,Gold,132840.0,66870.0,33.0,175.0,,1908.0
"Shooting Men's Military Pistol, 25 metres",Summer,M,Gold,180285.0,90606.0,25.0,,,1896.0
"Shooting Men's Military Pistol, 30 metres",Summer,M,Gold,181713.0,91332.0,35.0,,,1920.0
"Shooting Men's Military Pistol, Team",Summer,M,Gold,115627.0,58587.0,39.0,175.5,,1920.0
"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",Summer,M,Gold,71674.0,36489.0,,,,1906.0
"Shooting Men's Military Revolver, 20 metres",Summer,M,Gold,200059.0,100476.0,41.0,,,1906.0
"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Summer,M,Gold,163130.0,81899.0,54.0,,,1906.0
"Shooting Men's Military Rifle, 200 metres",Summer,M,Gold,113465.0,57486.0,,,,1896.0
"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Summer,M,Gold,68519.0,34808.0,32.0,180.0,,1912.0
"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Summer,M,Gold,99165.0,50145.5,36.5,,,1908.0
"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Summer,M,Gold,178458.0,89706.0,35.0,180.0,,1920.0
"Shooting Men's Military Rifle, Any Position, 600 metres",Summer,M,Gold,43289.0,22312.0,31.0,170.0,,1912.0
"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",Summer,M,Gold,200063.0,100476.0,41.0,,,1906.0
"Shooting Men's Military Rifle, Prone, 300 metres",Summer,M,Gold,176819.0,88904.0,35.0,,,1920.0
"Shooting Men's Military Rifle, Prone, 300 metres, Team",Summer,M,Gold,135510.0,68189.0,35.0,180.0,,1920.0
"Shooting Men's Military Rifle, Prone, 600 metres",Summer,M,Gold,109158.0,55202.0,32.0,,,1920.0
"Shooting Men's Military Rifle, Prone, 600 metres, Team",Summer,M,Gold,135512.0,68189.0,35.0,183.0,,1920.0
"Shooting Men's Military Rifle, Standing, 300 metres",Summer,M,Gold,178456.0,89706.0,35.0,180.0,,1920.0
"Shooting Men's Military Rifle, Standing, 300 metres, Team",Summer,M,Gold,171029.0,85949.0,43.0,,,1920.0
"Shooting Men's Military Rifle, Three Positions, 300 metres",Summer,M,Gold,193604.0,97174.0,24.0,,,1912.0
"Shooting Men's Muzzle-Loading Pistol, 25 metres",Summer,M,Gold,72214.0,36739.0,,,,1896.0
"Shooting Men's Rapid-Fire Pistol, 25 metres",Summer,M,Gold,187184.0,94074.0,35.0,168.0,73.0,1984.0
"Shooting Men's Running Target, 10 metres",Summer,M,Gold,197176.5,98869.5,26.0,175.0,75.0,1998.0
"Shooting Men's Running Target, 50 metres",Summer,M,Gold,115884.0,58392.5,22.5,172.5,70.5,1986.0
"Shooting Men's Running Target, Double Shot",Summer,M,Gold,141585.5,71087.5,38.5,,,1916.0
"Shooting Men's Running Target, Double Shot, Team",Summer,M,Gold,168548.0,84709.0,36.0,,,1920.0
"Shooting Men's Running Target, Single And Double Shot",Summer,M,Gold,168212.0,84538.5,34.0,,,1954.0
"Shooting Men's Running Target, Single Shot",Summer,M,Gold,205098.0,102974.5,35.5,,,1916.0
"Shooting Men's Running Target, Single Shot, Team",Summer,M,Gold,168551.0,84709.0,41.0,,,1920.0
Shooting Men's Skeet,Summer,M,Gold,89843.5,45525.0,25.5,173.0,80.0,2006.0
"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Summer,M,Gold,173773.0,87298.0,31.0,182.0,,1920.0
"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Summer,M,Gold,126810.5,63831.0,30.0,168.0,,1908.0
"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Summer,M,Gold,96333.0,48783.0,32.0,182.0,,1912.0
"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Summer,M,Gold,35499.0,18257.0,32.0,,,1912.0
"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Summer,M,Gold,35486.5,18256.0,32.0,175.0,,1912.0
"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",Summer,M,Gold,231277.0,116044.0,33.0,,,1908.0
"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",Summer,M,Gold,70284.0,35781.0,26.0,,,1908.0
"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",Summer,M,Gold,35788.0,18393.0,46.0,,,1908.0
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Summer,M,Gold,120763.0,61101.0,26.0,178.0,80.0,1984.0
"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Summer,M,Gold,175783.5,88327.0,36.5,168.0,,1912.0
"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Summer,M,Gold,173772.0,87298.0,24.0,,,1920.0
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Summer,M,Gold,52328.0,26880.0,32.0,174.5,78.0,1992.0
Shooting Men's Trap,Summer,M,Gold,65569.0,33555.0,32.0,178.0,86.0,1960.0
"Shooting Men's Trap, Double Shot, 14 metres",Summer,M,Gold,157191.0,78929.0,49.0,,,1906.0
"Shooting Men's Trap, Single Shot, 16 metres",Summer,M,Gold,157172.0,78927.0,21.0,,,1906.0
"Shooting Men's Trap, Team",Summer,M,Gold,154138.0,77366.0,40.5,179.0,,1916.0
"Shooting Mixed Free Pistol, 50 metres",Summer,M,Gold,174147.5,87446.5,30.0,177.0,82.0,1974.0
"Shooting Mixed Free Rifle, Three Positions, 300 metres",Summer,M,Gold,133592.0,67060.5,32.0,176.5,79.5,1970.0
"Shooting Mixed Rapid-Fire Pistol, 25 metres",Summer,M,Gold,194190.5,97499.5,34.0,178.0,71.0,1974.0
"Shooting Mixed Running Target, 50 metres",Summer,M,Gold,224547.0,112798.0,30.0,181.0,87.0,1976.0
Shooting Mixed Skeet,Summer,M,Gold,192250.0,96574.0,27.0,179.5,83.0,1978.0
"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Summer,M,Gold,180648.5,90749.5,25.0,176.0,73.0,1974.0
"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Summer,M,Gold,187414.5,94142.5,28.5,176.0,77.5,1974.0
Shooting Mixed Trap,Summer,M,Gold,88664.0,44945.0,34.0,180.0,83.0,1980.0
"Short Track Speed Skating Men's 1,000 metres",Winter,M,Gold,118315.0,59850.0,24.0,172.0,65.0,2002.0
"Short Track Speed Skating Men's 1,500 metres",Winter,M,Gold,112209.0,56622.0,20.0,173.0,66.5,2008.0
"Short Track Speed Skating Men's 5,000 metres Relay",Winter,M,Gold,95156.0,48187.0,24.0,173.0,71.0,2002.0
Short Track Speed Skating Men's 500 metres,Winter,M,Gold,81939.0,41569.5,24.0,173.0,68.0,2004.0
Skeleton Men's Skeleton,Winter,M,Gold,127605.0,64277.0,29.0,182.5,83.0,2004.0
"Ski Jumping Men's Large Hill, Individual",Winter,M,Gold,167397.0,84077.5,21.5,173.0,57.5,1990.0
"Ski Jumping Men's Large Hill, Team",Winter,M,Gold,167399.5,84077.5,23.5,180.0,63.0,2000.0
"Ski Jumping Men's Normal Hill, Individual",Winter,M,Gold,113587.5,57536.0,24.0,173.0,60.0,1974.0
Snowboarding Men's Boardercross,Winter,M,Gold,259161.0,129738.0,29.0,185.0,91.0,2010.0
Snowboarding Men's Giant Slalom,Winter,M,Gold,197931.0,99376.0,26.0,178.0,81.0,1998.0
Snowboarding Men's Halfpipe,Winter,M,Gold,220427.0,110714.0,22.0,175.0,70.0,2006.0
Snowboarding Men's Parallel Giant Slalom,Winter,M,Gold,213739.5,107338.0,26.5,181.0,88.5,2008.0
Snowboarding Men's Parallel Slalom,Winter,M,Gold,260572.0,130402.0,27.0,179.0,82.0,2014.0
Snowboarding Men's Slopestyle,Winter,M,Gold,125306.0,63232.0,20.0,178.0,75.0,2014.0
"Speed Skating Men's 1,000 metres",Winter,M,Gold,93200.0,47192.0,25.0,185.0,86.0,1994.0
"Speed Skating Men's 1,500 metres",Winter,M,Gold,124917.5,63061.0,26.0,182.5,78.0,1970.0
"Speed Skating Men's 10,000 metres",Winter,M,Gold,120880.0,61149.0,25.0,183.5,82.0,1976.0
"Speed Skating Men's 5,000 metres",Winter,M,Gold,124850.5,63030.0,27.5,184.0,80.0,1974.0
Speed Skating Men's 500 metres,Winter,M,Gold,108245.0,54713.0,24.0,180.0,78.0,1972.0
Speed Skating Men's Allround,Winter,M,Gold,239749.0,120150.0,30.0,167.0,67.0,1924.0
Speed Skating Men's Team Pursuit (8 laps),Winter,M,Gold,103154.5,52150.0,24.0,183.5,80.0,2010.0
"Swimming Men's 1,000 metres Freestyle",Summer,M,Gold,106745.0,53973.0,28.0,,,1900.0
"Swimming Men's 1,200 metres Freestyle",Summer,M,Gold,88456.0,44875.0,18.0,,,1896.0
"Swimming Men's 1,500 metres Freestyle",Summer,M,Gold,156288.0,78491.0,20.0,185.0,75.5,1968.0
Swimming Men's 10 kilometres Open Water,Summer,M,Gold,248689.0,124495.0,27.0,192.0,86.0,2012.0
Swimming Men's 100 Yard Backstroke,Summer,M,Gold,27950.0,14482.0,23.0,,,1904.0
Swimming Men's 100 metres Backstroke,Summer,M,Gold,152766.0,76659.0,21.0,190.0,84.5,1970.0
Swimming Men's 100 metres Breaststroke,Summer,M,Gold,120312.0,60893.0,23.0,183.0,80.0,1992.0
Swimming Men's 100 metres Butterfly,Summer,M,Gold,187891.0,94406.0,22.0,186.0,84.0,1992.0
Swimming Men's 100 metres Freestyle,Summer,M,Gold,160655.0,80613.0,22.0,191.0,80.0,1964.0
Swimming Men's 100 metres Freestyle For Sailors,Summer,M,Gold,147806.0,74168.0,,,,1896.0
Swimming Men's 100 yard Freestyle,Summer,M,Gold,254347.0,127339.0,23.0,187.0,83.0,1904.0
Swimming Men's 200 metres Backstroke,Summer,M,Gold,142476.0,71479.0,21.0,189.0,84.0,1988.0
Swimming Men's 200 metres Breaststroke,Summer,M,Gold,120313.0,60893.0,20.5,184.0,77.0,1968.0
Swimming Men's 200 metres Butterfly,Summer,M,Gold,187896.0,94406.0,22.0,188.0,80.0,1986.0
Swimming Men's 200 metres Freestyle,Summer,M,Gold,164579.5,82649.5,20.5,189.0,78.0,1990.0
Swimming Men's 200 metres Individual Medley,Summer,M,Gold,132869.0,66883.0,22.0,191.0,86.0,1996.0
Swimming Men's 200 metres Obstacle Course,Summer,M,Gold,131871.0,66363.0,20.0,,,1900.0
Swimming Men's 200 metres Team Swimming,Summer,M,Gold,118189.0,59573.0,19.5,,,1900.0
Swimming Men's 220 yard Freestyle,Summer,M,Gold,48925.0,25215.0,19.0,183.0,70.0,1904.0
Swimming Men's 4 x 100 metres Freestyle Relay,Summer,M,Gold,109617.5,55418.5,22.0,190.0,84.0,1992.0
Swimming Men's 4 x 100 metres Medley Relay,Summer,M,Gold,126739.0,63912.0,22.0,188.0,84.0,1988.0
Swimming Men's 4 x 200 metres Freestyle Relay,Summer,M,Gold,141427.0,70965.0,21.0,188.0,81.0,1968.0
Swimming Men's 4 x 250 metres Freestyle Relay,Summer,M,Gold,148841.5,75021.5,23.0,187.0,83.0,1906.0
Swimming Men's 4 x 50 Yard Freestyle Relay,Summer,M,Gold,86008.0,43626.0,22.5,183.0,70.0,1904.0
"Swimming Men's 4,000 metres Freestyle",Summer,M,Gold,106746.0,53973.0,28.0,,,1900.0
Swimming Men's 400 metres Breaststroke,Summer,M,Gold,81833.0,41360.0,19.0,,,1916.0
Swimming Men's 400 metres Freestyle,Summer,M,Gold,204269.5,102563.0,20.0,185.0,79.0,1966.0
Swimming Men's 400 metres Individual Medley,Summer,M,Gold,114246.5,57644.5,21.0,187.5,83.0,1990.0
Swimming Men's 440 Yard Breaststroke,Summer,M,Gold,267090.0,133620.0,20.0,,,1904.0
Swimming Men's 440 yard Freestyle,Summer,M,Gold,48926.0,25215.0,19.0,183.0,70.0,1904.0
Swimming Men's 50 metres Freestyle,Summer,M,Gold,88823.0,45039.0,22.0,198.0,87.0,2000.0
Swimming Men's 50 yard Freestyle,Summer,M,Gold,254346.0,127339.0,23.0,187.0,83.0,1904.0
Swimming Men's 500 metres Freestyle,Summer,M,Gold,170080.0,85477.0,20.0,,,1896.0
Swimming Men's 880 yard Freestyle,Summer,M,Gold,197537.0,99175.0,21.0,,,1904.0
Swimming Men's One Mile Freestyle,Summer,M,Gold,217306.5,109032.5,21.0,165.0,66.0,1905.0
Swimming Men's Plunge For Distance,Summer,M,Gold,55277.0,28347.0,29.0,,,1904.0
Swimming Men's Underwater Swimming,Summer,M,Gold,54462.0,27933.0,18.0,,,1900.0
Table Tennis Men's Doubles,Summer,M,Gold,141925.0,71243.5,23.0,171.0,63.0,1996.0
Table Tennis Men's Singles,Summer,M,Gold,200349.0,100393.0,24.0,175.5,71.0,2002.0
Table Tennis Men's Team,Summer,M,Gold,256551.0,128456.0,27.0,176.0,72.0,2012.0
Taekwondo Men's Featherweight,Summer,M,Gold,207612.0,104185.0,21.0,180.0,68.0,2008.0
Taekwondo Men's Flyweight,Summer,M,Gold,164564.0,82626.0,22.0,180.0,58.0,2008.0
Taekwondo Men's Heavyweight,Summer,M,Gold,118442.0,59916.0,26.0,191.0,91.0,2008.0
Taekwondo Men's Welterweight,Summer,M,Gold,142441.0,71467.0,25.0,186.0,80.0,2008.0
Tennis Men's Doubles,Summer,M,Gold,134656.5,67737.5,26.0,183.0,80.0,1956.0
"Tennis Men's Doubles, Covered Courts",Summer,M,Gold,79482.5,40348.0,31.5,,,1910.0
Tennis Men's Singles,Summer,M,Gold,166370.5,83558.0,24.0,187.5,82.0,1956.0
"Tennis Men's Singles, Covered Courts",Summer,M,Gold,81455.5,41368.0,30.5,,,1910.0
Tennis Mixed Doubles,Summer,M,Gold,159975.0,80274.0,27.0,191.0,87.0,1920.0
"Tennis Mixed Doubles, Covered Courts",Summer,M,Gold,56253.0,28817.0,39.0,,,1912.0
Trampolining Men's Individual,Summer,M,Gold,143255.0,71898.0,23.0,172.0,62.0,2008.0
Triathlon Men's Olympic Distance,Summer,M,Gold,36277.0,18641.0,26.0,184.0,70.0,2008.0
Tug-Of-War Men's Tug-Of-War,Summer,M,Gold,132858.0,66880.0,30.0,183.0,99.0,1908.0
Volleyball Men's Volleyball,Summer,M,Gold,153106.5,76846.0,27.0,195.0,89.0,1990.0
Water Polo Men's Water Polo,Summer,M,Gold,120210.0,60844.0,26.0,187.0,91.0,1972.0
Weightlifting Men's All-Around Dumbbell Contest,Summer,M,Gold,178758.0,89847.0,21.0,,,1904.0
Weightlifting Men's Bantamweight,Summer,M,Gold,171142.5,85991.0,26.0,152.0,56.0,1982.0
Weightlifting Men's Featherweight,Summer,M,Gold,159627.0,80114.0,24.0,156.0,60.0,1972.0
Weightlifting Men's Flyweight,Summer,M,Gold,178636.0,89786.0,23.0,153.0,54.0,1984.0
Weightlifting Men's Heavyweight,Summer,M,Gold,226374.5,113679.0,26.0,180.0,105.0,1962.0
Weightlifting Men's Heavyweight I,Summer,M,Gold,159478.0,80040.0,27.0,177.0,97.0,1988.0
Weightlifting Men's Heavyweight II,Summer,M,Gold,236481.0,118574.0,24.0,182.0,112.0,1988.0
Weightlifting Men's Light-Heavyweight,Summer,M,Gold,141785.0,71130.0,25.0,172.0,83.0,1972.0
Weightlifting Men's Lightweight,Summer,M,Gold,129133.0,65015.0,24.0,165.5,67.0,1968.0
Weightlifting Men's Middle-Heavyweight,Summer,M,Gold,117332.0,59405.0,25.0,174.0,93.0,1984.0
Weightlifting Men's Middleweight,Summer,M,Gold,129537.0,65210.0,25.0,169.5,75.0,1972.0
