Event,Season,Sex,Medal,Age,Height,Weight,Year
"Wrestling Men's Flyweight, Freestyle",Summer,M,Gold,22.0,161.0,56.0,1976
"Wrestling Men's Flyweight, Greco-Roman",Summer,M,Gold,25.5,161.0,54.5,1978
"Wrestling Men's Heavyweight, Freestyle",Summer,M,Gold,26.0,185.0,100.0,1982
"Wrestling Men's Heavyweight, Greco-Roman",Summer,M,Gold,28.0,185.0,100.0,1980
"Wrestling Men's Light-Flyweight, Freestyle",Summer,M,Gold,23.0,157.0,48.0,1984
"Wrestling Men's Light-Flyweight, Greco-Roman",Summer,M,Gold,23.0,160.0,48.0,1984
"Wrestling Men's Light-Heavyweight, Freestyle",Summer,M,Gold,24.5,180.0,88.5,1986
"Wrestling Men's Light-Heavyweight, Greco-Roman",Summer,M,Gold,25.0,177.0,87.25,1986
"Wrestling Men's Lightweight, Freestyle",Summer,M,Gold,24.0,170.0,68.0,1980
"Wrestling Men's Lightweight, Greco-Roman",Summer,M,Gold,24.0,170.0,68.0,1980
"Wrestling Men's Middleweight, Freestyle",Summer,M,Gold,27.0,175.0,82.0,1984
"Wrestling Men's Middleweight, Greco-Roman",Summer,M,Gold,25.5,176.0,82.0,1978
"Wrestling Men's Super-Heavyweight, Freestyle",Summer,M,Gold,27.0,190.0,120.0,1994
"Wrestling Men's Super-Heavyweight, Greco-Roman",Summer,M,Gold,26.0,193.0,117.5,1994
"Wrestling Men's Unlimited Class, Greco-Roman",Summer,M,Gold,26.0,159.0,70.0,1896
"Wrestling Men's Welterweight, Freestyle",Summer,M,Gold,25.0,171.0,73.5,1986
"Wrestling Men's Welterweight, Greco-Roman",Summer,M,Gold,25.5,173.0,74.5,1986
