Event,Season,Sex,Medal,sno,ID,Age,Height,Weight,Year
"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Summer,M,Bronze,161325.0,81053.5,28.0,177.0,78.0,1974.0
Shooting Mixed Trap,Summer,M,Bronze,47599.0,24541.0,32.0,183.0,86.0,1980.0
"Short Track Speed Skating Men's 1,000 metres",Winter,M,Bronze,135226.0,68032.0,24.0,173.0,68.0,2002.0
"Short Track Speed Skating Men's 1,500 metres",Winter,M,Bronze,56086.0,28604.0,27.0,173.5,70.0,2008.0
"Short Track Speed Skating Men's 5,000 metres Relay",Winter,M,Bronze,107012.0,54087.0,22.0,174.0,70.0,2002.0
Short Track Speed Skating Men's 500 metres,Winter,M,Bronze,152913.0,77028.5,22.0,173.0,70.5,2004.0
Skeleton Men's Skeleton,Winter,M,Bronze,227272.5,114191.0,30.5,183.5,79.5,2008.0
"Ski Jumping Men's Large Hill, Individual",Winter,M,Bronze,92213.0,46703.0,21.0,177.0,64.0,1992.0
"Ski Jumping Men's Large Hill, Team",Winter,M,Bronze,111187.0,56259.5,23.5,178.0,61.0,2002.0
"Ski Jumping Men's Normal Hill, Individual",Winter,M,Bronze,182090.0,91462.5,24.0,179.5,63.5,1996.0
Snowboarding Men's Boardercross,Winter,M,Bronze,52679.0,27049.0,21.0,183.0,82.0,2010.0
Snowboarding Men's Giant Slalom,Winter,M,Bronze,116464.0,58940.0,22.0,180.0,79.0,1998.0
Snowboarding Men's Halfpipe,Winter,M,Bronze,130878.0,65885.0,20.0,180.0,73.0,2006.0
Snowboarding Men's Parallel Giant Slalom,Winter,M,Bronze,102209.5,51771.5,30.0,185.0,85.0,2008.0
Snowboarding Men's Parallel Slalom,Winter,M,Bronze,113680.0,57585.0,28.0,186.0,90.0,2014.0
Snowboarding Men's Slopestyle,Winter,M,Bronze,155140.0,77881.0,20.0,180.0,72.0,2014.0
"Speed Skating Men's 1,000 metres",Winter,M,Bronze,162901.5,81772.0,25.0,180.0,78.0,1993.0
"Speed Skating Men's 1,500 metres",Winter,M,Bronze,163958.0,82287.0,26.0,180.0,76.0,1988.0
"Speed Skating Men's 10,000 metres",Winter,M,Bronze,209819.0,105353.0,27.0,182.0,82.0,1992.0
"Speed Skating Men's 5,000 metres",Winter,M,Bronze,183014.0,91994.5,24.0,183.5,77.5,1986.0
Speed Skating Men's 500 metres,Winter,M,Bronze,108829.0,55089.5,24.5,175.5,75.0,1990.0
Speed Skating Men's Team Pursuit (8 laps),Winter,M,Bronze,186080.5,93493.0,28.0,182.5,80.5,2010.0
"Swimming Men's 1,000 metres Freestyle",Summer,M,Bronze,254344.0,127339.0,18.0,187.0,83.0,1900.0
"Swimming Men's 1,500 metres Freestyle",Summer,M,Bronze,52043.5,26756.0,21.0,185.5,80.0,1982.0
Swimming Men's 10 kilometres Open Water,Summer,M,Bronze,176580.0,88788.0,22.0,183.0,72.0,2012.0
Swimming Men's 100 metres Backstroke,Summer,M,Bronze,161520.5,81073.0,20.5,190.5,77.5,1990.0
Swimming Men's 100 metres Breaststroke,Summer,M,Bronze,126558.0,63719.5,22.0,187.0,80.5,1994.0
Swimming Men's 100 metres Butterfly,Summer,M,Bronze,128817.0,64839.0,21.0,186.0,77.0,1988.0
Swimming Men's 100 metres Freestyle,Summer,M,Bronze,90645.0,45934.0,22.0,194.5,85.0,1994.0
Swimming Men's 200 metres Backstroke,Summer,M,Bronze,110405.5,55890.5,22.5,183.5,78.0,1990.0
Swimming Men's 200 metres Breaststroke,Summer,M,Bronze,124374.0,62826.0,22.0,182.0,75.0,1984.0
Swimming Men's 200 metres Butterfly,Summer,M,Bronze,152543.0,76551.0,21.0,184.0,77.0,1988.0
Swimming Men's 200 metres Freestyle,Summer,M,Bronze,128778.0,64881.5,21.0,192.0,88.0,1990.0
Swimming Men's 200 metres Individual Medley,Summer,M,Bronze,74170.0,37673.0,22.0,188.0,80.0,1996.0
Swimming Men's 4 x 100 metres Freestyle Relay,Summer,M,Bronze,161659.5,81136.0,22.0,190.0,85.0,1996.0
Swimming Men's 4 x 100 metres Medley Relay,Summer,M,Bronze,156819.5,78720.5,22.0,183.0,80.0,1988.0
Swimming Men's 4 x 200 metres Freestyle Relay,Summer,M,Bronze,113032.0,57209.0,22.0,185.5,80.0,1988.0
Swimming Men's 4 x 250 metres Freestyle Relay,Summer,M,Bronze,237076.0,118890.0,21.0,165.0,66.0,1906.0
Swimming Men's 400 metres Freestyle,Summer,M,Bronze,136448.0,68622.0,21.0,183.0,80.0,1984.0
Swimming Men's 400 metres Individual Medley,Summer,M,Bronze,154159.5,77409.0,20.5,184.0,74.0,1990.0
Swimming Men's 50 metres Freestyle,Summer,M,Bronze,149281.0,75152.5,24.5,193.0,83.0,2002.0
Swimming Men's 50 yard Freestyle,Summer,M,Bronze,48923.0,25215.0,19.0,183.0,70.0,1904.0
Table Tennis Men's Doubles,Summer,M,Bronze,134779.0,67813.0,24.0,174.0,66.0,1996.0
Table Tennis Men's Singles,Summer,M,Bronze,160738.0,80655.0,24.0,180.0,69.0,2000.0
Table Tennis Men's Team,Summer,M,Bronze,179507.0,90202.0,31.0,181.0,72.0,2012.0
Taekwondo Men's Featherweight,Summer,M,Bronze,189686.5,95249.0,24.5,181.0,68.0,2010.0
Taekwondo Men's Flyweight,Summer,M,Bronze,142522.5,71812.0,21.5,180.0,58.5,2010.0
Taekwondo Men's Heavyweight,Summer,M,Bronze,77809.5,39506.0,25.5,194.0,95.0,2010.0
Taekwondo Men's Welterweight,Summer,M,Bronze,153765.0,77184.5,24.0,191.0,80.0,2010.0
Tennis Men's Doubles,Summer,M,Bronze,80755.0,41006.0,25.0,186.0,79.0,1996.0
Tennis Men's Singles,Summer,M,Bronze,70242.0,35808.5,22.5,185.0,78.5,1998.0
"Tennis Men's Singles, Covered Courts",Summer,M,Bronze,260592.0,130415.0,28.0,188.0,84.0,1912.0
Tennis Mixed Doubles,Summer,M,Bronze,129885.0,65414.5,35.5,188.5,83.0,2014.0
Trampolining Men's Individual,Summer,M,Bronze,143256.0,71898.0,23.0,170.0,64.0,2008.0
Triathlon Men's Olympic Distance,Summer,M,Bronze,198431.0,99634.0,24.0,181.0,69.0,2008.0
Tug-Of-War Men's Tug-Of-War,Summer,M,Bronze,132484.5,66665.0,25.5,180.0,81.5,1905.0
Volleyball Men's Volleyball,Summer,M,Bronze,143457.0,72012.0,26.0,194.0,87.0,1992.0
Water Polo Men's Water Polo,Summer,M,Bronze,129919.0,65408.0,26.0,189.0,90.0,1988.0
Weightlifting Men's All-Around Dumbbell Contest,Summer,M,Bronze,128473.0,64683.0,25.0,170.0,75.0,1904.0
Weightlifting Men's Bantamweight,Summer,M,Bronze,114324.5,57758.0,23.5,159.0,56.0,1986.0
Weightlifting Men's Featherweight,Summer,M,Bronze,174949.0,87937.5,25.0,160.0,62.0,1986.0
Weightlifting Men's Flyweight,Summer,M,Bronze,97418.0,49306.0,25.0,153.0,56.0,1984.0
Weightlifting Men's Heavyweight,Summer,M,Bronze,206576.0,103698.0,26.0,180.0,105.5,1968.0
Weightlifting Men's Heavyweight I,Summer,M,Bronze,102841.0,52035.0,28.0,174.0,100.0,1988.0
Weightlifting Men's Heavyweight II,Summer,M,Bronze,234039.0,117371.0,29.0,181.0,110.0,1988.0
Weightlifting Men's Light-Heavyweight,Summer,M,Bronze,119345.5,60194.0,25.0,172.5,83.5,1982.0
Weightlifting Men's Lightweight,Summer,M,Bronze,144435.0,72518.5,27.5,164.0,67.25,1986.0
Weightlifting Men's Middle-Heavyweight,Summer,M,Bronze,149699.5,75101.0,24.5,175.0,90.0,1986.0
Weightlifting Men's Middleweight,Summer,M,Bronze,123063.0,62191.0,25.0,165.0,77.0,1984.0
Weightlifting Men's Super-Heavyweight,Summer,M,Bronze,156226.0,78464.0,28.0,182.0,137.5,1994.0
"Weightlifting Men's Unlimited, One Hand",Summer,M,Bronze,213681.0,107303.0,21.0,170.0,82.0,1906.0
"Weightlifting Men's Unlimited, Two Hands",Summer,M,Bronze,151804.0,76185.0,25.0,170.0,81.0,1906.0
"Wrestling Men's Bantamweight, Freestyle",Summer,M,Bronze,120178.0,60790.5,25.0,162.5,57.5,1974.0
"Wrestling Men's Bantamweight, Greco-Roman",Summer,M,Bronze,119728.5,60575.5,26.5,162.5,57.0,1978.0
"Wrestling Men's Featherweight, Freestyle",Summer,M,Bronze,190513.5,95709.5,25.0,165.5,62.0,1992.0
"Wrestling Men's Featherweight, Greco-Roman",Summer,M,Bronze,150279.0,75401.5,25.0,165.0,62.0,1990.0
"Wrestling Men's Flyweight, Freestyle",Summer,M,Bronze,181886.0,91304.5,24.5,161.5,52.0,1978.0
"Wrestling Men's Flyweight, Greco-Roman",Summer,M,Bronze,124032.5,62607.0,27.0,161.0,52.75,1974.0
"Wrestling Men's Heavyweight, Freestyle",Summer,M,Bronze,114067.5,57784.0,28.5,185.0,98.0,1990.0
"Wrestling Men's Heavyweight, Greco-Roman",Summer,M,Bronze,126906.5,63985.5,26.5,185.5,99.0,1986.0
"Wrestling Men's Light-Flyweight, Freestyle",Summer,M,Bronze,128381.0,64642.0,25.0,156.0,48.0,1984.0
"Wrestling Men's Light-Flyweight, Greco-Roman",Summer,M,Bronze,208038.0,104427.0,24.0,154.0,48.0,1984.0
"Wrestling Men's Light-Heavyweight, Freestyle",Summer,M,Bronze,117823.0,59625.0,24.0,180.0,90.0,1990.0
"Wrestling Men's Light-Heavyweight, Greco-Roman",Summer,M,Bronze,117774.0,59601.0,27.0,180.0,88.0,1992.0
"Wrestling Men's Lightweight, Freestyle",Summer,M,Bronze,106014.0,53627.0,25.0,172.0,68.0,1984.0
"Wrestling Men's Lightweight, Greco-Roman",Summer,M,Bronze,197023.0,98908.0,26.0,168.0,67.0,1984.0
"Wrestling Men's Middleweight, Freestyle",Summer,M,Bronze,101632.5,51424.0,26.0,175.0,78.5,1990.0
"Wrestling Men's Middleweight, Greco-Roman",Summer,M,Bronze,157641.0,79132.0,26.0,177.0,80.0,1992.0
"Wrestling Men's Super-Heavyweight, Freestyle",Summer,M,Bronze,190716.0,95791.0,27.0,188.0,120.0,2000.0
"Wrestling Men's Super-Heavyweight, Greco-Roman",Summer,M,Bronze,92858.5,47023.5,26.5,190.0,130.0,2002.0
"Wrestling Men's Welterweight, Freestyle",Summer,M,Bronze,166466.0,83613.0,25.0,172.0,74.0,1992.0
"Wrestling Men's Welterweight, Greco-Roman",Summer,M,Bronze,136589.5,68728.5,25.5,172.0,73.0,1994.0
