Event,Season,Sex,Medal,Age,Height,Weight,Year
"Wrestling Men's Heavyweight, Freestyle",Summer,M,Bronze,28.5,185.0,98.0,1990
"Wrestling Men's Heavyweight, Greco-Roman",Summer,M,Bronze,26.5,185.5,99.0,1986
"Wrestling Men's Light-Flyweight, Freestyle",Summer,M,Bronze,25.0,156.0,48.0,1984
"Wrestling Men's Light-Flyweight, Greco-Roman",Summer,M,Bronze,24.0,154.0,48.0,1984
"Wrestling Men's Light-Heavyweight, Freestyle",Summer,M,Bronze,24.0,180.0,90.0,1990
"Wrestling Men's Light-Heavyweight, Greco-Roman",Summer,M,Bronze,27.0,180.0,88.0,1992
"Wrestling Men's Lightweight, Freestyle",Summer,M,Bronze,25.0,172.0,68.0,1984
"Wrestling Men's Lightweight, Greco-Roman",Summer,M,Bronze,26.0,168.0,67.0,1984
"Wrestling Men's Middleweight, Freestyle",Summer,M,Bronze,26.0,175.0,78.5,1990
"Wrestling Men's Middleweight, Greco-Roman",Summer,M,Bronze,26.0,177.0,80.0,1992
"Wrestling Men's Super-Heavyweight, Freestyle",Summer,M,Bronze,27.0,188.0,120.0,2000
"Wrestling Men's Super-Heavyweight, Greco-Roman",Summer,M,Bronze,26.5,190.0,130.0,2002
"Wrestling Men's Welterweight, Freestyle",Summer,M,Bronze,25.0,172.0,74.0,1992
"Wrestling Men's Welterweight, Greco-Roman",Summer,M,Bronze,25.5,172.0,73.0,1994
