Event,Season,Sex,Medal,sno,ID,Age,Height,Weight,Year
Snowboarding Men's Parallel Slalom,Winter,M,Silver,124811.0,63007.0,29.0,184.0,77.0,2014.0
"Speed Skating Men's 1,000 metres",Winter,M,Silver,117126.0,59312.0,24.0,182.0,80.0,1994.0
"Speed Skating Men's 1,500 metres",Winter,M,Silver,196594.5,98735.0,23.5,184.0,85.0,1990.0
"Speed Skating Men's 10,000 metres",Winter,M,Silver,136542.0,68681.0,27.0,184.0,78.5,1982.0
"Speed Skating Men's 5,000 metres",Winter,M,Silver,147692.0,74107.0,24.0,185.0,80.0,1992.0
Speed Skating Men's 500 metres,Winter,M,Silver,141844.5,71304.0,26.0,179.0,76.0,1982.0
Speed Skating Men's Team Pursuit (8 laps),Winter,M,Silver,123254.0,62203.5,21.5,181.5,77.5,2010.0
"Swimming Men's 1,500 metres Freestyle",Summer,M,Silver,119624.0,60558.0,20.0,185.0,80.0,1980.0
Swimming Men's 10 kilometres Open Water,Summer,M,Silver,78988.0,40104.0,32.0,185.0,78.0,2012.0
Swimming Men's 100 metres Backstroke,Summer,M,Silver,202119.0,101518.0,21.0,191.0,81.0,1988.0
Swimming Men's 100 metres Breaststroke,Summer,M,Silver,160124.0,80346.0,21.0,185.0,83.0,1992.0
Swimming Men's 100 metres Butterfly,Summer,M,Silver,134050.0,67496.0,21.5,190.0,83.0,1998.0
Swimming Men's 100 metres Freestyle,Summer,M,Silver,146369.0,73453.0,22.0,188.0,84.0,1980.0
Swimming Men's 100 yard Freestyle,Summer,M,Silver,48924.0,25215.0,19.0,183.0,70.0,1904.0
Swimming Men's 200 metres Backstroke,Summer,M,Silver,184575.5,92771.0,21.5,189.0,78.0,1990.0
Swimming Men's 200 metres Breaststroke,Summer,M,Silver,180401.5,90688.0,22.5,184.0,76.5,1986.0
Swimming Men's 200 metres Butterfly,Summer,M,Silver,159229.5,79971.5,20.5,185.5,78.5,1986.0
Swimming Men's 200 metres Freestyle,Summer,M,Silver,167148.0,83976.0,21.0,189.0,83.0,1992.0
Swimming Men's 200 metres Individual Medley,Summer,M,Silver,128487.0,64690.0,21.0,188.0,84.0,1996.0
Swimming Men's 4 x 100 metres Freestyle Relay,Summer,M,Silver,139649.5,70126.5,23.0,190.0,85.0,1996.0
Swimming Men's 4 x 100 metres Medley Relay,Summer,M,Silver,149972.0,75212.0,22.0,188.0,80.0,1992.0
Swimming Men's 4 x 200 metres Freestyle Relay,Summer,M,Silver,133652.5,67256.5,21.0,187.0,80.0,1984.0
"Swimming Men's 4,000 metres Freestyle",Summer,M,Silver,254345.0,127339.0,18.0,187.0,83.0,1900.0
Swimming Men's 400 metres Freestyle,Summer,M,Silver,181528.5,91240.5,21.0,185.0,76.0,1978.0
Swimming Men's 400 metres Individual Medley,Summer,M,Silver,168083.5,84448.0,21.0,185.0,77.5,1990.0
Swimming Men's 50 metres Freestyle,Summer,M,Silver,105379.0,53311.0,23.0,198.0,95.0,2004.0
Table Tennis Men's Doubles,Summer,M,Silver,141926.5,71243.5,24.0,172.0,63.5,1996.0
Table Tennis Men's Singles,Summer,M,Silver,256547.0,128456.0,26.5,175.0,74.5,2002.0
Table Tennis Men's Team,Summer,M,Silver,174433.0,87611.0,27.0,180.0,72.0,2012.0
Taekwondo Men's Featherweight,Summer,M,Silver,99985.0,50597.0,26.0,181.0,68.0,2008.0
Taekwondo Men's Flyweight,Summer,M,Silver,134810.0,67831.0,26.0,175.0,58.0,2008.0
Taekwondo Men's Heavyweight,Summer,M,Silver,171636.0,86244.0,23.0,201.0,97.0,2008.0
Taekwondo Men's Welterweight,Summer,M,Silver,165089.0,82902.0,25.0,188.0,80.0,2008.0
Tennis Men's Doubles,Summer,M,Silver,135000.0,67849.5,28.5,183.0,78.0,2000.0
Tennis Men's Singles,Summer,M,Silver,69835.0,35565.0,27.0,187.0,80.0,2000.0
Tennis Mixed Doubles,Summer,M,Silver,181342.5,91055.0,28.5,191.5,83.5,2014.0
Trampolining Men's Individual,Summer,M,Silver,164227.0,82432.0,23.0,173.0,68.0,2008.0
Triathlon Men's Olympic Distance,Summer,M,Silver,81359.0,41302.0,28.0,179.0,70.0,2008.0
Volleyball Men's Volleyball,Summer,M,Silver,166577.0,83674.0,27.0,195.0,88.0,1992.0
Water Polo Men's Water Polo,Summer,M,Silver,126829.0,63947.5,26.0,189.5,90.0,1988.0
Weightlifting Men's Bantamweight,Summer,M,Silver,160589.0,80575.0,24.0,157.0,58.0,1988.0
Weightlifting Men's Featherweight,Summer,M,Silver,159626.0,80114.0,26.0,158.0,60.0,1984.0
Weightlifting Men's Flyweight,Summer,M,Silver,179868.0,90396.5,22.5,155.5,55.0,1982.0
Weightlifting Men's Heavyweight,Summer,M,Silver,193925.5,97345.0,24.0,181.0,105.25,1966.0
Weightlifting Men's Heavyweight I,Summer,M,Silver,144447.5,72808.0,28.5,175.0,99.5,1986.0
Weightlifting Men's Heavyweight II,Summer,M,Silver,175647.5,88369.0,27.5,181.0,108.5,1986.0
Weightlifting Men's Light-Heavyweight,Summer,M,Silver,168596.5,84692.0,26.0,172.5,82.75,1986.0
Weightlifting Men's Lightweight,Summer,M,Silver,142314.0,71481.5,24.0,164.5,69.0,1986.0
Weightlifting Men's Middle-Heavyweight,Summer,M,Silver,133997.0,67382.0,24.0,175.0,91.5,1986.0
Weightlifting Men's Middleweight,Summer,M,Silver,140661.0,70641.0,26.5,167.5,75.75,1978.0
Weightlifting Men's Super-Heavyweight,Summer,M,Silver,151052.0,75807.0,27.0,183.0,134.0,1996.0
"Weightlifting Men's Unlimited, One Hand",Summer,M,Silver,34246.0,17647.0,26.0,175.0,98.0,1906.0
"Weightlifting Men's Unlimited, Two Hands",Summer,M,Silver,145797.5,73549.5,24.0,182.5,108.0,1901.0
"Wrestling Men's All-Around, Greco-Roman",Summer,M,Silver,258016.0,129199.0,23.0,178.0,87.5,1906.0
"Wrestling Men's Bantamweight, Freestyle",Summer,M,Silver,154247.0,77412.5,25.0,164.5,57.0,1978.0
"Wrestling Men's Bantamweight, Greco-Roman",Summer,M,Silver,114487.0,57699.0,26.0,163.0,57.0,1978.0
"Wrestling Men's Featherweight, Freestyle",Summer,M,Silver,106013.0,53627.0,25.0,168.0,62.0,1984.0
"Wrestling Men's Featherweight, Greco-Roman",Summer,M,Silver,150366.5,75446.5,24.5,165.0,62.0,1982.0
"Wrestling Men's Flyweight, Freestyle",Summer,M,Silver,114490.0,57916.5,24.0,160.5,53.5,1978.0
"Wrestling Men's Flyweight, Greco-Roman",Summer,M,Silver,87967.5,44608.0,24.0,159.5,52.0,1978.0
"Wrestling Men's Heavyweight, Freestyle",Summer,M,Silver,90126.0,45662.5,27.0,184.5,97.0,1978.0
"Wrestling Men's Heavyweight, Greco-Roman",Summer,M,Silver,142028.0,71294.0,28.0,184.0,100.0,1982.0
"Wrestling Men's Light-Flyweight, Freestyle",Summer,M,Silver,133396.0,67153.0,24.5,155.0,49.0,1982.0
"Wrestling Men's Light-Flyweight, Greco-Roman",Summer,M,Silver,80459.0,40841.0,26.0,157.0,51.0,1984.0
"Wrestling Men's Light-Heavyweight, Freestyle",Summer,M,Silver,178936.0,89922.0,27.0,180.0,90.0,1988.0
"Wrestling Men's Light-Heavyweight, Greco-Roman",Summer,M,Silver,74387.0,37775.0,25.0,182.0,90.0,1984.0
"Wrestling Men's Lightweight, Freestyle",Summer,M,Silver,182096.0,91528.0,26.0,169.0,67.0,1984.0
"Wrestling Men's Lightweight, Greco-Roman",Summer,M,Silver,150279.5,75401.5,26.0,170.0,69.0,1982.0
"Wrestling Men's Middleweight A, Greco-Roman",Summer,M,Silver,120828.0,61129.0,27.0,174.0,77.5,1912.0
"Wrestling Men's Middleweight, Freestyle",Summer,M,Silver,144509.0,72527.0,26.0,178.0,82.0,1980.0
"Wrestling Men's Middleweight, Greco-Roman",Summer,M,Silver,146010.0,73264.0,25.0,177.0,82.0,1984.0
"Wrestling Men's Super-Heavyweight, Freestyle",Summer,M,Silver,117128.5,59026.0,23.5,190.0,120.0,1994.0
"Wrestling Men's Super-Heavyweight, Greco-Roman",Summer,M,Silver,135683.5,68389.0,27.5,191.0,118.0,1994.0
"Wrestling Men's Welterweight, Freestyle",Summer,M,Silver,149082.0,74908.0,26.0,170.5,73.5,1986.0
"Wrestling Men's Welterweight, Greco-Roman",Summer,M,Silver,145287.0,72922.0,26.0,172.0,74.0,1988.0
